nombre,link,direccion,tipo,categoria,telefono,email
MERCADILLO DE A LAMA,https://www.turismo.gal/recurso/-/detalle/272758372/mercadillo-de-a-lama?langId=es_ES&tp=49&ctre=283,Alameda 36830 A Lama - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE ARBO,https://www.turismo.gal/recurso/-/detalle/272457451/mercadillo-de-arbo?langId=es_ES&tp=49&ctre=283,Lugar Praza do Mercado 36430 Arbo - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE AS NEVES,https://www.turismo.gal/recurso/-/detalle/272786775/mercadillo-de-as-neves?langId=es_ES&tp=49&ctre=283,36440 As Neves - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE BARRO,https://www.turismo.gal/recurso/-/detalle/272457910/mercadillo-de-barro?langId=es_ES&tp=49&ctre=283,Lugar Finca da Crega 36194 Barro - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE CALDAS,https://www.turismo.gal/recurso/-/detalle/272463741/mercadillo-de-caldas?langId=es_ES&tp=49&ctre=283,Real 36650 Caldas de Reis - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE CAMBADOS,https://www.turismo.gal/recurso/-/detalle/272492216/mercadillo-de-cambados?langId=es_ES&tp=49&ctre=283,Lugar Paseo Marítimo 36630 Cambados - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE CAMPO LAMEIRO,https://www.turismo.gal/recurso/-/detalle/35260/mercadillo-de-campo-lameiro?langId=es_ES&tp=49&ctre=283,Praza da Provincia Pontevedra 36110 Campo Lameiro - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE CANGAS,https://www.turismo.gal/recurso/-/detalle/272716251/mercadillo-de-cangas?langId=es_ES&tp=49&ctre=283,Lg. Centro de Cangas 36940 Cangas - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE CHAPELA,https://www.turismo.gal/recurso/-/detalle/35262/mercadillo-de-chapela?langId=es_ES&tp=49&ctre=283,José Fernández López 36320 Redondela - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE COIA,https://www.turismo.gal/recurso/-/detalle/35212/mercadillo-de-coia?langId=es_ES&tp=49&ctre=283,Parque da Bouza 36213 Vigo - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE COMBARRO,https://www.turismo.gal/recurso/-/detalle/272790231/mercadillo-de-combarro?langId=es_ES&tp=49&ctre=283,Lg. Praza da Chousa 36993 Poio - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE ESTRIBELA,https://www.turismo.gal/recurso/-/detalle/35174/mercadillo-de-estribela?langId=es_ES&tp=49&ctre=283,36910 Pontevedra - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE GONDOMAR,https://www.turismo.gal/recurso/-/detalle/272661959/mercadillo-de-gondomar?langId=es_ES&tp=49&ctre=283,Rosalía de Castro 36380 Gondomar - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE MARÍN,https://www.turismo.gal/recurso/-/detalle/272758571/mercadillo-de-marin?langId=es_ES&tp=49&ctre=283,Exercito e Marina 36900 Marín - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE MOAÑA,https://www.turismo.gal/recurso/-/detalle/272770201/mercadillo-de-moana?langId=es_ES&tp=49&ctre=283,Concepción Arenal 36950 Moaña - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE MONDARIZ,https://www.turismo.gal/recurso/-/detalle/272771184/mercadillo-de-mondariz?langId=es_ES&tp=49&ctre=283,Praza de España 36870 Mondariz - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE MORAÑA,https://www.turismo.gal/recurso/-/detalle/272771200/mercadillo-de-morana?langId=es_ES&tp=49&ctre=283,3660 Moraña - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE MOSTEIRO,https://www.turismo.gal/recurso/-/detalle/272756045/mercadillo-de-mosteiro?langId=es_ES&tp=49&ctre=283,Lg. Campo da Feira 36637 Meis - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE O GROVE,https://www.turismo.gal/recurso/-/detalle/35254/mercadillo-de-o-grove?langId=es_ES&tp=49&ctre=283,Praza do Corgo 36980 O Grove - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE O PORRIÑO,https://www.turismo.gal/recurso/-/detalle/272799248/mercadillo-de-o-porrino?langId=es_ES&tp=49&ctre=283,Manuel Rodríguez 36400 O Porriño - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE PATOS,https://www.turismo.gal/recurso/-/detalle/272787123/mercadillo-de-patos?langId=es_ES&tp=49&ctre=283,Lg. Aparcamiento de Patos 36350 Nigrán - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE PONTE CALDELAS,https://www.turismo.gal/recurso/-/detalle/272795720/mercadillo-de-ponte-caldelas?langId=es_ES&tp=49&ctre=283,Lg. Alameda 36820 Ponte Caldelas - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE PONTEAREAS,https://www.turismo.gal/recurso/-/detalle/272791619/mercadillo-de-ponteareas?langId=es_ES&tp=49&ctre=283,"Lg. Praza Maior, Praza Bugallal 36860 Ponteareas - Pontevedra",Mercadillo,feirón,,
MERCADILLO DE REDONDELA,https://www.turismo.gal/recurso/-/detalle/35263/mercadillo-de-redondela?langId=es_ES&tp=49&ctre=283,Avenida Mendiño 36800 Redondela - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE SABARÍS,https://www.turismo.gal/recurso/-/detalle/272457492/mercadillo-de-sabaris?langId=es_ES&tp=49&ctre=283,Avda. Julián Valverde 36393 Baiona - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE SALVATERRA,https://www.turismo.gal/recurso/-/detalle/35194/mercadillo-de-salvaterra?langId=es_ES&tp=49&ctre=283,Marqués de Viana 36450 Salvaterra de Miño - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE SOUTOMAIOR,https://www.turismo.gal/recurso/-/detalle/35192/mercadillo-de-soutomaior?langId=es_ES&tp=49&ctre=283,Avda. Xosé Solla 36690 Soutomaior - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE VILA DE CRUCES,https://www.turismo.gal/recurso/-/detalle/273202877/mercadillo-de-vila-de-cruces?langId=es_ES&tp=49&ctre=283,Praza Juan Carlos I 36590 Vila de Cruces - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE VILANOVA DE AROUSA,https://www.turismo.gal/recurso/-/detalle/273203145/mercadillo-de-vilanova-de-arousa?langId=es_ES&tp=49&ctre=283,"Rúa Francisco San Isidro, s/n 36620 Vilanova de Arousa - Pontevedra",Mercadillo,feirón,,
MERCADILLO NUMISMÁTICO,https://www.turismo.gal/recurso/-/detalle/35224/mercadillo-numismatico?langId=es_ES&tp=49&ctre=281,Praza da Constitución 36202 Vigo - Pontevedra,Feria especializada,,,
MERCADO DAS TRAVESAS,https://www.turismo.gal/recurso/-/detalle/280378851/mercado-das-travesas?langId=es_ES&tp=39&ctre=223,"Espedrigada, nº 7 36210 Vigo - Pontevedra",Mercado de abastos,,,
MERCADO DE ARBO,https://www.turismo.gal/recurso/-/detalle/21320/mercado-de-arbo?langId=es_ES&tp=39&ctre=223,"Praza do Mercado, nº s/n 36430 Arbo - Pontevedra",Mercado de abastos,,+34 986 665 000,
MERCADO DE ARCADE,https://www.turismo.gal/recurso/-/detalle/280378849/mercado-de-arcade?langId=es_ES&tp=39&ctre=223,Avda. Sanxenxo 36690 Soutomaior - Pontevedra,Mercado de abastos,,+34 986 705 106,
MERCADO DE AS NEVES,https://www.turismo.gal/recurso/-/detalle/21336/mercado-de-as-neves?langId=es_ES&tp=39&ctre=223,"Praza da Feira, nº s/n 36440 As Neves - Pontevedra",Mercado de abastos,,+34 986 648 015,
MERCADO DE BERBÉS,https://www.turismo.gal/recurso/-/detalle/21346/mercado-de-berbes?langId=es_ES&tp=39&ctre=223,"Cánovas del Castillo, nº s/n 36202 Vigo - Pontevedra",Mercado de abastos,,+34 986 228 584,
MERCADO DE BOUZAS,https://www.turismo.gal/recurso/-/detalle/21345/mercado-de-bouzas?langId=es_ES&tp=39&ctre=223,"Covadonga, nº 1 36208 Vigo - Pontevedra",Mercado de abastos,,+34 886 126 154,
MERCADO DE CABRAL,https://www.turismo.gal/recurso/-/detalle/280378853/mercado-de-cabral?langId=es_ES&tp=39&ctre=223,"Avda. do Tranvía, nº 2 36215 Vigo - Pontevedra",Mercado de abastos,,+34 986 262 362,
MERCADO DE CRECENTE,https://www.turismo.gal/recurso/-/detalle/280378834/mercado-de-crecente?langId=es_ES&tp=39&ctre=223,Mon y Landa 36420 Crecente - Pontevedra,Mercado de abastos,,+34 986 666 300,
MERCADO DE FORNELO DE MONTES,https://www.turismo.gal/recurso/-/detalle/280378836/mercado-de-fornelo-de-montes?langId=es_ES&tp=39&ctre=223,"Portela, nº 2 36847 Fornelos de Montes - Pontevedra",Mercado de abastos,,+34 986 768 409,
MERCADO DE GOIÁN,https://www.turismo.gal/recurso/-/detalle/35239/mercado-de-goian?langId=es_ES&tp=49&ctre=283,"Praza da Igrexa, Avda. Ordoñez 36750 Tomiño - Pontevedra",Mercadillo,feirón,,
MERCADO DE MEAÑO,https://www.turismo.gal/recurso/-/detalle/280378838/mercado-de-meano?langId=es_ES&tp=39&ctre=223,"Ponte Dena, nº s/n 36967 Meaño - Pontevedra",Mercado de abastos,,+34 986 747 102,
MERCADO DE MONDARIZ,https://www.turismo.gal/recurso/-/detalle/21333/mercado-de-mondariz?langId=es_ES&tp=39&ctre=223,"Avda. Potugal, nº s/n 36870 Mondariz - Pontevedra",Mercado de abastos,,+34 986 656 000,
MERCADO DE MONDARIZ-BALNEARIO,https://www.turismo.gal/recurso/-/detalle/21334/mercado-de-mondariz-balneario?langId=es_ES&tp=39&ctre=223,"Blanco Nájera, nº s/n 36890 Mondariz-Balneario - Pontevedra",Mercado de abastos,,+34 986 656 136,
MERCADO DE O ROSAL,https://www.turismo.gal/recurso/-/detalle/280378841/mercado-de-o-rosal?langId=es_ES&tp=39&ctre=223,"Praza do Calvario, nº s/n 36770 O Rosal - Pontevedra",Mercado de abastos,,+34 986 625 000,
MERCADO DE PONTE CALDELAS,https://www.turismo.gal/recurso/-/detalle/280378842/mercado-de-ponte-caldelas?langId=es_ES&tp=39&ctre=223,"Emigrantes, nº s/n 36820 Ponte Caldelas - Pontevedra",Mercado de abastos,,+34 986 750 347,
MERCADO DE PONTEAREAS,https://www.turismo.gal/recurso/-/detalle/21338/mercado-de-ponteareas?langId=es_ES&tp=39&ctre=223,"Doutor Fernández Vega, nº 16 36860 Ponteareas - Pontevedra",Mercado de abastos,,+34 986 640 001,
MERCADO DE PORTONOVO,https://www.turismo.gal/recurso/-/detalle/280378848/mercado-de-portonovo?langId=es_ES&tp=39&ctre=223,"Estrada da Lanzada, nº s/n 36979 Sanxenxo - Pontevedra",Mercado de abastos,,+34 986 720 075,
MERCADO DE SABARÍS,https://www.turismo.gal/recurso/-/detalle/280378803/mercado-de-sabaris?langId=es_ES&tp=39&ctre=223,"Porta do Sol, nº s/n 36393 Baiona - Pontevedra",Mercado de abastos,,+34 986 385 050,
MERCADO DE SALVATERRA,https://www.turismo.gal/recurso/-/detalle/21342/mercado-de-salvaterra?langId=es_ES&tp=39&ctre=223,"Marqués de Viana, nº 19 36450 Salvaterra de Miño - Pontevedra",Mercado de abastos,,+34 986 658 126,
MERCADO DE SANXENXO,https://www.turismo.gal/recurso/-/detalle/280378847/mercado-de-sanxenxo?langId=es_ES&tp=39&ctre=223,"Madrid, nº s/n 36979 Sanxenxo - Pontevedra",Mercado de abastos,,+34 986 720 075,
MERCADO DE TEIS,https://www.turismo.gal/recurso/-/detalle/280378852/mercado-de-teis?langId=es_ES&tp=39&ctre=223,"Purificación Saavedra, nº s/n 36207 Vigo - Pontevedra",Mercado de abastos,,+34 986 371 515,
MERCADO DE TOMIÑO,https://www.turismo.gal/recurso/-/detalle/21343/mercado-de-tomino?langId=es_ES&tp=39&ctre=223,Avda. Ordoñez 36740 Tomiño - Pontevedra,Mercado de abastos,,+34 986 622 003,
MERCADO DE VILA DE CRUCES,https://www.turismo.gal/recurso/-/detalle/280378854/mercado-de-vila-de-cruces?langId=es_ES&tp=39&ctre=223,"Praza Juan Carlos I, nº 1 36590 Vila de Cruces - Pontevedra",Mercado de abastos,,+34 986 582 095,
MERCADO DE VILALONGA,https://www.turismo.gal/recurso/-/detalle/280378855/mercado-de-vilalonga?langId=es_ES&tp=39&ctre=223,Praza de Abastos 36990 Sanxenxo - Pontevedra,Mercado de abastos,,+34 986 720 075,
MERCADO DO CALVARIO,https://www.turismo.gal/recurso/-/detalle/280378850/mercado-do-calvario?langId=es_ES&tp=39&ctre=223,"Urzáiz, nº s/n 36205 Vigo - Pontevedra",Mercado de abastos,,,
MERCADO DO PROGRESO,https://www.turismo.gal/recurso/-/detalle/21347/mercado-do-progreso?langId=es_ES&tp=39&ctre=223,"Progreso, nº s/n 36202 Vigo - Pontevedra",Mercado de abastos,,+34 986 113 950,
MERCADO DO SEIXO,https://www.turismo.gal/recurso/-/detalle/35245/mercado-do-seixo?langId=es_ES&tp=49&ctre=283,Praza do Seixo e Praza da Mina 36740 Tomiño - Pontevedra,Mercadillo,feirón,,
MERCADO DOS XOVES,https://www.turismo.gal/recurso/-/detalle/273193684/mercado-dos-xoves?langId=es_ES&tp=49&ctre=283,Paseo Corredoira 36700 Tui - Pontevedra,Mercadillo,feirón,,
MERCADO MEDIEVAL,https://www.turismo.gal/recurso/-/detalle/272826444/mercado-medieval?langId=es_ES&tp=49&ctre=284,Lg. Casco Antigo de Redondela 36800 Redondela - Pontevedra,Mercado singular,,,
MERCADO MEDIEVAL ROMARÍA VIKINGA,https://www.turismo.gal/recurso/-/detalle/35253/mercado-medieval-romaria-vikinga?langId=es_ES&tp=49&ctre=284,Recinto das Torres 36612 Catoira - Pontevedra,Mercado singular,,,
MERCADO MUNICIPAL DE A CAÑIZA,https://www.turismo.gal/recurso/-/detalle/280378801/mercado-municipal-de-a-caniza?langId=es_ES&tp=39&ctre=223,"Praza do Mercado, nº 1 36880 A Cañiza - Pontevedra",Mercado de abastos,,+34 986 651 001,
MERCADO MUNICIPAL DE A ESTRADA,https://www.turismo.gal/recurso/-/detalle/21326/mercado-municipal-de-a-estrada?langId=es_ES&tp=39&ctre=223,"Praza Martínez Anido, nº s/n 36680 A Estrada - Pontevedra",Mercado de abastos,,+34 986 570 165,
MERCADO MUNICIPAL DE A GUARDA,https://www.turismo.gal/recurso/-/detalle/21329/mercado-municipal-de-a-guarda?langId=es_ES&tp=39&ctre=223,Praza de Abastos Concepción Arenal 36780 A Guarda - Pontevedra,Mercado de abastos,,+34 986 610 000,
MERCADO MUNICIPAL DE A LAMA,https://www.turismo.gal/recurso/-/detalle/280378802/mercado-municipal-de-a-lama?langId=es_ES&tp=39&ctre=223,"Alameda, nº s/n 36830 A Lama - Pontevedra",Mercado de abastos,,+34 986 768 238,
MERCADO MUNICIPAL DE BAIONA,https://www.turismo.gal/recurso/-/detalle/21321/mercado-municipal-de-baiona?langId=es_ES&tp=39&ctre=223,"Carabela Pinta, nº 15 36300 Baiona - Pontevedra",Mercado de abastos,,+34 986 385 050,
MERCADO MUNICIPAL DE BUEU,https://www.turismo.gal/recurso/-/detalle/21322/mercado-municipal-de-bueu?langId=es_ES&tp=39&ctre=223,"Montero Ríos, nº s/n 36930 Bueu - Pontevedra",Mercado de abastos,,+34 986 390 029,
MERCADO MUNICIPAL DE CALDAS DE REIS,https://www.turismo.gal/recurso/-/detalle/21324/mercado-municipal-de-caldas-de-reis?langId=es_ES&tp=39&ctre=223,Real / Puerto del Rey 36650 Caldas de Reis - Pontevedra,Mercado de abastos,,+34 986 540 101,
MERCADO MUNICIPAL DE CAMBADOS,https://www.turismo.gal/recurso/-/detalle/280378833/mercado-municipal-de-cambados?langId=es_ES&tp=39&ctre=223,"Avda. de Galicia, nº 18 36630 Cambados - Pontevedra",Mercado de abastos,,+34 986 520 902,
MERCADO MUNICIPAL DE CANGAS,https://www.turismo.gal/recurso/-/detalle/21325/mercado-municipal-de-cangas?langId=es_ES&tp=39&ctre=223,"Avda. Castelao, nº s/n 36940 Cangas - Pontevedra",Mercado de abastos,,+34 986 300 162 / +34 986 300 050,
MERCADO MUNICIPAL DE CUNTIS,https://www.turismo.gal/recurso/-/detalle/280378835/mercado-municipal-de-cuntis?langId=es_ES&tp=39&ctre=223,de la Iglesia 36670 Cuntis - Pontevedra,Mercado de abastos,,+34 986 548 005,
MERCADO MUNICIPAL DE GONDOMAR,https://www.turismo.gal/recurso/-/detalle/21328/mercado-municipal-de-gondomar?langId=es_ES&tp=39&ctre=223,"Rosalía de Castro, nº 2 36380 Gondomar - Pontevedra",Mercado de abastos,,+34 986 360 250,
MERCADO MUNICIPAL DE LALÍN,https://www.turismo.gal/recurso/-/detalle/21330/mercado-municipal-de-lalin?langId=es_ES&tp=39&ctre=223,"de la Molinera, nº s/n 36500 Lalín - Pontevedra",Mercado de abastos,,+34 986 787 060,
MERCADO MUNICIPAL DE MARÍN,https://www.turismo.gal/recurso/-/detalle/21331/mercado-municipal-de-marin?langId=es_ES&tp=39&ctre=223,"Serafín Tubio, nº s/n 36900 Marín - Pontevedra",Mercado de abastos,,+34 986 882 340 / +34 986 880 300,
MERCADO MUNICIPAL DE MOAÑA,https://www.turismo.gal/recurso/-/detalle/21332/mercado-municipal-de-moana?langId=es_ES&tp=39&ctre=223,"Avda. Concepción Arenal, nº s/n 36950 Moaña - Pontevedra",Mercado de abastos,,+34 986 310 850 / +34 986 310 100,
MERCADO MUNICIPAL DE NIGRÁN,https://www.turismo.gal/recurso/-/detalle/21337/mercado-municipal-de-nigran?langId=es_ES&tp=39&ctre=223,"Avda. Portugal, nº 16 36370 Nigrán - Pontevedra",Mercado de abastos,,+34 986 365 000,
MERCADO MUNICIPAL DE O GROVE,https://www.turismo.gal/recurso/-/detalle/280378840/mercado-municipal-de-o-grove?langId=es_ES&tp=39&ctre=223,"Praza do Corgo, nº s/n 36980 O Grove - Pontevedra",Mercado de abastos,,+34 986 733 900,
MERCADO MUNICIPAL DE O PORRIÑO,https://www.turismo.gal/recurso/-/detalle/21339/mercado-municipal-de-o-porrino?langId=es_ES&tp=39&ctre=223,"Gando, nº s/n 36400 O Porriño - Pontevedra",Mercado de abastos,,+34 986 330 001,
MERCADO MUNICIPAL DE PONTECESURES,https://www.turismo.gal/recurso/-/detalle/280378843/mercado-municipal-de-pontecesures?langId=es_ES&tp=39&ctre=223,"Praza da Lonxa, nº 3 36640 Pontecesures - Pontevedra",Mercado de abastos,,+34 986 557 125,
MERCADO MUNICIPAL DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/280378844/mercado-municipal-de-pontevedra?langId=es_ES&tp=39&ctre=223,"Calle La Sierra, nº 5 36002 Pontevedra - Pontevedra",Mercado de abastos,,,info@ponteabastos.com
MERCADO MUNICIPAL DE REDONDELA,https://www.turismo.gal/recurso/-/detalle/21340/mercado-municipal-de-redondela?langId=es_ES&tp=39&ctre=223,Avda. Ernestina Otero 36800 Redondela - Pontevedra,Mercado de abastos,,+34 986 718 491,
MERCADO MUNICIPAL DE RIBADUMIA,https://www.turismo.gal/recurso/-/detalle/280378846/mercado-municipal-de-ribadumia?langId=es_ES&tp=39&ctre=223,"Bouza Martín Barrantes, nº s/n 36636 Ribadumia - Pontevedra",Mercado de abastos,,+34 986 718 491,
MERCADO MUNICIPAL DE SALCEDA,https://www.turismo.gal/recurso/-/detalle/21341/mercado-municipal-de-salceda?langId=es_ES&tp=39&ctre=223,Pontevedra 36470 Salceda de Caselas - Pontevedra,Mercado de abastos,,,
MERCADO MUNICIPAL DE TUI,https://www.turismo.gal/recurso/-/detalle/21344/mercado-municipal-de-tui?langId=es_ES&tp=39&ctre=223,Maristas 36700 Tui - Pontevedra,Mercado de abastos,,+34 986 603 477,
MERCADO MUNICIPAL DE VILAGARCÍA DE AROUSA,https://www.turismo.gal/recurso/-/detalle/21348/mercado-municipal-de-vilagarcia-de-arousa?langId=es_ES&tp=39&ctre=223,"Alexandre Bóveda, nº 9 36600 Vilagarcía de Arousa - Pontevedra",Mercado de abastos,,+34 986 511 145,
MERCADO MUNICIPAL DE VILANOVA DE AROUSA,https://www.turismo.gal/recurso/-/detalle/280378856/mercado-municipal-de-vilanova-de-arousa?langId=es_ES&tp=39&ctre=223,Praza do Mercado 36620 Vilanova de Arousa - Pontevedra,Mercado de abastos,,+34 986 554 082,
"MINICRUCEROS PROBA, S.L.",https://www.turismo.gal/recurso/-/detalle/td-po-000419/minicruceros-proba-s.l.?langId=es_ES&tp=85&ctre=172,"R/ LUIS SEOANE, 64 0 O Grove - Pontevedra",Empresas de actividades deportivas,,,
MÍRATE SALÓN DA IMAXE E O SON,https://www.turismo.gal/recurso/-/detalle/35227/mirate-salon-da-imaxe-e-o-son?langId=es_ES&tp=49&ctre=281,Avda. Aeroporto 772 - IFEVI 36318 Vigo - Pontevedra,Feria especializada,,,
MISSION SURF CLUB,https://www.turismo.gal/recurso/-/detalle/170525000654/mission-surf-club?langId=es_ES&tp=72&ctre=154,"Calle SAGASTA, nº 18 36001 Pontevedra - Pontevedra",Empresas de actividades de aventura o naturaleza,,,
MISSION SURF SCHOOL,https://www.turismo.gal/recurso/-/detalle/200604000056/mission-surf-school?langId=es_ES&tp=85&ctre=172,"Rúa Peregrina , nº 48 36001 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,
MODUS VIVENDI,https://www.turismo.gal/recurso/-/detalle/nr-po-000380/modus-vivendi?langId=es_ES&tp=85&ctre=172,"RUA DO COLEXIO, 19 0 Vilagarcía de Arousa - Pontevedra",Empresas de actividades deportivas,,,
"MONROA,S.L.",https://www.turismo.gal/recurso/-/detalle/nr-po-000178/monroa-s.l.?langId=es_ES&tp=85&ctre=172,"Calle Carballeira, nº 1 36980 O Grove - Pontevedra",Empresas de actividades deportivas,,,
MONTE REAL CLUB DE YATES,https://www.turismo.gal/recurso/-/detalle/28415/monte-real-club-de-yates?langId=es_ES&tp=66&ctre=117,"Recinto do Parador, nº s/n 36300 Baiona - Pontevedra",Instal. náutico deportivas. Marítima,,+34 986 385 000,secretaria@mrcyb.com
MONTE REAL CLUB DE YATES,https://www.turismo.gal/recurso/-/detalle/nr-po-000385/monte-real-club-de-yates?langId=es_ES&tp=85&ctre=172,"Lugar Recinto do Parador , nº sn 36300 Baiona - Pontevedra",Empresas de actividades deportivas,,,
MONTSE BETANZOS,https://www.turismo.gal/recurso/-/detalle/280376889/montse-betanzos?langId=es_ES&tp=55&ctre=1000141,"Calle Escalinatas de Confín, nº 21 36980 O Grove - Pontevedra",Talleres artesanales,,+34 636 589 526,montsebetanzos@hotmail.com
MOTO CLUB TEAM BERNARDEZ,https://www.turismo.gal/recurso/-/detalle/170622001332/moto-club-team-bernardez?langId=es_ES&tp=85&ctre=172,"Calle ANTONIO NORES , nº 26 36940 Cangas - Pontevedra",Empresas de actividades deportivas,,,
MÓVETE NA MOTO,https://www.turismo.gal/recurso/-/detalle/170622001333/movete-na-moto?langId=es_ES&tp=85&ctre=172,"LG. VILATUXE , nº 15 36500 Lalín - Pontevedra",Empresas de actividades deportivas,,,
MUESTRALO,https://www.turismo.gal/recurso/-/detalle/td-po-000235/muestralo?langId=es_ES&tp=85&ctre=172,"GARCIA BARBON, 56 0 Vigo - Pontevedra",Empresas de actividades deportivas,,,
"NATURALEZA ATLANTICA, S.L.",https://www.turismo.gal/recurso/-/detalle/33251/naturaleza-atlantica-s.l.?langId=es_ES&tp=85&ctre=172,"LANZADA, 61 0 O Grove - Pontevedra",Empresas de actividades deportivas,,,gpvifra@yahoo.es
NAUTA SANXENXO,https://www.turismo.gal/recurso/-/detalle/28407/nauta-sanxenxo?langId=es_ES&tp=66&ctre=117,36960 Sanxenxo - Pontevedra,Instal. náutico deportivas. Marítima,,+34 986 720 517,nauta@sanxenxo.org
NAUTIC SUPPLY IBERIA,https://www.turismo.gal/recurso/-/detalle/32422/nautic-supply-iberia?langId=es_ES&tp=85&ctre=172,"Pi y Margall, 103 36202 Vigo - Pontevedra",Empresas de actividades deportivas,,+34 886 111 675,
NAUTICA MEDUSA,https://www.turismo.gal/recurso/-/detalle/nr-po-000350/nautica-medusa?langId=es_ES&tp=85&ctre=172,"AVD. LAS CAROLINAS, 2 0 Vilagarcía de Arousa - Pontevedra",Empresas de actividades deportivas,,,
"NAUTICA PEREZ, S.L.",https://www.turismo.gal/recurso/-/detalle/28838/nautica-perez-s.l.?langId=es_ES&tp=85&ctre=172,"Avda. de la marina, 108 36600 Vilagarcía de Arousa - Pontevedra",Empresas de actividades deportivas,,+34 986 512 719,
NAUTICA VIDAL,https://www.turismo.gal/recurso/-/detalle/24792/nautica-vidal?langId=es_ES&tp=85&ctre=172,"C/ Víctor Pita, 29 36611 Vilagarcía de Arousa - Pontevedra",Empresas de actividades deportivas,,+34 986 510 308,
NAVALIA FEIRA INTERNACIONAL DA INDUSTRIA NAVAL,https://www.turismo.gal/recurso/-/detalle/35228/navalia-feira-internacional-da-industria-naval?langId=es_ES&tp=49&ctre=281,Avda. Aeroporto 772 - IFEVI 36318 Vigo - Pontevedra,Feria especializada,,,
"NORBIKE, S.L.",https://www.turismo.gal/recurso/-/detalle/nr-po-000414/norbike-s.l.?langId=es_ES&tp=85&ctre=172,"AVD. MONTERREAL, 15 0 Baiona - Pontevedra",Empresas de actividades deportivas,,,
NORDES KAYAK,https://www.turismo.gal/recurso/-/detalle/230524000587/nordes-kayak?langId=es_ES&tp=85&ctre=172,"Camiño da Pinela, nº 2 36949 Cangas - Pontevedra",Empresas de actividades deportivas,,,
NOVASKI,https://www.turismo.gal/recurso/-/detalle/nr-po-000334/novaski?langId=es_ES&tp=85&ctre=172,"RUA REAL, 80 0 Vigo - Pontevedra",Empresas de actividades deportivas,,,
NUDIMA DE MADERA,https://www.turismo.gal/recurso/-/detalle/35451/nudima-de-madera?langId=es_ES&tp=55&ctre=1000141,36688 A Estrada - Pontevedra,Talleres artesanales,,+34 986 588 692,info@nudima.com
O ENTERRO DA SARDIÑA DE MARIN,https://www.turismo.gal/recurso/-/detalle/230414000200/o-enterro-da-sardina-de-marin?langId=es_ES&tp=97&ctre=261,Marín - Pontevedra,Fiestas de Galicia de interés turístico,,,
OLLO DO MAR,https://www.turismo.gal/recurso/-/detalle/nr-po-000336/ollo-do-mar?langId=es_ES&tp=85&ctre=172,"DIQUE DE ABRIGO, LOCAL, 13 - PUERTO PESQUERO 0 Cangas - Pontevedra",Empresas de actividades deportivas,,,
OS LOMBOS DO ULLA,https://www.turismo.gal/recurso/-/detalle/258811617/os-lombos-do-ulla?langId=es_ES&tp=85&ctre=172,"Lomba, nº 19 36618 Vilagarcía de Arousa - Pontevedra",Empresas de actividades deportivas,,,
PARALELO ZERO AVENTURA Y OUTDOOR,https://www.turismo.gal/recurso/-/detalle/nr-po-000424/paralelo-zero-aventura-y-outdoor?langId=es_ES&tp=85&ctre=172,POLIGONO INDUSTRIAL CHAN DA PONTE NAVE 8 0 Salvaterra de Miño - Pontevedra,Empresas de actividades deportivas,,,
"PARIS DA-KART AREA RECREATIVA, S.A.",https://www.turismo.gal/recurso/-/detalle/24361/paris-da-kart-area-recreativa-s.a.?langId=es_ES&tp=85&ctre=172,Playa Major 36990 Sanxenxo - Pontevedra,Empresas de actividades deportivas,,+34 986 723 977,info@parisdakar.com
PASONORTE EXPEDICIONES,https://www.turismo.gal/recurso/-/detalle/210521000607/pasonorte-expediciones?langId=es_ES&tp=85&ctre=172,"San Antoniño , nº 28 36002 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,
