nombre,link,direccion,tipo,categoria,telefono,email,web,coordenadas,web_interna,situacion_caminos_de_santiago,soles_repsol,horario_de_admisión:,tipos_de_servicios,regímenes,plazas_totales_calculadas,clasificación,servicios_de_autocaravanas,situacion_acceso,declaración,principales_monumentos,número_de_tiendas,tipo_tiendas,actividades,servicios_convenciones,alquiler,habitaciones,más_información,descripción_de_actividades,navegación,períodos_de_funcionamiento,servicios_de_las_instalaciones,servicios_de_la_población,características,rango,accesibilidad,estrellas_michelin,situación,superficie,servicios,información_y_equipamientos,artesanos,actividad_del_taller,otras_características,salones,tarjetas,estilos,orden_religiosa,el_paseo,accesibilidad_a_tener_en_cuenta
PARDOS,https://www.turismo.gal/recurso/-/detalle/c-po-000542/pardos?langId=es_ES&tp=1001550&ctre=40000242,"Travesía Eiriña, nº 8 36004 Pontevedra - Pontevedra",Cafetería,,+34 986 231 984,lpardo@aselpconsultores.com,,"42º 25' 42.1"" N - 8º 38' 06.8"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARIS,https://www.turismo.gal/recurso/-/detalle/v-po-000892/paris?langId=es_ES&tp=1001549&ctre=40000240,"REAL, 8 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARRILLADA PONTENOVO,https://www.turismo.gal/recurso/-/detalle/22605/parrillada-pontenovo?langId=es_ES&tp=24&ctre=142,"Pontenovo, nº 1 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 847 227,,,"42º 25' 43.3"" N - 8º 38' 58.8"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARVADAS,https://www.turismo.gal/recurso/-/detalle/15461/parvadas?langId=es_ES&tp=24&ctre=142,"Calle González Zúñiga, nº 3 36001 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 630 038 092,miguel.ruibal50@gmail.com,,"42º 25' 49.9"" N - 8º 38' 36.9"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASAJE 2.0,https://www.turismo.gal/recurso/-/detalle/v-po-008956/pasaje-2.0?langId=es_ES&tp=1001549&ctre=40000240,"Calle Charino, nº 37 36002 Pontevedra - Pontevedra",Café bar,,,info@asesoriacendon.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASEO DOS GAFOS,https://www.turismo.gal/recurso/-/detalle/190520000336/paseo-dos-gafos?langId=es_ES&tp=40003930&ctre=40000140,Calle do Muíño Pontevedra - Pontevedra,Naturaleza en el Camino,,,,,"42º 25' 27.9"" N - 8º 38' 17.5"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASONORTE EXPEDICIONES,https://www.turismo.gal/recurso/-/detalle/210521000607/pasonorte-expediciones?langId=es_ES&tp=85&ctre=172,"San Antoniño , nº 28 36002 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASTELERÍA ACUÑA,https://www.turismo.gal/recurso/-/detalle/v-po-009593/pasteleria-acuna?langId=es_ES&tp=1001549&ctre=40000240,"RUA ALEMANIA, S/N - MONTEPORREIRO 0 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASTELERIA CAFE-BAR ACUÑA,https://www.turismo.gal/recurso/-/detalle/190212000090/pasteleria-cafe-bar-acuna?langId=es_ES&tp=1001549&ctre=40000240,"Calle Juan Bautista Andrade, nº 12 36003 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASTELERIA CAFE-BAR ACUÑA,https://www.turismo.gal/recurso/-/detalle/190212000092/pasteleria-cafe-bar-acuna?langId=es_ES&tp=1001549&ctre=40000240,"Carretera Estrada Nacional 550 (Km. 126,2) 36143 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASTELERIA CAFE-BAR ACUÑA,https://www.turismo.gal/recurso/-/detalle/191023000258/pasteleria-cafe-bar-acuna?langId=es_ES&tp=1001549&ctre=40000240,"Avenida General Rubín, nº 6 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATIO,https://www.turismo.gal/recurso/-/detalle/v-po-008310/patio?langId=es_ES&tp=1001549&ctre=40000240,"ALEMANIA, 40-BAJO 2 36005 Pontevedra - Pontevedra",Café bar,,,,,"42º 26' 51.0"" N - 8º 37' 12.7"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAVERO BAR,https://www.turismo.gal/recurso/-/detalle/v-po-001694/pavero-bar?langId=es_ES&tp=1001549&ctre=40000240,"Lugar Campiño de Santa María, nº 4 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAZO DA PARDA,https://www.turismo.gal/recurso/-/detalle/9400/pazo-da-parda?langId=es_ES&tp=9&ctre=36,Pontevedra - Pontevedra,Pazo,,,,,"42º 25' 02.3"" N - 8º 37' 53.0"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAZO DE GANDARÓN,https://www.turismo.gal/recurso/-/detalle/200617000338/pazo-de-gandaron?langId=es_ES&tp=9&ctre=36,"Calle Carballeira, nº 8 36143 Pontevedra - Pontevedra",Pazo,,,,,"42º 24' 17.8"" N - 8º 38' 38.5"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,Conservado,,,,,,,,,,,,,,,,,,,,,,
PAZO DE LOURIZÁN,https://www.turismo.gal/recurso/-/detalle/19667/pazo-de-lourizan?langId=es_ES&tp=9&ctre=36,36153 Pontevedra - Pontevedra,Pazo,,,,,"42º 24' 33.5"" N - 8º 39' 52.3"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEQUES PARK,https://www.turismo.gal/recurso/-/detalle/v-po-008331/peques-park?langId=es_ES&tp=1001549&ctre=40000240,"SUECIA, nº 9 36162 Pontevedra - Pontevedra",Café bar,,,jart11675@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEREGRINO,https://www.turismo.gal/recurso/-/detalle/37904/peregrino?langId=es_ES&tp=67&ctre=135,"Calle Ramón Otero Pedrayo, nº 8 36003 Pontevedra - Pontevedra",Pensión,2 estrellas,+34 986 858 409,hostalperegrino.po@gmail.com,http://www.hostalperegrino.es/,"42º 25' 11.8"" N - 8º 38' 12.3"" W",http://www.hostalperegrino.es/,Camino Portugués | Camino Portugués de la costa,,,Admite perros | Alquiler equipos audiovisuales | Antena parabólica | Bar-Cafetería | Caja Fuerte individual | Calefacción central | Calefacción individual | Hab. fumadores / no fumadores | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Parking de superficie | Sala de Reuniones | Se habla inglés | TV en habitaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEREGRINO 2,https://www.turismo.gal/recurso/-/detalle/r-po-003288/peregrino-2?langId=es_ES&tp=24&ctre=142,"AVDA. MONTECELO, 21 0 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETO DA IGREXA DE SAN FRANCISCO,https://www.turismo.gal/recurso/-/detalle/18532/peto-da-igrexa-de-san-francisco?langId=es_ES&tp=10&ctre=56,"Plaza de la Herrería, s/n 36002 Pontevedra - Pontevedra",Peto de ánimas,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETO DE ÁNIMAS DA RUÁS DAS ÁNIMAS,https://www.turismo.gal/recurso/-/detalle/18165/peto-de-animas-da-ruas-das-animas?langId=es_ES&tp=10&ctre=56,Rúa das Ánimas s/n 36002 Pontevedra - Pontevedra,Peto de ánimas,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETO DE ÁNIMAS DE RIBEIRO,https://www.turismo.gal/recurso/-/detalle/18529/peto-de-animas-de-ribeiro?langId=es_ES&tp=10&ctre=56,36157 Pontevedra - Pontevedra,Peto de ánimas,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETO DE ÁNIMAS DE TOMBO,https://www.turismo.gal/recurso/-/detalle/18530/peto-de-animas-de-tombo?langId=es_ES&tp=10&ctre=56,36154 Pontevedra - Pontevedra,Peto de ánimas,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETO DE ÁNIMAS DEL CAMIÑO VELLO DO RÍO,https://www.turismo.gal/recurso/-/detalle/18531/peto-de-animas-del-camino-vello-do-rio?langId=es_ES&tp=10&ctre=56,36154 Pontevedra - Pontevedra,Peto de ánimas,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETO DE ÁNIMAS DOS GARDAS CIVÍS,https://www.turismo.gal/recurso/-/detalle/18167/peto-de-animas-dos-gardas-civis?langId=es_ES&tp=10&ctre=56,36154 Pontevedra - Pontevedra,Peto de ánimas,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIADA ROMAGNOLA,https://www.turismo.gal/recurso/-/detalle/c-po-000827/piada-romagnola?langId=es_ES&tp=1001550&ctre=40000242,"Calle García Camba, nº 2 36001 Pontevedra - Pontevedra",Cafetería,,+34 600 422 353,babupe2017@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PICCA PIZZA,https://www.turismo.gal/recurso/-/detalle/210311001253/picca-pizza?langId=es_ES&tp=1001549&ctre=40000240,"Rúa Marqués de Riestra, nº 36 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PIÑÓNS, OS",https://www.turismo.gal/recurso/-/detalle/r-po-002199/pinons-os?langId=es_ES&tp=24&ctre=142,"R/ PARDO BAZÁN, 4 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINTXOVIÑO,https://www.turismo.gal/recurso/-/detalle/v-po-007430/pintxovino?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sarmiento, nº 31 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PISCINA OLÍMPICA,https://www.turismo.gal/recurso/-/detalle/180405000088/piscina-olimpica?langId=es_ES&tp=1001549&ctre=40000240,Calle ALMIRANTE MATOS - PONTEMUIÑOS 36153 Pontevedra - Pontevedra,Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITILLO,https://www.turismo.gal/recurso/-/detalle/v-po-005954/pitillo?langId=es_ES&tp=1001549&ctre=40000240,"Calle ALTA, nº 3 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITS,https://www.turismo.gal/recurso/-/detalle/v-po-005324/pits?langId=es_ES&tp=1001549&ctre=40000240,"Calle de Dona Tareixa, nº 1 36002 Pontevedra - Pontevedra",Café bar,,,DIEGO@HELDISER.COM,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIZZA MOVIL,https://www.turismo.gal/recurso/-/detalle/v-po-005447/pizza-movil?langId=es_ES&tp=1001549&ctre=40000240,"Calle Peregrina, nº 51 36003 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIZZERIA CARLOS,https://www.turismo.gal/recurso/-/detalle/220527000593/pizzeria-carlos?langId=es_ES&tp=24&ctre=142,"EDUARDO PONDAL, nº 26 36003 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,sperezmartinez53@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIZZERÍA EL PIBE,https://www.turismo.gal/recurso/-/detalle/280189387/pizzeria-el-pibe?langId=es_ES&tp=24&ctre=142,"Rúa Naranjo, 10, baixo 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 101 601,pizzeriaelpibepontevedra@hotmail.com,,"42º 25' 56.3"" N - 8º 38' 34.6"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIZZERÍA HISPANO ARGENTINA,https://www.turismo.gal/recurso/-/detalle/32139/pizzeria-hispano-argentina?langId=es_ES&tp=24&ctre=142,"Calle RODRÍGUEZ SEOANE, nº 4 36004 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 104 050,,,"42º 25' 40.5"" N - 8º 37' 52.4"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLANES Y TRAVEL PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/170207000030/planes-y-travel-pontevedra?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,reservas@planesytravel.com,http://www.planesytravel.com/,,http://www.planesytravel.com/,Camino Portugués | Camino Portugués de la costa,,,,,,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAZA,https://www.turismo.gal/recurso/-/detalle/v-po-009832/plaza?langId=es_ES&tp=1001549&ctre=40000240,PRAZA DE GALICIA Nº 3 36001 Pontevedra - Pontevedra,Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONTE A BARCA,https://www.turismo.gal/recurso/-/detalle/6840/ponte-a-barca?langId=es_ES&tp=9&ctre=42,Pontevedra,Puente,,,,,"42º 25' 59.1"" N - 8º 39' 10.5"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONTE DAS CORRENTES,https://www.turismo.gal/recurso/-/detalle/280382292/ponte-das-correntes?langId=es_ES&tp=9&ctre=42,Avenida Buenos Aires 36003 Pontevedra - Pontevedra,Puente,,,,,"42º 26' 11.8"" N - 8º 38' 38.7"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,Núcleo urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONTE DO BURGO,https://www.turismo.gal/recurso/-/detalle/19528/ponte-do-burgo?langId=es_ES&tp=9&ctre=42,Avenida do Uruguay 36001 Pontevedra - Pontevedra,Puente,,,,,"42º 26' 08.1"" N - 8º 38' 38.7"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,Está en el núcleo urbano.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONTE DO FERROCARRIL,https://www.turismo.gal/recurso/-/detalle/6841/ponte-do-ferrocarril?langId=es_ES&tp=9&ctre=42,Avda. do Uruguay 36002 Pontevedra - Pontevedra,Puente,,,,,"42º 26' 45.8"" N - 8º 38' 00.3"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,Núcleo urbano,,,,,,,,,Muy Deteriorado,,,,,,,,,,,,,,,,,,,,,,
PONTE DOS TIRANTES,https://www.turismo.gal/recurso/-/detalle/6838/ponte-dos-tirantes?langId=es_ES&tp=9&ctre=42,Avenida Buenos Aires 36003 Pontevedra - Pontevedra,Puente,,,,,"42º 26' 04.5"" N - 8º 38' 11.5"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,Núcleo urbano,,,,,,,,,Conservado,,,,,,,,,,,,,,,,,,,,,,
PONTE ROMANO DE PONTE SAMPAIO,https://www.turismo.gal/recurso/-/detalle/19536/ponte-romano-de-ponte-sampaio?langId=es_ES&tp=9&ctre=42,36690 Pontevedra - Pontevedra,Puente,,,,,"42º 20' 46.6"" N - 8º 36' 24.4"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,Conservado,,,,,,,,,,,,,,,,,,,,,,
PONTEGRILL,https://www.turismo.gal/recurso/-/detalle/275333033/pontegrill?langId=es_ES&tp=24&ctre=142,"Calle Da Oliva, nº 19 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 628 011 702,,,"42º 25' 49.0"" N - 8º 38' 40.9"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONTELOFT,https://www.turismo.gal/recurso/-/detalle/230801000008/ponteloft?langId=es_ES&tp=68&ctre=130,"Calle Santa Clara, nº 10-12 36002 Pontevedra - Pontevedra",Apartamento,Apartamentos 1 Llave,+34 633 860 289,reservas@ponteloft.com,http://www.ponteloft.com/,"42º 25' 57.4"" N - 8º 38' 26.4"" W",http://www.ponteloft.com/,Camino Portugués,,,,,Plazas totales calculadas: 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONTEPAN,https://www.turismo.gal/recurso/-/detalle/230525000637/pontepan?langId=es_ES&tp=1001549&ctre=40000240,"Avenida María Victoria Moreno, nº 41 36003 Pontevedra - Pontevedra",Café bar,,,PONTEPANART@GMAIL.COM,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONTEPAN,https://www.turismo.gal/recurso/-/detalle/250908000078/pontepan?langId=es_ES&tp=1001549,"Calle Rosalía de Castro, nº 37 36001 Pontevedra - Pontevedra",Café Bar,,,PONTEPANART@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONTESAMPAIO,https://www.turismo.gal/recurso/-/detalle/16083/pontesampaio?langId=es_ES&tp=3&ctre=15,Pontevedra - Pontevedra,Playa,,,,,"42º 20' 45.1"" N - 8º 36' 16.5"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,Longitud (metros): 100.0 | Tipo: Playa resguardada | Tipo de arena: Fina,,,,,,,,,,,,,,,,
PONTETAPAS,https://www.turismo.gal/recurso/-/detalle/v-po-000816/pontetapas?langId=es_ES&tp=1001549&ctre=40000240,"Calle REAL , nº 17 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/3370/pontevedra?langId=es_ES&tp=99&ctre=229,"Avenida da Estación, nº s/n 36002 Pontevedra - Pontevedra",Estaciones de autobús,,+34 986 852 408,,http://www.autobusespontevedra.com/,"42º 25' 22.1"" N - 8º 38' 10.1"" W",http://www.autobusespontevedra.com/,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONTEVEDRA CONFORT,https://www.turismo.gal/recurso/-/detalle/38062/pontevedra-confort?langId=es_ES&tp=22&ctre=129,"Calle Mestre Soutullo , nº 2 36001 Pontevedra - Pontevedra",Hotel,1 Estrella,+34 986 109 499 / +34 986 109 499,info@hotelpontevedra.es,,"42º 25' 43.1"" N - 8º 37' 48.0"" W",,Camino Portugués | Camino Portugués de la costa,,,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Antena parabólica | Ascensor | Bar-Cafetería | Calefacción central | Calefacción individual | Garaje de pago | Garaje gratuito | Hab. fumadores / no fumadores | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Parking de superficie | Sala de Reuniones | Secador pelo en habitaciones | Servicio de fax | Servicio de habitaciones 24 h. | Teléfono en habitaciones | TV en habitaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONTEVEDRA CONFORT,https://www.turismo.gal/recurso/-/detalle/c-po-001008/pontevedra-confort?langId=es_ES&tp=1001550&ctre=40000242,"Calle Mestre Soutullo , nº 2 36004 Pontevedra - Pontevedra",Cafetería,,,,,"42º 25' 42.9"" N - 8º 37' 48.2"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONTEVERDE,https://www.turismo.gal/recurso/-/detalle/200916000188/ponteverde?langId=es_ES&tp=1001549&ctre=40000240,"Calle Gorgullón, nº s/n 36003 Pontevedra - Pontevedra",Café bar,,,ponteverdetienda@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONTIS-VETERIS-NAUTICA,https://www.turismo.gal/recurso/-/detalle/24780/pontis-veteris-nautica?langId=es_ES&tp=85&ctre=172,"C/ Marquesa, 3 - 3º F 36002 Pontevedra - Pontevedra",Empresas de actividades deportivas,,+34 986 843 762,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,Alquiler de embarcaciones.,,,,,,,,,,,,,,,,,,,,,
PONTUS LINEA TOURS,https://www.turismo.gal/recurso/-/detalle/220311000209/pontus-linea-tours?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,,http://www.pontus.lineatours.com/,,http://www.pontus.lineatours.com/,Camino Portugués,,,,,,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POOL HOUSE CAFE,https://www.turismo.gal/recurso/-/detalle/c-po-000831/pool-house-cafe?langId=es_ES&tp=1001550&ctre=40000242,"Calle Palamios , nº 5 36001 Pontevedra - Pontevedra",Cafetería,,+34 986 857 173,,,"42º 25' 43.6"" N - 8º 38' 53.0"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTO DAS CORBACEIRAS,https://www.turismo.gal/recurso/-/detalle/278575782/porto-das-corbaceiras?langId=es_ES&tp=66&ctre=10002,Pontevedra - Pontevedra,Puerto pesquero,,,,,"42º 25' 42.9"" N - 8º 39' 10.0"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTOBELLO,https://www.turismo.gal/recurso/-/detalle/210311001229/portobello?langId=es_ES&tp=1001549&ctre=40000240,"Calle Palma, nº 4 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRADO, CASA",https://www.turismo.gal/recurso/-/detalle/11681/prado-casa?langId=es_ES&tp=24&ctre=142,nº 17 36157 Pontevedra - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 870 109,,,"42º 27' 46.6"" N - 8º 38' 32.6"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRAZA DA FERRERÍA,https://www.turismo.gal/recurso/-/detalle/30876/praza-da-ferreria?langId=es_ES&tp=9&ctre=40000080,Plaza da Ferrería 36002 Pontevedra - Pontevedra,Conjuntos urbanos,,,,,"42º 25' 53.2"" N - 8º 38' 38.9"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,En el núcleo urbano.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRAZA DA LEÑA,https://www.turismo.gal/recurso/-/detalle/6821/praza-da-lena?langId=es_ES&tp=9&ctre=40000080,Plaza da Leña 36002 Pontevedra - Pontevedra,Conjuntos urbanos,,,,,"42º 25' 57.8"" N - 8º 38' 35.8"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,Núcleo urbano.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRAZA DA VERDURA,https://www.turismo.gal/recurso/-/detalle/30877/praza-da-verdura?langId=es_ES&tp=9&ctre=40000080,Plaza da Verdura 36002 Pontevedra - Pontevedra,Conjuntos urbanos,,,,,"42º 25' 57.6"" N - 8º 38' 37.8"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,En el núcleo urbano.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRAZA DAS CINCO RÚAS,https://www.turismo.gal/recurso/-/detalle/200617000314/praza-das-cinco-ruas?langId=es_ES&tp=9&ctre=40000080,Pontevedra - Pontevedra,Conjuntos urbanos,,,,,"42º 26' 00.9"" N - 8º 38' 45.7"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRAZA DE ABASTOS,https://www.turismo.gal/recurso/-/detalle/200616000291/praza-de-abastos?langId=es_ES&tp=9&ctre=40000080,"Calle Sierra, nº 5 36002 Pontevedra - Pontevedra",Conjuntos urbanos,,,,,"42º 26' 02.8"" N - 8º 38' 37.1"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRAZA DE BARCELOS,https://www.turismo.gal/recurso/-/detalle/280382357/praza-de-barcelos?langId=es_ES&tp=9&ctre=40000080,Plaza de Barcelos 36002 Pontevedra - Pontevedra,Conjuntos urbanos,,,,,"42º 25' 51.6"" N - 8º 38' 25.8"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,En el núcleo urbano.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRAZA DE ESPAÑA,https://www.turismo.gal/recurso/-/detalle/26228/praza-de-espana?langId=es_ES&tp=9&ctre=40000080,36002 Pontevedra - Pontevedra,Conjuntos urbanos,,,,,"42º 25' 55.2"" N - 8º 38' 50.2"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,Núcleo urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRAZA DE MUGARTEGUI OU DA PEDREIRA,https://www.turismo.gal/recurso/-/detalle/200617000315/praza-de-mugartegui-ou-da-pedreira?langId=es_ES&tp=9&ctre=40000080,Plaza da Pedreira 36002 Pontevedra - Pontevedra,Conjuntos urbanos,,,,,"42º 26' 00.7"" N - 8º 38' 36.2"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,Conservado,,,,,,,,,,,,,,,,,,,,,,
PRAZA DO TEUCRO,https://www.turismo.gal/recurso/-/detalle/6819/praza-do-teucro?langId=es_ES&tp=9&ctre=40000080,36002 Pontevedra - Pontevedra,Conjuntos urbanos,,,,,"42º 26' 02.6"" N - 8º 38' 38.6"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,Núcleo urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
