nombre,link,direccion,tipo,categoria,telefono,email,fuente,coordenadas,web,tipos_de_servicios,regímenes,habitaciones,plazas_totales_calculadas,situacion_caminos_de_santiago,alquiler,accesibilidad,horario_de_admisión:,servicios_convenciones,número_de_baños_o_aseos,nº_total_de_plazas_del_establecimiento,salones,tarjetas,servicios_enoturismo,más_información,distancia,soles_repsol,estrellas_michelin,situacion_visitas,municipio
RESTAURANTE PIZZERIA LA TAGLIATELLA,https://www.turismo.gal/recurso/-/detalle/180622000501/restaurante-pizzeria-la-tagliatella?langId=es_ES&tp=24&ctre=142,"Calle Cobián Roffignac, nº 6 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 112 820,tglp@norfoodgalicia.com,Donde comer,,mailto:tglp@norfoodgalicia.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
RESTAURANTE SAN MIGUEL,https://www.turismo.gal/recurso/-/detalle/15894/restaurante-san-miguel?langId=es_ES&tp=24&ctre=142,"Pazos, nº 74 36158 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 661 080 357,lucia.iglesias.lci@gmail.com,Donde comer,"42º 24' 43.7"" N - 8º 36' 47.4"" W",mailto:lucia.iglesias.lci@gmail.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
RIANXO,https://www.turismo.gal/recurso/-/detalle/11692/rianxo?langId=es_ES&tp=24&ctre=142,"Plaza Da Leña , nº 6 36002 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 855 211,,Donde comer,"42º 25' 57.6"" N - 8º 38' 35.0"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
RINCON PEREGRINO,https://www.turismo.gal/recurso/-/detalle/200103000024/rincon-peregrino-?langId=es_ES&tp=1001549&ctre=40000240,"Calle Eduardo Pondal , nº 9 36003 Pontevedra - Pontevedra",Café bar,,,dayne@asesoriaemprendedor.es,Donde comer,,mailto:dayne@asesoriaemprendedor.es,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
ROMÁN,https://www.turismo.gal/recurso/-/detalle/15605/roman?langId=es_ES&tp=24&ctre=142,"Avenida Augusto García Sánchez , nº 12 36003 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 843 560,restaurante@casaroman.com,Donde comer,"42º 25' 39.9"" N - 8º 38' 35.4"" W",mailto:restaurante@casaroman.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,Recomendado,,,Pontevedra
ROSSLI,https://www.turismo.gal/recurso/-/detalle/170503000013/rossli-?langId=es_ES&tp=24&ctre=142,"Calle Estrada, nº 4 36004 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 604 365 801,felipeheidy@gmail.com,Donde comer,,mailto:felipeheidy@gmail.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
RÚAS,https://www.turismo.gal/recurso/-/detalle/34504/ruas?langId=es_ES&tp=24&ctre=142,"Calle FIGUEROA, nº 35 36002 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 846 416,hotelruas@terra.es,Donde comer,"42º 25' 57.9"" N - 8º 38' 36.2"" W",mailto:hotelruas@terra.es,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
RUAS,https://www.turismo.gal/recurso/-/detalle/v-po-006523/ruas?langId=es_ES&tp=1001549&ctre=40000240,FIGUEROA 37 PONTEVEDRA 36002 Pontevedra - Pontevedra,Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
RULA CERVECERÍA,https://www.turismo.gal/recurso/-/detalle/c-po-001162/rula-cerveceria?langId=es_ES&tp=1001550&ctre=40000242,"Calle Naranxo , nº 25 36002 Pontevedra - Pontevedra",Cafetería,,+34 651 108 426,moisesdigon@gmail.com,Donde comer,"42º 25' 57.3"" N - 8º 38' 31.3"" W",mailto:moisesdigon@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
RUMORE LOUNGE-PUB,https://www.turismo.gal/recurso/-/detalle/v-po-002260/rumore-lounge-pub?langId=es_ES&tp=1001549&ctre=40000240,RUA VIRGEN DEL CAMINO NÚM. 9 36001 Pontevedra - Pontevedra,Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SALA KARMA,https://www.turismo.gal/recurso/-/detalle/v-po-005294/sala-karma?langId=es_ES&tp=1001549&ctre=40000240,"Calle Marques de Riestra, nº 34 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SALA ZENNET,https://www.turismo.gal/recurso/-/detalle/241001000020/sala-zennet?langId=es_ES&tp=1001549,"Avenida Uruguay (Club Naval), nº s/n 36001 Pontevedra - Pontevedra",Café Bar,,,JAVIMORILUANCO@GMAIL.COM,Donde comer,,mailto:JAVIMORILUANCO@GMAIL.COM,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
"SAN BLAS, PARRILLADA",https://www.turismo.gal/recurso/-/detalle/11715/san-blas-parrillada?langId=es_ES&tp=24&ctre=142,"Rúa de San Blas, nº 34 36143 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 846 419,,Donde comer,"42º 25' 07.8"" N - 8º 38' 31.7"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
SANTA CLARA,https://www.turismo.gal/recurso/-/detalle/15830/santa-clara?langId=es_ES&tp=24&ctre=142,"Santa Clara, 33 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,"42º 25' 56.2"" N - 8º 38' 20.9"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SANTA MARÍA,https://www.turismo.gal/recurso/-/detalle/11724/santa-maria?langId=es_ES&tp=24&ctre=142,"Avda. Santa María, 18 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 852 696,,Donde comer,"42º 25' 59.3"" N - 8º 38' 50.2"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
SANTA ROSA,https://www.turismo.gal/recurso/-/detalle/v-po-007700/santa-rosa?langId=es_ES&tp=1001549&ctre=40000240,"Calle A Seca, nº 18 36002 Pontevedra - Pontevedra",Café bar,,,cancer_1316@hotmail.com,Donde comer,,mailto:cancer_1316@hotmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SANTYAGO BY BORONA,https://www.turismo.gal/recurso/-/detalle/c-po-000712/santyago-by-borona?langId=es_ES&tp=1001550&ctre=40000242,"Calle Juan Bautista Andrade, nº 5 36005 Pontevedra - Pontevedra",Cafetería,,+34 629 304 350,boronaponte@hotmail.com,Donde comer,"42º 26' 21.2"" N - 8º 38' 31.7"" W",mailto:boronaponte@hotmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SAVOY RESTOBAR,https://www.turismo.gal/recurso/-/detalle/v-po-009260/savoy-restobar?langId=es_ES&tp=1001549&ctre=40000240,"Plaza OURENSE , nº 2 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SCANDALE,https://www.turismo.gal/recurso/-/detalle/v-po-001929/scandale?langId=es_ES&tp=1001549&ctre=40000240,"Calle Isabel II , nº 7 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SEARA,https://www.turismo.gal/recurso/-/detalle/240429000578/seara?langId=es_ES&tp=1001549&ctre=40000240,"Calle Echegaray, nº 27 36002 Pontevedra - Pontevedra",Café bar,,+34 620 123 964,ASESORIA@LOPEZTOUCEDA.COM,Donde comer,,mailto:ASESORIA@LOPEZTOUCEDA.COM,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SEMPLICE,https://www.turismo.gal/recurso/-/detalle/v-po-003783/semplice?langId=es_ES&tp=1001549&ctre=40000240,"SAN BARTOLOMEU, nº 1 36002 Pontevedra - Pontevedra",Café bar,,,AUDYGEN@ECONOMISTAS.ORG,Donde comer,,mailto:AUDYGEN@ECONOMISTAS.ORG,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SIBUYA PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/210404000004/sibuya-pontevedra?langId=es_ES&tp=24&ctre=142,"Calle Michelena, nº 9 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,javier.romero@iurbanfood.com,Donde comer,,mailto:javier.romero@iurbanfood.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SIDRERIA MONTAÑÉS,https://www.turismo.gal/recurso/-/detalle/c-po-000900/sidreria-montanes?langId=es_ES&tp=1001550&ctre=40000242,"Calle González Zúñiga , nº 6 36001 Pontevedra - Pontevedra",Cafetería,,+34 986 101 594,,Donde comer,"42º 25' 50.8"" N - 8º 38' 35.8"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SILATHE,https://www.turismo.gal/recurso/-/detalle/v-po-008898/silathe?langId=es_ES&tp=1001549&ctre=40000240,"Calle Benito Corbal, nº 43 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SKALA,https://www.turismo.gal/recurso/-/detalle/v-po-006561/skala?langId=es_ES&tp=1001549&ctre=40000240,"Calle Oliva, nº 14 36002 Pontevedra - Pontevedra",Café bar,,,carmenargibayiglesias@gmail.com,Donde comer,,mailto:carmenargibayiglesias@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SKALA II,https://www.turismo.gal/recurso/-/detalle/v-po-005736/skala-ii?langId=es_ES&tp=1001549&ctre=40000240,"Avenida De Vigo, nº 13 36003 Pontevedra - Pontevedra",Café bar,,,carmenargibayiglesias@gmail.com,Donde comer,,mailto:carmenargibayiglesias@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SMÖOY,https://www.turismo.gal/recurso/-/detalle/210708000160/smo-oy?langId=es_ES&tp=1001549&ctre=40000240,"Calle Dos Soportales, nº 5 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SONATA DOS,https://www.turismo.gal/recurso/-/detalle/v-po-006417/sonata-dos?langId=es_ES&tp=1001549&ctre=40000240,"Calle Rosalía de Castro, nº 50 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SONORA,https://www.turismo.gal/recurso/-/detalle/v-po-007801/sonora?langId=es_ES&tp=1001549&ctre=40000240,"Calle José Casal, nº 6 36001 Pontevedra - Pontevedra",Café bar,,,ikerdacasa@gmail.com,Donde comer,,mailto:ikerdacasa@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SOPA DE GALLO,https://www.turismo.gal/recurso/-/detalle/151221000046/sopa-de-gallo?langId=es_ES&tp=1001549&ctre=40000240,"Calle Dona Tareixa, nº 2 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SOPORTALES,https://www.turismo.gal/recurso/-/detalle/v-po-006999/soportales?langId=es_ES&tp=1001549&ctre=40000240,"Calle Rúa Soportales (Herreria), nº 5 - 7 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SOUL BEER,https://www.turismo.gal/recurso/-/detalle/v-po-008276/soul-beer?langId=es_ES&tp=1001549&ctre=40000240,"Calle Isabel II, nº 24 36002 Pontevedra - Pontevedra",Café bar,,,soulbeerpontevedra@gmail.com,Donde comer,,mailto:soulbeerpontevedra@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SOULFOOD,https://www.turismo.gal/recurso/-/detalle/210328002087/soulfood?langId=es_ES&tp=1001549&ctre=40000240,"Rúa Da Ponte, nº 9 36002 Pontevedra - Pontevedra",Café bar,,,soulbeerpontevedra@gmail.com,Donde comer,,mailto:soulbeerpontevedra@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
STRATOS,https://www.turismo.gal/recurso/-/detalle/c-po-000456/stratos?langId=es_ES&tp=1001550&ctre=40000242,"Paseo De Colón , nº 20 36361 Pontevedra - Pontevedra",Cafetería,,,,Donde comer,"42º 25' 52.8"" N - 8º 39' 05.6"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
SUSHI 8,https://www.turismo.gal/recurso/-/detalle/260637092/sushi-8?langId=es_ES&tp=24&ctre=142,"Calle Filgueira Valverde, nº 8 36004 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 886 907 819,,Donde comer,"42º 25' 36.8"" N - 8º 38' 15.5"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
TABERNA A PALLOTA,https://www.turismo.gal/recurso/-/detalle/v-po-000919/taberna-a-pallota?langId=es_ES&tp=1001549&ctre=40000240,"Calle Luis Otero, nº 5 36005 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
TABERNA SAUDADE,https://www.turismo.gal/recurso/-/detalle/v-po-001644/taberna-saudade?langId=es_ES&tp=1001549&ctre=40000240,"Calle Princesa, nº 8 36002 Pontevedra - Pontevedra",Café bar,,,rosanaescobararanda1963@gmail.com,Donde comer,,mailto:rosanaescobararanda1963@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
TABULA RASA,https://www.turismo.gal/recurso/-/detalle/v-po-005941/tabula-rasa?langId=es_ES&tp=1001549&ctre=40000240,"R/ MARQUESA, 4 BX 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
TANGO ARGENTINO,https://www.turismo.gal/recurso/-/detalle/11730/tango-argentino?langId=es_ES&tp=24&ctre=142,"ALEMAÑA - MONTEPORREIRO, 4 36163 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 843 785,,Donde comer,"42º 26' 50.6"" N - 8º 37' 14.3"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
TAPERIA DÜKELA,https://www.turismo.gal/recurso/-/detalle/190315000162/taperia-du-kela?langId=es_ES&tp=1001549&ctre=40000240,"Calle Figueroa, nº 21 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
TAPERIA O CAMIÑO,https://www.turismo.gal/recurso/-/detalle/v-po-007976/taperia-o-camino?langId=es_ES&tp=1001549&ctre=40000240,"Calle Peregrina, nº 39-41 36003 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
TERRA,https://www.turismo.gal/recurso/-/detalle/231128000451/terra?langId=es_ES&tp=24&ctre=142,"Plaza Pedreira, nº 8 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,contabilidad@larino.com,Donde comer,,mailto:contabilidad@larino.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
THE BASSET BEER CLUB,https://www.turismo.gal/recurso/-/detalle/v-po-009859/the-basset-beer-club?langId=es_ES&tp=1001549&ctre=40000240,AV. DE SANTA MARIA Nº 4 36002 Pontevedra - Pontevedra,Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
TÍO BRAULIO,https://www.turismo.gal/recurso/-/detalle/15677/tio-braulio?langId=es_ES&tp=24&ctre=142,"Lg. O Pazo , nº 9 36164 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 861 015,,Donde comer,"42º 26' 36.6"" N - 8º 36' 31.6"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
TRASMALLO RESTAURANTE,https://www.turismo.gal/recurso/-/detalle/r-po-003209/trasmallo-restaurante?langId=es_ES&tp=24&ctre=142,"Calle Figueroa, nº 14 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 649 110 696,,Donde comer,"42º 27' 25.5"" N - 8º 38' 21.4"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,Estrellas Michelin: Seleccionado,,Pontevedra
TRES CORONAS,https://www.turismo.gal/recurso/-/detalle/240306000086/tres-coronas?langId=es_ES&tp=1001549&ctre=40000240,"MARIA VICTORIA MORENO, nº 55 36003 Pontevedra - Pontevedra",Café bar,,+34 680 172 455,trescoronaspontevedra@gmail.com,Donde comer,,mailto:trescoronaspontevedra@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
TRIANA,https://www.turismo.gal/recurso/-/detalle/210307000535/triana?langId=es_ES&tp=1001549&ctre=40000240,"Calle Da Estación, nº 1 36003 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
TRONCO,https://www.turismo.gal/recurso/-/detalle/170508000037/tronco?langId=es_ES&tp=1001549&ctre=40000240,"Avenida MATOS - URB. PONTEMUIÑOS, nº 4 36153 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
TROPICANA,https://www.turismo.gal/recurso/-/detalle/v-po-005628/tropicana?langId=es_ES&tp=1001549&ctre=40000240,"Calle Benito Corbal, nº 14 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
TURKISH KEBAB,https://www.turismo.gal/recurso/-/detalle/v-po-009679/turkish-kebab?langId=es_ES&tp=1001549&ctre=40000240,"Calle Real, nº 22 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
UFO CLUB,https://www.turismo.gal/recurso/-/detalle/v-po-009865/ufo-club?langId=es_ES&tp=1001549&ctre=40000240,R/ SAN NICOLAS S/N 36001 Pontevedra - Pontevedra,Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
UMAMI POKE,https://www.turismo.gal/recurso/-/detalle/190919000124/umami-poke?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sierra (Mercado de Abastos), nº 5 - Posto 37 - 39 C 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
UMAMI POKE RESTOBAR,https://www.turismo.gal/recurso/-/detalle/v-po-000862/umami-poke-restobar?langId=es_ES&tp=1001549&ctre=40000240,"Calle Valentín Escudero, nº 2 36002 Pontevedra - Pontevedra",Café bar,,,pokeumami@gmail.com,Donde comer,,mailto:pokeumami@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
V CAFE & COPAS,https://www.turismo.gal/recurso/-/detalle/230215000234/v-cafe-copas?langId=es_ES&tp=1001549&ctre=40000240,"Calle Licenciado Francisco de Paula, nº 6 36002 Pontevedra - Pontevedra",Café bar,,,yangomasa@gmail.com,Donde comer,,mailto:yangomasa@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
V JAZZ CAFE,https://www.turismo.gal/recurso/-/detalle/v-po-009058/v-jazz-cafe?langId=es_ES&tp=1001549&ctre=40000240,"Calle Licenciado F. Paula Cousiño, nº 26 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
VAGALUME CAFE BAR,https://www.turismo.gal/recurso/-/detalle/c-po-001118/vagalume-cafe-bar?langId=es_ES&tp=1001550&ctre=40000242,"Avenida María Victoria Moreno, nº 15 36003 Pontevedra - Pontevedra",Cafetería,,+34 642 112 846,VAGALUMECAFEBAR@GMAIL.COM,Donde comer,"42º 25' 28.4"" N - 8º 38' 28.4"" W",mailto:VAGALUMECAFEBAR@GMAIL.COM,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
VALERIAS PIZZERÍA,https://www.turismo.gal/recurso/-/detalle/250304000023/valerias-pizzeria?langId=es_ES&tp=24&ctre=142,"Calle Sarmiento, nº 9 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 663 085 191,roplatag@gmail.com,Donde comer,,mailto:roplatag@gmail.com,,,,,,,,,,,,,,,,,,,,Pontevedra
VELVET COCTEL BAR,https://www.turismo.gal/recurso/-/detalle/v-po-009224/velvet-coctel-bar?langId=es_ES&tp=1001549&ctre=40000240,"Plaza Das Rodas, nº 6 36630 Pontevedra - Pontevedra",Café bar,,,VELVET@COCTELBAR.COM,Donde comer,,mailto:VELVET@COCTELBAR.COM,,,,,Camino Portugués | Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,,Pontevedra
VENTÍN,https://www.turismo.gal/recurso/-/detalle/277308969/ventin?langId=es_ES&tp=24&ctre=142,"Avenida Avenida de Lugo, nº 107 36004 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 844 700,,Donde comer,"42º 26' 12.7"" N - 8º 37' 15.0"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
VIMBIA,https://www.turismo.gal/recurso/-/detalle/211130000289/vimbia?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sarmiento, nº 1 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
VINOTECA BAGOS,https://www.turismo.gal/recurso/-/detalle/v-po-009543/vinoteca-bagos?langId=es_ES&tp=1001549&ctre=40000240,"Calle Michelena, nº 20 36002 Pontevedra - Pontevedra",Café bar,,+34 986 852 460,bagossl@yahoo.es,Donde comer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
VIVA ZAPATA,https://www.turismo.gal/recurso/-/detalle/210305000417/viva-zapata?langId=es_ES&tp=1001549&ctre=40000240,"Calle Gonzalez Zuñiga, nº 7 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
XABIIOS,https://www.turismo.gal/recurso/-/detalle/v-po-008449/xabiios?langId=es_ES&tp=1001549&ctre=40000240,"Calle Poeta Añón, nº 2 36208 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
XEVE 1,https://www.turismo.gal/recurso/-/detalle/v-po-009298/xeve-1?langId=es_ES&tp=1001549&ctre=40000240,"R/ ECHEGARAY, 41 36150 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
ZOOM,https://www.turismo.gal/recurso/-/detalle/v-po-006088/zoom?langId=es_ES&tp=1001549&ctre=40000240,"Calle Arcebispo Malvar, nº 28 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
ZUCRE,https://www.turismo.gal/recurso/-/detalle/c-po-000903/zucre?langId=es_ES&tp=1001550&ctre=40000242,"Calle A Estrada , nº 25 36004 Pontevedra - Pontevedra",Cafetería,,,,Donde comer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
OFICINA DE TURISMO DE GALICIA EN PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/1880/oficina-de-turismo-de-galicia-en-pontevedra?langId=es_ES&tp=75&ctre=1000200,"Calle Marqués de Riestra, nº 30 36001 Pontevedra - Pontevedra",Xunta,,+34 886 151 555,oficina.turismo.pontevedra@xunta.gal,Donde informarse,,,,,,,,,,,,,,,,,,,,,,Pontevedra
OFICINA DE TURISMO DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/271264966/oficina-de-turismo-de-pontevedra?langId=es_ES&tp=75&ctre=160,"Plaza de España, esquina Avenida Montero Ríos, nº s/n 36001 Pontevedra - Pontevedra",Municipales,,+34 986 090 890,info@visit-pontevedra.com,Donde informarse,,,,,,,,,,,,,,,,,,,,,,Pontevedra
OFICINA DE TURISMO RÍAS BAIXAS,https://www.turismo.gal/recurso/-/detalle/36050/oficina-de-turismo-rias-baixas?langId=es_ES&tp=75&ctre=1000201,"Plaza Sta. María (Palacete dos Mendozas), nº s/n 36071 Pontevedra - Pontevedra",Punto de información,,+34 886 211 700,info.riasbaixas@depo.es,Donde informarse,,,,,,,,,,,,,,,,,,,,,,Pontevedra
APALAOOSA S.L.,https://www.turismo.gal/recurso/-/detalle/24252/apalaoosa-s.l.?langId=es_ES&tp=85&ctre=172,36158 Pontevedra - Pontevedra,Empresas de actividades deportivas,,+34 986 858 577,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
BASES KDM Y SENDEROS DE AGUA,https://www.turismo.gal/recurso/-/detalle/180620000447/bases-kdm-y-senderos-de-agua?langId=es_ES&tp=85&ctre=172,"Calle Gavián, s/n - Centro deportivo David Cal (Verducido) 36151 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
C.C. GALERÍAS OLIVA,https://www.turismo.gal/recurso/-/detalle/269798945/c.c.-galerias-oliva?langId=es_ES&tp=40&ctre=225,La Oliva 36202 Pontevedra - Pontevedra,Galería Comercial Urbana,,+34 986 850 352,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
C.C. VIALIA,https://www.turismo.gal/recurso/-/detalle/21274/c.c.-vialia?langId=es_ES&tp=40&ctre=226,"Avda de la Estación, nº s/n 36001 Pontevedra - Pontevedra",Centros comerciales,,+34 981 164 256,pontevedra@vialia.es,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CARREFOUR PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/21267/carrefour-pontevedra?langId=es_ES&tp=40&ctre=227,"Rúa de San Blas, s/n 36143 Pontevedra - Pontevedra",Hipermercados,,+34 986 869 300,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CENTRO COMERCIAL URBANO ZONA MONUMENTAL DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/269586805/centro-comercial-urbano-zona-monumental-de-pontevedra?langId=es_ES&tp=40&ctre=228,36602 Pontevedra - Pontevedra,Área Comercial Urbana,,+34 986 866 530,info@ccuzonamonumental.es,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CLUB NAUTICO RIA DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/24256/club-nautico-ria-de-pontevedra?langId=es_ES&tp=85&ctre=172,"Augusto Gónzalez Besada, nº 10 36001 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CLUB NAVAL DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/24257/club-naval-de-pontevedra?langId=es_ES&tp=85&ctre=172,"Avda. de Uruguay, nº s/n 36002 Pontevedra - Pontevedra",Empresas de actividades deportivas,,+34 986 861 022,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
