nombre,link,direccion,tipo,categoria,telefono,email,fuente,coordenadas,web,tipos_de_servicios,regímenes,habitaciones,plazas_totales_calculadas,situacion_caminos_de_santiago,alquiler,accesibilidad,horario_de_admisión:,servicios_convenciones,número_de_baños_o_aseos,nº_total_de_plazas_del_establecimiento,salones,tarjetas,servicios_enoturismo,más_información,distancia,soles_repsol,estrellas_michelin,situacion_visitas
DOLMEN DE CHAN DE ARMADA,https://www.turismo.gal/recurso/-/detalle/17295/dolmen-de-chan-de-armada?langId=es_ES&tp=11&ctre=66,Moaña - Pontevedra,Dolmen,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
DOLMEN DE LAS PIEDRAS,https://www.turismo.gal/recurso/-/detalle/17292/dolmen-de-las-piedras?langId=es_ES&tp=11&ctre=66,36890 Mondariz-Balneario - Pontevedra,Dolmen,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
DOS MORTOS,https://www.turismo.gal/recurso/-/detalle/268831521/dos-mortos?langId=es_ES&tp=3&ctre=15,36960 Sanxenxo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO ALBO,https://www.turismo.gal/recurso/-/detalle/26627/edificio-albo?langId=es_ES&tp=9&ctre=39,"Avenida Gran Vía, esquina a Urzaiz, nº 2 36203 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO BANCA VIÑAS-ARANDA,https://www.turismo.gal/recurso/-/detalle/26628/edificio-banca-vinas-aranda?langId=es_ES&tp=9&ctre=39,"Calle Reconquista, nº 9-11 36201 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO BONÍN,https://www.turismo.gal/recurso/-/detalle/26630/edificio-bonin?langId=es_ES&tp=9&ctre=39,"Calle Areal, esquina Oporto 2, nº 42 36201 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO COMERCIAL DE PRÍNCIPE,https://www.turismo.gal/recurso/-/detalle/26631/edificio-comercial-de-principe?langId=es_ES&tp=9&ctre=39,"Calle Príncipe, nº 5 36202 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO COMERCIAL PARA JOSÉ GONZÁLEZ,https://www.turismo.gal/recurso/-/detalle/26632/edificio-comercial-para-jose-gonzalez?langId=es_ES&tp=9&ctre=39,"Calle Marqués de Valadares, nº 23 36201 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO DA DEPUTACIÓN DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/26198/edificio-da-deputacion-de-pontevedra?langId=es_ES&tp=9&ctre=39,Avenida Montero Ríos 36001 Pontevedra - Pontevedra,Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO DA EQUITATIVA,https://www.turismo.gal/recurso/-/detalle/26633/edificio-da-equitativa?langId=es_ES&tp=9&ctre=39,"Calle Marqués de Valadares, nº 21 36201 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO DA ESCOLA DE ARTES E OFICIOS DE VIGO,https://www.turismo.gal/recurso/-/detalle/26634/edificio-da-escola-de-artes-e-oficios-de-vigo?langId=es_ES&tp=9&ctre=39,"Avenida García Barbón, nº 5 36201 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO DE PERITOS,https://www.turismo.gal/recurso/-/detalle/26635/edificio-de-peritos?langId=es_ES&tp=9&ctre=39,"Calle Conde de Torrecedeira, nº 86 36202 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO DO ALFOLÍ DE RENTA DE TABACOS,https://www.turismo.gal/recurso/-/detalle/25840/edificio-do-alfoli-de-renta-de-tabacos?langId=es_ES&tp=9&ctre=39,"San Lois, s/n 36640 Pontecesures - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO DO AYUNTAMIENTO DE PORRIÑO,https://www.turismo.gal/recurso/-/detalle/25771/edificio-do-ayuntamiento-de-porrino?langId=es_ES&tp=9&ctre=39,"Antonio Palacios, 1 36400 O Porriño - Pontevedra",Edificio singular,,+34 986 335 000,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO DO HOTEL MODERNO,https://www.turismo.gal/recurso/-/detalle/26636/edificio-do-hotel-moderno?langId=es_ES&tp=9&ctre=39,"Calle Policarpo Sanz, nº 1 36202 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO DO HOTEL UNIVERSAL,https://www.turismo.gal/recurso/-/detalle/26637/edificio-do-hotel-universal?langId=es_ES&tp=9&ctre=39,"Calle Cánovas del Castillo, nº 28 36202 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO GRAN GARAXE,https://www.turismo.gal/recurso/-/detalle/26201/edificio-gran-garaxe?langId=es_ES&tp=9&ctre=39,"Calle Benito Corbal, nº 8 36001 Pontevedra - Pontevedra",Edificio singular,,+34 986 852 425,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO JOSÉ MOURIÑO VILAS,https://www.turismo.gal/recurso/-/detalle/26638/edificio-jose-mourino-vilas?langId=es_ES&tp=9&ctre=39,"Calle Urzaiz, nº 5 36201 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO MIGUEL SEIJO SERODIO,https://www.turismo.gal/recurso/-/detalle/26639/edificio-miguel-seijo-serodio?langId=es_ES&tp=9&ctre=39,"Calle Tomás Alonso, nº 224 36208 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO NATALIO SANCHÓN,https://www.turismo.gal/recurso/-/detalle/26640/edificio-natalio-sanchon?langId=es_ES&tp=9&ctre=39,"Calle Policarpo Sanz, nº 22 36202 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO NÚÑEZ BERDIALES,https://www.turismo.gal/recurso/-/detalle/26641/edificio-nunez-berdiales?langId=es_ES&tp=9&ctre=39,"Calle Urzaiz, nº 42 36201 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO PARA FRANCISCO SOLLEIRO NEGRETE,https://www.turismo.gal/recurso/-/detalle/26642/edificio-para-francisco-solleiro-negrete?langId=es_ES&tp=9&ctre=39,"Calle Policarpo Sanz, nº 21 36202 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO PARA JESÚS CRESPO FILGUEIRA,https://www.turismo.gal/recurso/-/detalle/26643/edificio-para-jesus-crespo-filgueira?langId=es_ES&tp=9&ctre=39,"Calle Urzaiz, nº 48 36204 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO SARMIENTO,https://www.turismo.gal/recurso/-/detalle/20529/edificio-sarmiento?langId=es_ES&tp=9&ctre=37,"Calle Padre Sarmiento, nº 51 36002 Pontevedra - Pontevedra",Casa grande,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EDIFICIO SIMEÓN,https://www.turismo.gal/recurso/-/detalle/26644/edificio-simeon?langId=es_ES&tp=9&ctre=39,"Calle Porta do Sol, nº 6 36202 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EIRA DE HÓRREOS DE SOUTELO,https://www.turismo.gal/recurso/-/detalle/3850/eira-de-horreos-de-soutelo?langId=es_ES&tp=10&ctre=58,Rúa Real 36560 Forcarei - Pontevedra,Hórreo o conjunto singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EIRADO DO COSTAL,https://www.turismo.gal/recurso/-/detalle/278481270/eirado-do-costal?langId=es_ES&tp=10&ctre=63,36940 Cangas - Pontevedra,Conjunto singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EIRADO DO SINAL,https://www.turismo.gal/recurso/-/detalle/278481314/eirado-do-sinal?langId=es_ES&tp=10&ctre=63,36940 Cangas - Pontevedra,Conjunto singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ENSEADA DE SAN SIMÓN,https://www.turismo.gal/recurso/-/detalle/16802/enseada-de-san-simon?langId=es_ES&tp=1&ctre=9,Pontevedra,ZEC,Red natura 2000,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ENSEADA DE SAN SIMÓN,https://www.turismo.gal/recurso/-/detalle/190520000333/enseada-de-san-simon?langId=es_ES&tp=40003930&ctre=40000140,Vilaboa - Pontevedra,Naturaleza en el Camino,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ENSENADA DE MEIRA,https://www.turismo.gal/recurso/-/detalle/268642777/ensenada-de-meira?langId=es_ES&tp=3&ctre=15,Moaña - Pontevedra,Playa,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ENTRE OS RÍOS,https://www.turismo.gal/recurso/-/detalle/280381709/entre-os-rios?langId=es_ES&tp=4&ctre=16,36519 Lalín - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ERMIDA DA NOSA SEÑORA DA ASUNCIÓN,https://www.turismo.gal/recurso/-/detalle/5558/ermida-da-nosa-senora-da-asuncion?langId=es_ES&tp=8&ctre=31,36456 Salvaterra de Miño - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ERMIDA DA NOSA SEÑORA DE A LANZADA,https://www.turismo.gal/recurso/-/detalle/4577/ermida-da-nosa-senora-de-a-lanzada?langId=es_ES&tp=8&ctre=31,36990 Sanxenxo - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ERMIDA DE NOSA SEÑORA DA GUÍA,https://www.turismo.gal/recurso/-/detalle/10814/ermida-de-nosa-senora-da-guia?langId=es_ES&tp=8&ctre=31,"Avenida Dona Fermina, nº 48 36207 Vigo - Pontevedra",Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ERMIDA DE NOSA SEÑORA DA PENEDA,https://www.turismo.gal/recurso/-/detalle/5829/ermida-de-nosa-senora-da-peneda?langId=es_ES&tp=8&ctre=31,36810 Redondela - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ERMIDA DE SAN ANTONIÑO DE PENALBA,https://www.turismo.gal/recurso/-/detalle/190409000140/ermida-de-san-antonino-de-penalba?langId=es_ES&tp=8&ctre=31,36110 Campo Lameiro - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ERMIDA DE SAN BARTOLOMEU,https://www.turismo.gal/recurso/-/detalle/5567/ermida-de-san-bartolomeu?langId=es_ES&tp=8&ctre=31,36448 As Neves - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ERMIDA DE SAN ROQUE,https://www.turismo.gal/recurso/-/detalle/191003000035/ermida-de-san-roque?langId=es_ES&tp=8&ctre=31,36874 Mondariz - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ERMIDA DE SAN ROQUE DE CARRIL,https://www.turismo.gal/recurso/-/detalle/5085/ermida-de-san-roque-de-carril?langId=es_ES&tp=8&ctre=31,36610 Vilagarcía de Arousa - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ERMIDA DE SAN XIAO,https://www.turismo.gal/recurso/-/detalle/10862/ermida-de-san-xiao?langId=es_ES&tp=8&ctre=31,36713 Tui - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ESCOLA NAVAL MILITAR,https://www.turismo.gal/recurso/-/detalle/7380/escola-naval-militar?langId=es_ES&tp=9&ctre=39,Plaza de España 36900 Marín - Pontevedra,Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ESMOLEIRO DE LA VIRGEN DE LOS REMEDIOS,https://www.turismo.gal/recurso/-/detalle/17879/esmoleiro-de-la-virgen-de-los-remedios?langId=es_ES&tp=10&ctre=56,36828 Ponte Caldelas - Pontevedra,Peto de ánimas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ESPEDRIGADA,https://www.turismo.gal/recurso/-/detalle/268707132/espedrigada?langId=es_ES&tp=3&ctre=15,Vigo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ESPICHO DO FARO,https://www.turismo.gal/recurso/-/detalle/280381592/espicho-do-faro?langId=es_ES&tp=4&ctre=16,36471 Salceda de Caselas - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ESPICHO DO FARO,https://www.turismo.gal/recurso/-/detalle/280381593/espicho-do-faro?langId=es_ES&tp=4&ctre=17,Salceda de Caselas - Pontevedra,Mirador,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ESPIGÓN NORTE,https://www.turismo.gal/recurso/-/detalle/181130000339/espigon-norte?langId=es_ES&tp=9&ctre=39,Paseo Marítimo 36780 A Guarda - Pontevedra,Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ESPIÑEIRA (A LANZADA),https://www.turismo.gal/recurso/-/detalle/11362/espineira-a-lanzada-?langId=es_ES&tp=3&ctre=15,36990 Sanxenxo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ESPIÑEIRO,https://www.turismo.gal/recurso/-/detalle/267867101/espineiro?langId=es_ES&tp=3&ctre=15,A Illa de Arousa - Pontevedra,Playa,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ESPIÑO,https://www.turismo.gal/recurso/-/detalle/9723/espino?langId=es_ES&tp=3&ctre=15,36988 O Grove - Pontevedra,Playa,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ESTACIÓN RUPESTRE AUGA DA LAXE,https://www.turismo.gal/recurso/-/detalle/25831/estacion-rupestre-auga-da-laxe?langId=es_ES&tp=11&ctre=66,36316 Gondomar - Pontevedra,Dolmen,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ESTACIÓN RUPESTRE OS CAMPOS,https://www.turismo.gal/recurso/-/detalle/20632/estacion-rupestre-os-campos?langId=es_ES&tp=11&ctre=67,36309 Baiona - Pontevedra,Petroglifo,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ESTEIRO DO MIÑO,https://www.turismo.gal/recurso/-/detalle/32109/esteiro-do-mino?langId=es_ES&tp=1&ctre=6,Pontevedra,Zona especial protección de aves (ZEPA),,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
ESTREPEIROS,https://www.turismo.gal/recurso/-/detalle/268782881/estrepeiros?langId=es_ES&tp=3&ctre=15,36945 Cangas - Pontevedra,Playa,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
EX-COLEXIATA DE SANTA MARÍA,https://www.turismo.gal/recurso/-/detalle/4589/ex-colexiata-de-santa-maria?langId=es_ES&tp=8&ctre=31,"Plaza Santa Liberata, nº 1 36300 Baiona - Pontevedra",Iglesia,,+34 986 355 003,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FARO DE CABO HOME,https://www.turismo.gal/recurso/-/detalle/36814/faro-de-cabo-home?langId=es_ES&tp=9&ctre=44,36940 Cangas - Pontevedra,Faro,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FARO DE PUNTA ROBALEIRA,https://www.turismo.gal/recurso/-/detalle/36816/faro-de-punta-robaleira?langId=es_ES&tp=9&ctre=44,36945 Cangas - Pontevedra,Faro,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FARO DE PUNTA SUBRIDO,https://www.turismo.gal/recurso/-/detalle/36815/faro-de-punta-subrido?langId=es_ES&tp=9&ctre=44,36940 Cangas - Pontevedra,Faro,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FARO DO PEITO OU MONTEAGUDO,https://www.turismo.gal/recurso/-/detalle/36809/faro-do-peito-ou-monteagudo?langId=es_ES&tp=9&ctre=44,Lugar Illa de Monteagudo o Illa Norte - Illas Cíes 36211 Vigo - Pontevedra,Faro,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FARO DO PRÍNCIPE OU DA PORTA,https://www.turismo.gal/recurso/-/detalle/278620437/faro-do-principe-ou-da-porta?langId=es_ES&tp=9&ctre=44,Lugar Illa do Medio ou do Faro - Illas Cíes 36211 Vigo - Pontevedra,Faro,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FARO SILLEIRO,https://www.turismo.gal/recurso/-/detalle/19753/faro-silleiro?langId=es_ES&tp=9&ctre=44,36309 Baiona - Pontevedra,Faro,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FARRUCO,https://www.turismo.gal/recurso/-/detalle/9722/farruco?langId=es_ES&tp=3&ctre=15,36988 O Grove - Pontevedra,Playa,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FEDORENTO,https://www.turismo.gal/recurso/-/detalle/267683413/fedorento?langId=es_ES&tp=3&ctre=15,A Guarda - Pontevedra,Playa,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA A FEIXA,https://www.turismo.gal/recurso/-/detalle/210923000278/fervenza-a-feixa?langId=es_ES&tp=40004330,A Lama - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
"FERVENZA DA AIROA, EIROA OU DO VALDOHOME",https://www.turismo.gal/recurso/-/detalle/210927000309/fervenza-da-airoa-eiroa-ou-do-valdohome?langId=es_ES&tp=40004330,Fornelos de Montes - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DA CEÑA,https://www.turismo.gal/recurso/-/detalle/210923000279/fervenza-da-cena?langId=es_ES&tp=40004330,As Neves - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DA FIRGA,https://www.turismo.gal/recurso/-/detalle/210923000284/fervenza-da-firga?langId=es_ES&tp=40004330,A Estrada - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DA FÍRVEDA,https://www.turismo.gal/recurso/-/detalle/210928000315/fervenza-da-firveda?langId=es_ES&tp=40004330,A Lama - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DA FONTENOVA,https://www.turismo.gal/recurso/-/detalle/210924000293/fervenza-da-fontenova?langId=es_ES&tp=40004330,Cerdedo-Cotobade - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DA GALOMEIRA,https://www.turismo.gal/recurso/-/detalle/210929000331/fervenza-da-galomeira?langId=es_ES&tp=40004330,O Porriño - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DA GRAÑA,https://www.turismo.gal/recurso/-/detalle/211122000187/fervenza-da-grana?langId=es_ES&tp=40004330,Forcarei - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DA GRAÑA (COVELO),https://www.turismo.gal/recurso/-/detalle/210924000298/fervenza-da-grana-covelo-?langId=es_ES&tp=40004330,Covelo - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DA LAXE DO AVÓ,https://www.turismo.gal/recurso/-/detalle/210924000300/fervenza-da-laxe-do-avo?langId=es_ES&tp=40004330,Arbo - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
"FERVENZA DAS CALDAS, DE LOURIDO OU DE CASTELÁNS",https://www.turismo.gal/recurso/-/detalle/210927000307/fervenza-das-caldas-de-lourido-ou-de-castelans?langId=es_ES&tp=40004330,Covelo - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DAS CAMPAÍÑAS,https://www.turismo.gal/recurso/-/detalle/211015000147/fervenza-das-campainas?langId=es_ES&tp=40004330,Cuntis - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DAS PENIZAS,https://www.turismo.gal/recurso/-/detalle/220506000114/fervenza-das-penizas?langId=es_ES&tp=40004330,Cerdedo-Cotobade - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE ARCOS,https://www.turismo.gal/recurso/-/detalle/211210000046/fervenza-de-arcos?langId=es_ES&tp=40004330,Meis - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE BOUZAFRÍA,https://www.turismo.gal/recurso/-/detalle/210927000310/fervenza-de-bouzafria?langId=es_ES&tp=40004330,Vigo - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE CALLOBRE,https://www.turismo.gal/recurso/-/detalle/210823000445/fervenza-de-callobre?langId=es_ES&tp=40004330,A Estrada - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE CHENLO,https://www.turismo.gal/recurso/-/detalle/211210000048/fervenza-de-chenlo?langId=es_ES&tp=40004330,O Porriño - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE COIRO,https://www.turismo.gal/recurso/-/detalle/210927000314/fervenza-de-coiro?langId=es_ES&tp=40004330,Cangas - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE FÉRVEDA,https://www.turismo.gal/recurso/-/detalle/210818000413/fervenza-de-ferveda?langId=es_ES&tp=40004330,Silleda - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE HÉRVEDO,https://www.turismo.gal/recurso/-/detalle/211118000151/fervenza-de-hervedo?langId=es_ES&tp=40004330,Cuntis - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE INSUELA,https://www.turismo.gal/recurso/-/detalle/210928000318/fervenza-de-insuela?langId=es_ES&tp=40004330,A Estrada - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE MACEIRA,https://www.turismo.gal/recurso/-/detalle/211210000049/fervenza-de-maceira?langId=es_ES&tp=40004330,Covelo - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE MEAVÍA,https://www.turismo.gal/recurso/-/detalle/210928000319/fervenza-de-meavia?langId=es_ES&tp=40004330,Forcarei - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE MIÑÁN-SILVESTRE,https://www.turismo.gal/recurso/-/detalle/210928000320/fervenza-de-minan-silvestre?langId=es_ES&tp=40004330,Marín - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE MONTE PORREIRO,https://www.turismo.gal/recurso/-/detalle/230118000094/fervenza-de-monte-porreiro?langId=es_ES&tp=40004330,Pontevedra - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE PARRELOS,https://www.turismo.gal/recurso/-/detalle/210818000415/fervenza-de-parrelos?langId=es_ES&tp=40004330,Covelo - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE PONTE PARDELLAS,https://www.turismo.gal/recurso/-/detalle/211210000051/fervenza-de-ponte-pardellas?langId=es_ES&tp=40004330,Covelo - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE PONTE PIÑEIRO,https://www.turismo.gal/recurso/-/detalle/211111000096/fervenza-de-ponte-pineiro?langId=es_ES&tp=40004330,Covelo - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE PORTO MARCELÍN,https://www.turismo.gal/recurso/-/detalle/210928000321/fervenza-de-porto-marcelin?langId=es_ES&tp=40004330,Agolada - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE QUINTAS,https://www.turismo.gal/recurso/-/detalle/211213000069/fervenza-de-quintas?langId=es_ES&tp=40004330,A Estrada - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
"FERVENZA DE RACHÓN, RAÑÓN, DE SAN PAIO OU DO RÍO ALVEDOSA",https://www.turismo.gal/recurso/-/detalle/210928000324/fervenza-de-rachon-ranon-de-san-paio-ou-do-rio-alvedosa?langId=es_ES&tp=40004330,Redondela - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE REBOREDA OU DA FREIXA,https://www.turismo.gal/recurso/-/detalle/210818000416/fervenza-de-reboreda-ou-da-freixa?langId=es_ES&tp=40004330,Redondela - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE SANTA MARIÑA OU DE GRABA,https://www.turismo.gal/recurso/-/detalle/211110000085/fervenza-de-santa-marina-ou-de-graba?langId=es_ES&tp=40004330,Silleda - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE SEGADE,https://www.turismo.gal/recurso/-/detalle/210819000427/fervenza-de-segade?langId=es_ES&tp=40004330,Caldas de Reis - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE TOIRIZ,https://www.turismo.gal/recurso/-/detalle/211111000097/fervenza-de-toiriz?langId=es_ES&tp=40004330,Vila de Cruces - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE VILARIÑO,https://www.turismo.gal/recurso/-/detalle/211111000099/fervenza-de-vilarino?langId=es_ES&tp=40004330,Agolada - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DE ZAMÁNS,https://www.turismo.gal/recurso/-/detalle/211126000238/fervenza-de-zamans?langId=es_ES&tp=40004330,Vigo - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DO BAROSA,https://www.turismo.gal/recurso/-/detalle/210818000418/fervenza-do-barosa?langId=es_ES&tp=40004330,Barro - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DO CASTRO,https://www.turismo.gal/recurso/-/detalle/211116000128/fervenza-do-castro?langId=es_ES&tp=40004330,Cerdedo-Cotobade - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DO REGO DA MIÑOTEIRA,https://www.turismo.gal/recurso/-/detalle/211112000100/fervenza-do-rego-da-minoteira?langId=es_ES&tp=40004330,O Porriño - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DO REGO DA REGA OU FERVENZA DAS FREIXAS,https://www.turismo.gal/recurso/-/detalle/211213000062/fervenza-do-rego-da-rega-ou-fervenza-das-freixas?langId=es_ES&tp=40004330,A Estrada - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DO REGO DAS LACEIRAS,https://www.turismo.gal/recurso/-/detalle/210924000302/fervenza-do-rego-das-laceiras?langId=es_ES&tp=40004330,Cerdedo-Cotobade - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
