nombre,link,direccion,tipo,categoria,telefono,email,web
ENTREMIGAS,https://www.turismo.gal/recurso/-/detalle/200304000060/entremigas?langId=es_ES&tp=1001549&ctre=40000240,"Calle Antón Fraguas, nº 13 36002 Pontevedra - Pontevedra",Café bar,,+34 986 106 489,entremigaspo@gmail.com,
ERO,https://www.turismo.gal/recurso/-/detalle/v-po-002330/ero?langId=es_ES&tp=1001549&ctre=40000240,R/LOUREIRO CRESPO 19 PONTEVEDRA 0 Pontevedra - Pontevedra,Café bar,,,,
EROSKI BIDAIAK SA,https://www.turismo.gal/recurso/-/detalle/210211000042/eroski-bidaiak-sa?langId=es_ES&tp=73&ctre=153,"Rosalía de Castro, nº 1 36001 Pontevedra - Pontevedra",Agencia de viajes,,+34 986 075 680,v2697@viajeseroski.es,
ES LO QUE HAY,https://www.turismo.gal/recurso/-/detalle/v-po-008572/es-lo-que-hay?langId=es_ES&tp=1001549&ctre=40000240,"Calle As Pontes - Bora, nº 10 36154 Pontevedra - Pontevedra",Café bar,,,,
ESCUELA DE PIRAGÜISMO CIUDAD DE PONTEVE.,https://www.turismo.gal/recurso/-/detalle/24259/escuela-de-piragu-ismo-ciudad-de-ponteve.?langId=es_ES&tp=85&ctre=172,"C/ Peregrina, 49 - 4ºC 36001 Pontevedra - Pontevedra",Empresas de actividades deportivas,,+34 986 844 015,,
ESQUINA 2,https://www.turismo.gal/recurso/-/detalle/210422001407/esquina-2?langId=es_ES&tp=1001549&ctre=40000240,"Plaza Cítara, nº 1 36004 Pontevedra - Pontevedra",Café bar,,,,
ESTACION LATINA,https://www.turismo.gal/recurso/-/detalle/c-po-000469/estacion-latina?langId=es_ES&tp=1001550&ctre=40000242,"Calle Cruz Gallastegui, nº 10 36001 Pontevedra - Pontevedra",Cafetería,,,,
ESTILO,https://www.turismo.gal/recurso/-/detalle/v-po-007120/estilo?langId=es_ES&tp=1001549&ctre=40000240,"C/ PEREGRINA, 47 0 Pontevedra - Pontevedra",Café bar,,,,
ESTILOARAMAR,https://www.turismo.gal/recurso/-/detalle/280376657/estiloaramar?langId=es_ES&tp=55&ctre=1000141,"Calle Antón Fraguas, nº 5 36001 Pontevedra - Pontevedra",Talleres artesanales,,+34 986 854 588,aramarvi@gmail.com,
ESTRELA DO PORTO,https://www.turismo.gal/recurso/-/detalle/38402/estrela-do-porto?langId=es_ES&tp=24&ctre=142,"Avda de Marín, 27 bajo Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 886 214 202,,
EXPOMOBIL - FEIRA DE COCHES,https://www.turismo.gal/recurso/-/detalle/35186/expomobil-feira-de-coches?langId=es_ES&tp=49&ctre=281,Alexandre Bóveda 36005 Pontevedra - Pontevedra,Feria especializada,,,,
EXPOMOBIL - FEIRA DE COCHES USADOS,https://www.turismo.gal/recurso/-/detalle/36221/expomobil-feira-de-coches-usados?langId=es_ES&tp=49&ctre=281,Alex. Bóveda - Pazo da Cultura 36005 Pontevedra - Pontevedra,Feria especializada,,,,
FACULTAD DE CIENCIAS SOCIALES,https://www.turismo.gal/recurso/-/detalle/210310000978/facultad-de-ciencias-sociales?langId=es_ES&tp=1001549&ctre=40000240,Campus Universitario da Xunqueira 36005 Pontevedra - Pontevedra,Café bar,,,,
FARIÑA,https://www.turismo.gal/recurso/-/detalle/210305000415/farina?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Marqués de Valterra, nº 107 36916 Pontevedra - Pontevedra",Café bar,,,,
FASTER MEALS,https://www.turismo.gal/recurso/-/detalle/c-po-000933/faster-meals?langId=es_ES&tp=1001550&ctre=40000242,"COBIÁN ROFFIGNAC, 26 0 Pontevedra - Pontevedra",Cafetería,,,,
FEIJOADA & PICANHA,https://www.turismo.gal/recurso/-/detalle/210320001847/feijoada-picanha?langId=es_ES&tp=1001549&ctre=40000240,"Calle Nova de Arriba, nº 11 36002 Pontevedra - Pontevedra",Café bar,,+34 986 061 558,,
FEIRA DAS CABAZAS,https://www.turismo.gal/recurso/-/detalle/35170/feira-das-cabazas?langId=es_ES&tp=49&ctre=281,Curros Enríquez 36002 Pontevedra - Pontevedra,Feria especializada,,,,
FEIRA DO MEL,https://www.turismo.gal/recurso/-/detalle/35171/feira-do-mel?langId=es_ES&tp=49&ctre=281,Praza da Verdura 36005 Pontevedra - Pontevedra,Feria especializada,,,,
FEIRA FRANCA,https://www.turismo.gal/recurso/-/detalle/35177/feira-franca?langId=es_ES&tp=49&ctre=284,36001 Pontevedra - Pontevedra,Mercado singular,,,,
FEIRA FRANCA,https://www.turismo.gal/recurso/-/detalle/fi-po-000033/feira-franca?langId=es_ES&tp=97&ctre=261,Pontevedra - Pontevedra,Fiestas de Galicia de interés turístico,,,,https://feirafranca.pontevedra.gal/
FEIRA VELLA,https://www.turismo.gal/recurso/-/detalle/v-po-002860/feira-vella?langId=es_ES&tp=1001549&ctre=40000240,"PRAZA INDALACIO ARMESTO, 12 36002 Pontevedra - Pontevedra",Café bar,,,deliapazale@gmail.com,
FEITIZO MEDITERRANEO,https://www.turismo.gal/recurso/-/detalle/c-po-001075/feitizo-mediterraneo?langId=es_ES&tp=1001550&ctre=40000242,"Calle Padre Luis Maria Fernandez, nº 5 36005 Pontevedra - Pontevedra",Cafetería,,+34 986 106 906,mediterraneo.po@gmail.com,
FEROZ,https://www.turismo.gal/recurso/-/detalle/c-po-000235/feroz?langId=es_ES&tp=1001550&ctre=40000242,"Calle Estación, nº sn 36003 Pontevedra - Pontevedra",Cafetería,,,,
FERVENZA DE MONTE PORREIRO,https://www.turismo.gal/recurso/-/detalle/230118000094/fervenza-de-monte-porreiro?langId=es_ES&tp=40004330,Pontevedra - Pontevedra,Cascadas,,,,
FESTA DO CALDO GALEGO DE MOURENTE,https://www.turismo.gal/recurso/-/detalle/180528000490/festa-do-caldo-galego-de-mourente?langId=es_ES&tp=97&ctre=261,Pontevedra - Pontevedra,Fiestas de Galicia de interés turístico,,,,http://www.festadocaldogalego.com/
FESTAS DE SAN BENITIÑO DE LÉREZ,https://www.turismo.gal/recurso/-/detalle/fi-po-000009/festas-de-san-benitino-de-lerez?langId=es_ES&tp=97&ctre=261,Pontevedra - Pontevedra,Fiestas de Galicia de interés turístico,,,,
FIFTY PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/v-po-007240/fifty-pontevedra?langId=es_ES&tp=1001549&ctre=40000240,"Calle Don Gonzalo, nº 4 36002 Pontevedra - Pontevedra",Café bar,,,FIFTYCLUBPONTEVEDRA@GMAIL.COM,
FILAMENTO,https://www.turismo.gal/recurso/-/detalle/191212000161/filamento?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sierra (Mercado de Abastos), nº 5 - Posto 36 C - 38C 36002 Pontevedra - Pontevedra",Café bar,,,,
FLIS O ROXO,https://www.turismo.gal/recurso/-/detalle/v-po-004026/flis-o-roxo?langId=es_ES&tp=1001549&ctre=40000240,"Praza da Igrexa, nº 9 36910 Pontevedra - Pontevedra",Café bar,,,marygonzalo@hotmail.com,
FLORIDA,https://www.turismo.gal/recurso/-/detalle/38022/florida?langId=es_ES&tp=67&ctre=135,"R/ GARCÍA CAMBA, 11 36001 Pontevedra - Pontevedra",Pensión,1 estrella,+34 986 851 979,,
FONTE DA FERRERÍA,https://www.turismo.gal/recurso/-/detalle/17556/fonte-da-ferreria?langId=es_ES&tp=10&ctre=54,Plaza da Ferrería 36002 Pontevedra - Pontevedra,Fuente,pozo,,,
FORUM,https://www.turismo.gal/recurso/-/detalle/v-po-006847/forum?langId=es_ES&tp=1001549&ctre=40000240,"PONTE, 5 1 Pontevedra - Pontevedra",Café bar,,,,
FROSTY BUBLLE,https://www.turismo.gal/recurso/-/detalle/210305000370/frosty-bublle?langId=es_ES&tp=1001549&ctre=40000240,"Rúa Lepanto, nº 11 36002 Pontevedra - Pontevedra",Café bar,,,,
FU LI,https://www.turismo.gal/recurso/-/detalle/38189/fu-li?langId=es_ES&tp=24&ctre=142,"Calle Do Bardo, nº 3 36003 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 108 686,,
GALICIA 2000,https://www.turismo.gal/recurso/-/detalle/v-po-001164/galicia-2000?langId=es_ES&tp=1001549&ctre=40000240,"Calle Fondevila, nº 7 36002 Pontevedra - Pontevedra",Café bar,,,,
GALICIA PALACE,https://www.turismo.gal/recurso/-/detalle/88/galicia-palace?langId=es_ES&tp=22&ctre=129,"Avenida de Vigo , nº 3 36003 Pontevedra - Pontevedra",Hotel,4 Estrellas,+34 986 864 411,reservas@galiciapalace.com,http://www.galiciapalace.com/
GALITRAVEL,https://www.turismo.gal/recurso/-/detalle/230412000150/galitravel?langId=es_ES&tp=73&ctre=153,"Gutiérrez Mellado, nº 12 36001 Pontevedra - Pontevedra",Agencia de viajes,,,viajesgalitravel@gmail.com,
GALIWONDERS,https://www.turismo.gal/recurso/-/detalle/230705000055/galiwonders?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,info@galiwonders.com,
GBC HOSTEL,https://www.turismo.gal/recurso/-/detalle/200630000521/gbc-hostel?langId=es_ES&tp=1000100&ctre=1000120,"Calle do Gorgullón, nº 72 36003 Pontevedra - Pontevedra",Albergue Turístico,,,,
GERARDO,https://www.turismo.gal/recurso/-/detalle/v-po-008946/gerardo?langId=es_ES&tp=1001549&ctre=40000240,"RUA SANTIÑA, 38 5 Pontevedra - Pontevedra",Café bar,,,,
GLOTON,https://www.turismo.gal/recurso/-/detalle/v-po-007865/gloton?langId=es_ES&tp=1001549&ctre=40000240,"Calle Eduardo Pondal, nº 34 36003 Pontevedra - Pontevedra",Café bar,,,,
GOOD NIGHT,https://www.turismo.gal/recurso/-/detalle/v-po-001697/good-night?langId=es_ES&tp=1001549&ctre=40000240,R/MARQUES DE VALTERRA 2 PONTEVEDRA 0 Pontevedra - Pontevedra,Café bar,,,,
GORLOMI PIZZA,https://www.turismo.gal/recurso/-/detalle/v-po-007795/gorlomi-pizza?langId=es_ES&tp=1001549&ctre=40000240,"Calle José Malvar Figueroa, nº 45 36002 Pontevedra - Pontevedra",Café bar,,,miguelsalgadoperez@gmail.com,
GOURMET ISTAMBUL,https://www.turismo.gal/recurso/-/detalle/220504000046/gourmet-istambul?langId=es_ES&tp=1001550&ctre=40000242,"Avenida Eduardo Pondal, nº 82 36004 Pontevedra - Pontevedra",Cafetería,,+34 986 037 891,,
GRANXA DO COSTADO,https://www.turismo.gal/recurso/-/detalle/v-po-009277/granxa-do-costado?langId=es_ES&tp=1001549&ctre=40000240,"R/ DO COSTADO, 19 162 Pontevedra - Pontevedra",Café bar,,,,
GREEN CAFE BAR,https://www.turismo.gal/recurso/-/detalle/v-po-006239/green-cafe-bar?langId=es_ES&tp=1001549&ctre=40000240,"Calle César Boente, nº 8 36004 Pontevedra - Pontevedra",Café bar,,,,
GROUS,https://www.turismo.gal/recurso/-/detalle/v-po-007437/grous?langId=es_ES&tp=1001549&ctre=40000240,"C/ARCO, 10 2 Pontevedra - Pontevedra",Café bar,,,cafegrous@gmail.com,
"GRUTA, LA",https://www.turismo.gal/recurso/-/detalle/r-po-002452/gruta-la?langId=es_ES&tp=24&ctre=142,"LG. IGREXA, S/N SANTA MARÍA DE XEVE 36151 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,
GUÍAS GALAICOS,https://www.turismo.gal/recurso/-/detalle/230803000066/guias-galaicos?langId=es_ES&tp=85&ctre=172,"O Vilar, nº 1 36690 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,,
GUMER,https://www.turismo.gal/recurso/-/detalle/273956516/gumer?langId=es_ES&tp=24&ctre=142,"Calle Xeneral Martitegu7i, nº 4 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 886 214 650,,https://gumer.es/
HAMA BAR,https://www.turismo.gal/recurso/-/detalle/v-po-000806/hama-bar?langId=es_ES&tp=1001549&ctre=40000240,"Calle La Palma, nº 3 36002 Pontevedra - Pontevedra",Café bar,,,LUISEVO9@GMAIL.COM,
HANGAR 218,https://www.turismo.gal/recurso/-/detalle/c-po-000834/hangar-218?langId=es_ES&tp=1001550&ctre=40000242,"Calle Virxe do Camiño, nº 7 36001 Pontevedra - Pontevedra",Cafetería,,+34 629 814 859,muniz.charo@gmail.com,
HC2,https://www.turismo.gal/recurso/-/detalle/c-po-001158/hc2?langId=es_ES&tp=1001550&ctre=40000242,"Calle Da Abundancia, nº 4 36004 Pontevedra - Pontevedra",Cafetería,,,,
HERLOGÓN,https://www.turismo.gal/recurso/-/detalle/v-po-004065/herlogon?langId=es_ES&tp=1001549&ctre=40000240,"Calle O Corgo, nº 5 36980 Pontevedra - Pontevedra",Café bar,,,ogrovecentola@hotmail.com,
HERMIDA,https://www.turismo.gal/recurso/-/detalle/v-po-005710/hermida?langId=es_ES&tp=1001549&ctre=40000240,"LG. A HERMIDA, 6 - MARCÓN 36154 Pontevedra - Pontevedra",Café bar,,,,
HI COFFEE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/241209000078/hi-coffee-pontevedra?langId=es_ES&tp=1001549&ctre=40000240,"Calle Michelena, nº 9 36002 Pontevedra - Pontevedra",Café bar,,+34 651 821 570,javier.romero@iurbanfood.com,
HIPOPOTAMUS,https://www.turismo.gal/recurso/-/detalle/v-po-005315/hipopotamus?langId=es_ES&tp=1001549&ctre=40000240,"Plaza Bardelos , nº 2 36002 Pontevedra - Pontevedra",Café bar,,,,
HOSPITAL MONTECELO PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/280379693/hospital-montecelo-pontevedra-?langId=es_ES&tp=24&ctre=142,"Avenida Montecelo, nº s/n 36071 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,
HOSPITAL PROVINCIAL,https://www.turismo.gal/recurso/-/detalle/15675/hospital-provincial?langId=es_ES&tp=24&ctre=142,Loureiro Crespo nº2 36001 Pontevedra - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 860 342,,
HOSTAL ACOLÁ ROOMS,https://www.turismo.gal/recurso/-/detalle/200717000371/hostal-acola-rooms?langId=es_ES&tp=67&ctre=135,"Calle Ferreiros, nº 22 36002 Pontevedra - Pontevedra",Pensión,2 estrellas,,albergue@acolahostel.com,https://acolahostel.com/
HOSTEL ACOLÁ,https://www.turismo.gal/recurso/-/detalle/180615000321/hostel-acola?langId=es_ES&tp=1000100&ctre=1000120,"Calle ARZOBISPO MALVAR, nº 15 36002 Pontevedra - Pontevedra",Albergue Turístico,,+34 678 680 758,albergue@acolahostel.com,https://acolahostel.com/
HOSTEL ACOLÁ SPORT,https://www.turismo.gal/recurso/-/detalle/190423000320/hostel-acola-sport?langId=es_ES&tp=1000100&ctre=1000120,"Calle Arcebispo Malvar, nº 11 36002 Pontevedra - Pontevedra",Albergue Turístico,,+34 678 680 758,albergue@acolahostel.com,http://www.acolahostel.com/
HOSTEL ALBERGUE O MESON PONTESAMPAIO,https://www.turismo.gal/recurso/-/detalle/190426000372/hostel-albergue-o-meson-pontesampaio?langId=es_ES&tp=1000100&ctre=1000120,"Lugar Mesón, nº 12 36690 Pontevedra - Pontevedra",Albergue Turístico,,+34 986 670 165,hostelalberguepontesampaio@gmail.com,http://hostelalberguepontesampaio.com/
HOSTEL CHARINO,https://www.turismo.gal/recurso/-/detalle/220707000178/hostel-charino?langId=es_ES&tp=1000100&ctre=1000120,"Calle Paio Gómez Charino, nº 19 36002 Pontevedra - Pontevedra",Albergue Turístico,,,reservas@hostelcharino.com,https://www.hostelcharino.com/
HOTEL ALDA CENTRO PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/2499/hotel-alda-centro-pontevedra?langId=es_ES&tp=22&ctre=129,"Avenida González Besada, nº 3 36001 Pontevedra - Pontevedra",Hotel,1 Estrella,+34 986 851 217,info@hcomercio.com,http://www.hotelcomerciopontevedra.com/
HUNTER SMASH,https://www.turismo.gal/recurso/-/detalle/220304000059/hunter-smash?langId=es_ES&tp=1001549&ctre=40000240,"Calle Princesa, nº 11 36002 Pontevedra - Pontevedra",Café bar,,,fiscal@asesoriambm.es,
ICEWOLF,https://www.turismo.gal/recurso/-/detalle/v-po-008818/icewolf?langId=es_ES&tp=1001549&ctre=40000240,"Calle Rúa Dona Tareixa, nº 4 36002 Pontevedra - Pontevedra",Café bar,,,icewolfpontevedra@gmail.com,http://www.icewolf.es/
IGLEME,https://www.turismo.gal/recurso/-/detalle/c-po-001061/igleme?langId=es_ES&tp=1001550&ctre=40000242,"Calle Rúa Alameda, nº 4 36002 Pontevedra - Pontevedra",Cafetería,,+34 659 091 547,,
IGREXA DE SAN BARTOLOMÉ,https://www.turismo.gal/recurso/-/detalle/3274/igrexa-de-san-bartolome?langId=es_ES&tp=8&ctre=31,"Calle Padre Sarmiento, nº s/n 36002 Pontevedra - Pontevedra",Iglesia,,,,
IGREXA DE SANTA CLARA,https://www.turismo.gal/recurso/-/detalle/26226/igrexa-de-santa-clara?langId=es_ES&tp=8&ctre=31,"Santa Clara, nº s/n 36002 Pontevedra - Pontevedra",Iglesia,,,,
IGREXA DE SANTA MARÍA DE ALBA,https://www.turismo.gal/recurso/-/detalle/3694/igrexa-de-santa-maria-de-alba?langId=es_ES&tp=8&ctre=31,36157 Pontevedra - Pontevedra,Iglesia,,+34 986 870 443,,
IGREXA DE SANTA MARÍA DE PONTE SAMPAIO,https://www.turismo.gal/recurso/-/detalle/4634/igrexa-de-santa-maria-de-ponte-sampaio?langId=es_ES&tp=8&ctre=31,36690 Pontevedra - Pontevedra,Iglesia,,,,
IGREXA ERMIDA DE SAN MAMEDE DE MOLDES,https://www.turismo.gal/recurso/-/detalle/3698/igrexa-ermida-de-san-mamede-de-moldes?langId=es_ES&tp=8&ctre=31,36164 Pontevedra - Pontevedra,Iglesia,,,,
IL PICCOLO,https://www.turismo.gal/recurso/-/detalle/10915/il-piccolo?langId=es_ES&tp=24&ctre=142,"Virgen del Camino, 16 36001 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 859 999,,
ILLA DAS ESCULTURAS,https://www.turismo.gal/recurso/-/detalle/31817/illa-das-esculturas?langId=es_ES&tp=5&ctre=18,Illa da Xunqueira. Rafael Areses 36005 Pontevedra - Pontevedra,Parque,,,,
INDOLOSUB,https://www.turismo.gal/recurso/-/detalle/nr-po-000341/indolosub?langId=es_ES&tp=85&ctre=172,"RUA FRAY JUAN DE NAVARRETE, 5 0 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,,
INSTITUTO VALLE-INCLAN,https://www.turismo.gal/recurso/-/detalle/26227/instituto-valle-inclan?langId=es_ES&tp=9&ctre=39,Avenida Montero Ríos 36001 Pontevedra - Pontevedra,Edificio singular,,+34 986 855 362,,
ITACA,https://www.turismo.gal/recurso/-/detalle/v-po-006682/itaca?langId=es_ES&tp=1001549&ctre=40000240,"Calle MACEDA, nº 3 36002 Pontevedra - Pontevedra",Café bar,,,javimoriluanco@gmail.com,
JAMONERIA REY,https://www.turismo.gal/recurso/-/detalle/15479/jamoneria-rey-?langId=es_ES&tp=24&ctre=142,"Calle Joaquín Costa, nº 72 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 611 186 879,luciparedes@hotmail.com,
JYL COMIDA COLOMBIANA,https://www.turismo.gal/recurso/-/detalle/211019000192/jyl-comida-colombiana-?langId=es_ES&tp=1001549&ctre=40000240,"Calle González Zúñiga, nº 5 36001 Pontevedra - Pontevedra",Café bar,,,,
KAMAL GASTROTECA,https://www.turismo.gal/recurso/-/detalle/v-po-008337/kamal-gastroteca?langId=es_ES&tp=1001549&ctre=40000240,"Calle Don Gonzalo, nº 2 36001 Pontevedra - Pontevedra",Café bar,,,jesus@lareuyseoane.com,
KAMELIA,https://www.turismo.gal/recurso/-/detalle/221003000002/kamelia?langId=es_ES&tp=1001549&ctre=40000240,"Plaza Estrella, nº 3 36002 Pontevedra - Pontevedra",Café bar,,,barestrellapontevedra@gmail.com,
KÁPITAL BURGUER,https://www.turismo.gal/recurso/-/detalle/v-po-005599/kapital-burguer?langId=es_ES&tp=1001549&ctre=40000240,"Calle Estación, nº 4 36004 Pontevedra - Pontevedra",Café bar,,,josempl@yahoo.es,
KENZO SUSHI,https://www.turismo.gal/recurso/-/detalle/276758822/kenzo-sushi?langId=es_ES&tp=24&ctre=142,"Calle José Casal, nº 8 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 622 064 009,mguliasbalboa@gmail.com,
KFC PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/240201000005/kfc-pontevedra?langId=es_ES&tp=24&ctre=142,"Avenida de Lugo, nº 89 36004 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,
KING OMAR DONER KEBAB,https://www.turismo.gal/recurso/-/detalle/v-po-000213/king-omar-doner-kebab?langId=es_ES&tp=1001549&ctre=40000240,"Calle Padre Sarmiento, nº 8 36003 Pontevedra - Pontevedra",Café bar,,,yasirmeer2002@hotmail.com,
KISORO SUSHI,https://www.turismo.gal/recurso/-/detalle/280382451/kisoro-sushi?langId=es_ES&tp=24&ctre=142,"Calle Camiño do Ferro, nº 6 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 615 862 530,wangyiping220@gmail.com,
LA TATA,https://www.turismo.gal/recurso/-/detalle/241105000036/la-tata?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sarmiento, nº 4 36002 Pontevedra - Pontevedra",Café bar,,,,
LA AUDIENCIA II,https://www.turismo.gal/recurso/-/detalle/v-po-004060/la-audiencia-ii?langId=es_ES&tp=1001549&ctre=40000240,"Calle Rosalía de Castro, nº 1 36001 Pontevedra - Pontevedra",Café bar,,,,
LA BELLA NAPOLI,https://www.turismo.gal/recurso/-/detalle/r-po-002557/la-bella-napoli?langId=es_ES&tp=24&ctre=142,"Calle José Casal, nº 7 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 635 971 103,,
LA BOLA,https://www.turismo.gal/recurso/-/detalle/240531000640/la-bola?langId=es_ES&tp=1001549&ctre=40000240,"LOUREIRO CRESPO, nº 32 36004 Pontevedra - Pontevedra",Café bar,,+34 986 300 351,alberto.bon@exclusivasiglesias.com,
LA BOTICA,https://www.turismo.gal/recurso/-/detalle/v-po-000466/la-botica?langId=es_ES&tp=1001549&ctre=40000240,"Calle Méndez Núñez, nº 2 36002 Pontevedra - Pontevedra",Café bar,,,BOTICAPONTEVEDRA@GMAIL.COM,
LA BUENA VIDA,https://www.turismo.gal/recurso/-/detalle/r-po-003023/la-buena-vida?langId=es_ES&tp=24&ctre=142,"Calle Blanco Porto, nº 4 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 625 327 590,tandemcoctel@gmail.com,
LA CÁMARA,https://www.turismo.gal/recurso/-/detalle/38195/la-camara?langId=es_ES&tp=24&ctre=142,"PRAZA DO TEUCRO, 18 0 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,info@lacamararestaurante.com,https://lacamararestaurante.com/
LA CASA DE LAS CINCO PUERTAS,https://www.turismo.gal/recurso/-/detalle/28540/la-casa-de-las-cinco-puertas?langId=es_ES&tp=24&ctre=142,"Avenida Santa María , nº 8 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 851 948,info@5puertas.com,http://www.5puertas.com/
LA CASITA,https://www.turismo.gal/recurso/-/detalle/c-po-001090/la-casita?langId=es_ES&tp=1001550&ctre=40000242,"Calle Don Gonzalo, nº 11 36001 Pontevedra - Pontevedra",Cafetería,,+34 986 854 769,marponte@economistas.org,
LA CATA,https://www.turismo.gal/recurso/-/detalle/200415000110/la-cata?langId=es_ES&tp=1001549&ctre=40000240,"Calle Alhondiga, nº 7 36002 Pontevedra - Pontevedra",Café bar,,,,
LA CATEDRAL,https://www.turismo.gal/recurso/-/detalle/v-po-006426/la-catedral?langId=es_ES&tp=1001549&ctre=40000240,"Avenida De Vigo, nº 63 A 36003 Pontevedra - Pontevedra",Café bar,,,,
LA CATRINA,https://www.turismo.gal/recurso/-/detalle/170419000048/la-catrina?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Xulián, nº 10 36002 Pontevedra - Pontevedra",Café bar,,,paola.gulias@gmail.com,
LA CEPA,https://www.turismo.gal/recurso/-/detalle/15485/la-cepa?langId=es_ES&tp=24&ctre=142,"Charino, 39 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 855 274,,
LA CULPA DE LA GULA,https://www.turismo.gal/recurso/-/detalle/180404000056/la-culpa-de-la-gula?langId=es_ES&tp=1001549&ctre=40000240,"Calle REAL, nº 25 36900 Pontevedra - Pontevedra",Café bar,,,,
LA D´FRAN,https://www.turismo.gal/recurso/-/detalle/19722/la-d-fran?langId=es_ES&tp=24&ctre=142,"Calle Rosalía de Castro, nº 36 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 669 617 851,frangux@hotmail.com,
LA ESPUELA II,https://www.turismo.gal/recurso/-/detalle/210303000173/la-espuela-ii?langId=es_ES&tp=1001549&ctre=40000240,"Calle Figueroa, nº 17 36001 Pontevedra - Pontevedra",Café bar,,,mololagr@hotmail.com,
LA ESTAFETA,https://www.turismo.gal/recurso/-/detalle/v-po-005642/la-estafeta?langId=es_ES&tp=1001549&ctre=40000240,"RUA CELSO GARCIA DE LA RIEGA, 4 36002 Pontevedra - Pontevedra",Café bar,,,,
LA ESTRELLA DE LA ESTACION,https://www.turismo.gal/recurso/-/detalle/c-po-000894/la-estrella-de-la-estacion?langId=es_ES&tp=1001550&ctre=40000242,"Calle Eduardo Pondal - Vialia, nº 63 36003 Pontevedra - Pontevedra",Cafetería,,+34 609 839 817,migarcoarmak@hotmail.com,
LA FAVORITA,https://www.turismo.gal/recurso/-/detalle/v-po-003797/la-favorita?langId=es_ES&tp=1001549&ctre=40000240,"Calle Padre Amoedo, nº 6 36002 Pontevedra - Pontevedra",Café bar,,,LEYAREGO@GMAIL.COM,
LA FONDA,https://www.turismo.gal/recurso/-/detalle/230116000062/la-fonda?langId=es_ES&tp=67&ctre=135,"Calle Isabel II, nº 6 36002 Pontevedra - Pontevedra",Pensión,2 estrellas,,info@lafondapontevedra.com,
LA FONDA,https://www.turismo.gal/recurso/-/detalle/230718000301/la-fonda?langId=es_ES&tp=24&ctre=142,"Calle Isabel II, nº 6 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,info@lafondapontevedra.com,
LA GRAMOLA,https://www.turismo.gal/recurso/-/detalle/v-po-003306/la-gramola?langId=es_ES&tp=1001549&ctre=40000240,"Calle Méndez Núñez, nº 1 36002 Pontevedra - Pontevedra",Café bar,,,,
LA HORMIGA,https://www.turismo.gal/recurso/-/detalle/v-po-007068/la-hormiga?langId=es_ES&tp=1001549&ctre=40000240,"Calle Campillo De Santa María, nº 6 36002 Pontevedra - Pontevedra",Café bar,,,,
LA HUERTA DEL CURA,https://www.turismo.gal/recurso/-/detalle/c-po-001175/la-huerta-del-cura?langId=es_ES&tp=1001550&ctre=40000242,"Calle Joaquín Costa, nº 42 36001 Pontevedra - Pontevedra",Cafetería,,+34 622 064 009,MGULIASBALBOA@GMAIL.COM,
LA NATA,https://www.turismo.gal/recurso/-/detalle/v-po-009099/la-nata?langId=es_ES&tp=1001549&ctre=40000240,"CURROS ENRIQUEZ, nº 4 36002 Pontevedra - Pontevedra",Café bar,,,,
