nombre,link,direccion,tipo,categoria,telefono,email,coordenadas,web,tipos_de_servicios,regímenes,habitaciones,plazas_totales_calculadas,alquiler,accesibilidad,horario_de_admisión:,servicios_convenciones,número_de_baños_o_aseos,nº_total_de_plazas_del_establecimiento,salones,tarjetas,servicios_enoturismo,más_información
O´RISÓN,https://www.turismo.gal/recurso/-/detalle/190718000343/o-rison?langId=es_ES&tp=67&ctre=135,"CALLE, nº 71 36970 Sanxenxo - Pontevedra",Pensión,1 estrella,+34 986 724 122,hotelrestauranteorison@hotmail.com,,,,,,,,,,,,,,,,
PACITA DOS,https://www.turismo.gal/recurso/-/detalle/258801531/pacita-dos?langId=es_ES&tp=67&ctre=135,"Travesía do Forno , nº 108 36900 Marín - Pontevedra",Pensión,2 estrellas,+34 986 881 012,,,,,,,,,,,,,,,,,
PADRÓN,https://www.turismo.gal/recurso/-/detalle/37890/padron?langId=es_ES&tp=67&ctre=135,"Foxos, nº 10 36207 Vigo - Pontevedra",Pensión,1 estrella,+34 986 376 003,,,,,,,,,,,,,,,,,
PAISAXE,https://www.turismo.gal/recurso/-/detalle/449/paisaxe?langId=es_ES&tp=69&ctre=139,"PRAIA O TERRÓN, 16 36620 Vilanova de Arousa - Pontevedra",Camping,Camping de 1ª Categoria,+34 655 061 289 / +34 986 554 656,info@campingplayapaisaxe.com,,,,,,,,,,,,,,,,
PAISAXE II,https://www.turismo.gal/recurso/-/detalle/19568/paisaxe-ii?langId=es_ES&tp=69&ctre=139,nº 11 36989 O Grove - Pontevedra,Camping,Camping de 1ª Categoria,+34 986 738 331,info@campingplayapaisaxe.com,,,,,,,,,,,,,,,,
PALACIO DE BARREIRO,https://www.turismo.gal/recurso/-/detalle/15897/palacio-de-barreiro?langId=es_ES&tp=71&ctre=134,nº 6 36420 Crecente - Pontevedra,Turismo rural,Grupo-A (Pazo),+34 986 666 479,pazobarreiro@hotmail.com,,,,,,,,,,,,,,,,
"PALACIO, EL",https://www.turismo.gal/recurso/-/detalle/61/palacio-el?langId=es_ES&tp=22&ctre=129,"Calle Matemático Rodríguez , nº 10 36500 Lalín - Pontevedra",Hotel,2 Estrellas,+34 986 780 000,hotel88elpalacio@yahoo.es,,,,,,,,,,,,,,,,
PALACIOS,https://www.turismo.gal/recurso/-/detalle/32622/palacios?langId=es_ES&tp=22&ctre=129,"Avenida de León , nº 69 36960 Sanxenxo - Pontevedra",Hotel,1 Estrella,+34 986 723 184,hotelpalaciosinfo@gmail.com,,,,,,,,,,,,,,,,
"PALMERAS DE ABAJO, LAS",https://www.turismo.gal/recurso/-/detalle/24708/palmeras-de-abajo-las?langId=es_ES&tp=67&ctre=135,"Calle Areal , nº 8 36500 Lalín - Pontevedra",Pensión,1 estrella,+34 986 780 222,info@pensionlaspalmeras.com,,,,,,,,,,,,,,,,
"PALOMA, LA",https://www.turismo.gal/recurso/-/detalle/37905/paloma-la?langId=es_ES&tp=22&ctre=129,"Calle da Pomba , nº 11 36162 Pontevedra - Pontevedra",Hotel,1 Estrella,+34 986 844 211 / +34 986 844 210 / +34 986 844 210,hotellapalomapo@hotmail.com,,,,,,,,,,,,,,,,
PANTÓN,https://www.turismo.gal/recurso/-/detalle/2579/panton?langId=es_ES&tp=22&ctre=129,"Calle Lepanto , nº 18 36201 Vigo - Pontevedra",Hotel,2 Estrellas,,reservas@hotelpanton.com,,,,,,,,,,,,,,,,
PARADISÍACO UMIA,https://www.turismo.gal/recurso/-/detalle/36738/paradisiaco-umia?langId=es_ES&tp=67&ctre=135,"Lugar Vilanoviña, nº sn 36637 Meis - Pontevedra",Pensión,2 estrellas,+34 608 520 218,administracion@grupobarrana.es,,,,,,,,,,,,,,,,
PARADOR DE BAIONA,https://www.turismo.gal/recurso/-/detalle/311/parador-de-baiona?langId=es_ES&tp=22&ctre=129,"Castelo Monterreal , nº s/n 36300 Baiona - Pontevedra",Hotel,4 Estrellas,+34 986 355 000,baiona@parador.es,,,,,,,,,,,,,,,,
PARADOR DE TUI,https://www.turismo.gal/recurso/-/detalle/314/parador-de-tui?langId=es_ES&tp=22&ctre=129,"Avenida de Portugal , nº s/n 36700 Tui - Pontevedra",Hotel,4 Estrellas,+34 986 600 300,tui@parador.es,,,,,,,,,,,,,,,,
PARADORES DE TURISMO DE ESPAÑA SME SA - PARADOR DE CAMBADOS,https://www.turismo.gal/recurso/-/detalle/313/paradores-de-turismo-de-espana-sme-sa-parador-de-cambados?langId=es_ES&tp=22&ctre=129,"Paseo de la Calzada, nº sn 36630 Cambados - Pontevedra",Hotel,4 Estrellas,+34 986 542 250,cambados@parador.es,,,,,,,,,,,,,,,,
PARADORES DE TURISMO DE ESPAÑA -PARADOR DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/312/paradores-de-turismo-de-espana-parador-de-pontevedra?langId=es_ES&tp=22&ctre=129,"Calle BARÓN, nº 19 36002 Pontevedra - Pontevedra",Hotel,4 Estrellas,+34 986 855 800,Meritxell.marcos@pareador.es,,,,,,,,,,,,,,,,
PARAIMO,https://www.turismo.gal/recurso/-/detalle/270027786/paraimo?langId=es_ES&tp=22&ctre=129,nº 133 Sanxenxo - Pontevedra,Hotel,2 Estrellas,+34 986 743 439,info@hotelparaimo.com,,,,,,,,,,,,,,,,
PARDAVILA 57 SLOW HOTEL,https://www.turismo.gal/recurso/-/detalle/250707000149/pardavila-57-slow-hotel?langId=es_ES&tp=22,"Lugar Pardavila, nº 57 36915 Marín - Pontevedra",Hoteles,1 Estrella,,adrianruibalpereiras@gmail.com,,,,,,,,,,,,,,,,
PARDO,https://www.turismo.gal/recurso/-/detalle/38027/pardo?langId=es_ES&tp=67&ctre=135,"R/ ALFONSO TRABAZO, 16 540 Silleda - Pontevedra",Pensión,1 estrella,+34 986 580 965,,,,,,,,,,,,,,,,,
PARIS,https://www.turismo.gal/recurso/-/detalle/2531/paris?langId=es_ES&tp=22&ctre=129,Avenida Encoirados 36163 Poio - Pontevedra,Hotel,1 Estrella,+34 986 873 040,info@hotelparispontevedra.es,,,,,,,,,,,,,,,,
PARQUE,https://www.turismo.gal/recurso/-/detalle/73/parque?langId=es_ES&tp=22&ctre=129,"Calle Servando Ramilo , nº 6 36400 O Porriño - Pontevedra",Hotel,3 Estrellas,+34 986 331 604,reservas@hotelparqueporrino.com,,,,,,,,,,,,,,,,
PATOS BEACH HOUSE,https://www.turismo.gal/recurso/-/detalle/210714000273/patos-beach-house?langId=es_ES&tp=1000100&ctre=1000120,"Calle T0más Mirambell, nº 136 36340 Nigrán - Pontevedra",Albergue Turístico,,+34 691 571 818,patosbeachouse@gmail.com,,,,,,,,,,,,,,,,
PAXARIÑAS,https://www.turismo.gal/recurso/-/detalle/437/paxarinas?langId=es_ES&tp=69&ctre=139,Carretera Pontevedra - O Grove 36960 Sanxenxo - Pontevedra,Camping,Camping de 2ª Categoria,+34 986 723 055,info@campingpaxarinas.com,,,,,,,,,,,,,,,,
"PAZ, LA",https://www.turismo.gal/recurso/-/detalle/258863198/paz-la?langId=es_ES&tp=67&ctre=135,"Calle Méndez Núñez, nº 24 36950 Moaña - Pontevedra",Pensión,2 estrellas,+34 986 310 922,reservas@hostal-lapaz.com,,,,,,,,,,,,,,,,
PAZO CARRASQUEIRA,https://www.turismo.gal/recurso/-/detalle/2096/pazo-carrasqueira?langId=es_ES&tp=71&ctre=134,nº 6 36636 Ribadumia - Pontevedra,Turismo rural,Grupo-A (Pazo),+34 986 710 032,reservas@pazocarrasqueira.es,,,,,,,,,,,,,,,,
PAZO DA ESCOLA,https://www.turismo.gal/recurso/-/detalle/33622/pazo-da-escola?langId=es_ES&tp=71&ctre=134,36388 Gondomar - Pontevedra,Turismo rural,Grupo-A (Pazo),+34 986 369 282,info@pazodaescola.com,,,,,,,,,,,,,,,,
PAZO DA FRAGA,https://www.turismo.gal/recurso/-/detalle/15664/pazo-da-fraga?langId=es_ES&tp=71&ctre=134,36429 Crecente - Pontevedra,Turismo rural,Grupo-A (Pazo),+34 986 666 068,mariarosario9@yahoo.es,,,,,,,,,,,,,,,,
PAZO DA TOUZA,https://www.turismo.gal/recurso/-/detalle/2099/pazo-da-touza?langId=es_ES&tp=71&ctre=134,"Calle dos Pazos, nº 119 36360 Nigrán - Pontevedra",Turismo rural,Grupo-A (Pazo),+34 986 383 047,info@pazodatouza.info,,,,,,,,,,,,,,,,
PAZO DE ALMUIÑA,https://www.turismo.gal/recurso/-/detalle/4815/pazo-de-almuina?langId=es_ES&tp=71&ctre=134,"Calle ALMUIÑA-PAZO DE ALMUIÑA, nº 9-10 36430 Arbo - Pontevedra",Turismo rural,Grupo-A (Pazo),+34 986 663 424,administracion@martincodax.com,,,,,,,,,,,,,,,,
PAZO DE BENDOIRO,https://www.turismo.gal/recurso/-/detalle/16852/pazo-de-bendoiro?langId=es_ES&tp=71&ctre=134,36512 Lalín - Pontevedra,Turismo rural,Grupo-A (Pazo),+34 986 794 289,info@pazodebendoiro.com,,,,,,,,,,,,,,,,
PAZO DE EIDIÁN,https://www.turismo.gal/recurso/-/detalle/31287/pazo-de-eidian?langId=es_ES&tp=71&ctre=134,"Aldea Eidián, nº 5 36527 Agolada - Pontevedra",Turismo rural,Grupo-A (Pazo),,info@pazoeidian.com,,,,,,,,,,,,,,,,
PAZO DE MENDOZA,https://www.turismo.gal/recurso/-/detalle/10756/pazo-de-mendoza-?langId=es_ES&tp=22&ctre=129,"Calle Pedro de Castro, nº 1 36300 Baiona - Pontevedra",Hotel,2 Estrellas,+34 986 385 014,pazodemendoza@terra.es,,,,,,,,,,,,,,,,
PAZO DE SESTELO,https://www.turismo.gal/recurso/-/detalle/170228000091/pazo-de-sestelo?langId=es_ES&tp=1000180&ctre=1000220,"Lg. De Sestelo, nº 9 36540 Silleda - Pontevedra",Vivienda Turística,,,rjrivas@estudioabogados.es,,,,,,,,,,,,,,,,
PAZO LOS ESCUDOS & HOTEL RESORT,https://www.turismo.gal/recurso/-/detalle/32763/pazo-los-escudos-hotel-resort?langId=es_ES&tp=22&ctre=129,"Avenida Atlántida , nº 106 36208 Vigo - Pontevedra",Hotel,5 Estrellas,+34 986 820 820,reservas@pazolosescudos.com,,,,,,,,,,,,,,,,
PAZO PIAS,https://www.turismo.gal/recurso/-/detalle/280382753/pazo-pias?langId=es_ES&tp=67&ctre=135,"Camino da Cabreira , nº 21 36370 Nigrán - Pontevedra",Pensión,1 estrella,+34 986 350 654,info@pazopias.org,,,,,,,,,,,,,,,,
PECHE,https://www.turismo.gal/recurso/-/detalle/258862976/peche?langId=es_ES&tp=67&ctre=135,Estrada Sanxenxo-A Lanzada s/n 36970 Sanxenxo - Pontevedra,Pensión,1 estrella,+34 986 720 885,,,,,,,,,,,,,,,,,
PEDRA MAR,https://www.turismo.gal/recurso/-/detalle/260088414/pedra-mar?langId=es_ES&tp=22&ctre=129,"Playa Major, nº 101 36960 Sanxenxo - Pontevedra",Hotel,3 Estrellas,+34 986 744 430,reservas@hotelpedramar.com,,,,,,,,,,,,,,,,
PENSIÓN FORNOS,https://www.turismo.gal/recurso/-/detalle/190701000003/pension-fornos?langId=es_ES&tp=67&ctre=135,"Calle Fornos, nº 16 36650 Caldas de Reis - Pontevedra",Pensión,1 estrella,+34 660 293 591,neni.frojan@gmail.com,,,,,,,,,,,,,,,,
CASA O CRUCEIRO DE AGUIAR,https://www.turismo.gal/recurso/-/detalle/250416000516/casa-o-cruceiro-de-aguiar?langId=es_ES&tp=67&ctre=135,"Lugar O Cruceiro, nº 2 36583 Vila de Cruces - Pontevedra",Pensión,3 estrellas,,info@ocruceirodeaguiar.com,,,,,,,,,,,,,,,,
PENSION A FONTE,https://www.turismo.gal/recurso/-/detalle/190411000198/pension-a-fonte?langId=es_ES&tp=67&ctre=135,"Calle Juan Fuentes, nº 29 36650 Caldas de Reis - Pontevedra",Pensión,1 estrella,+34 666 218 054,carmen2all@yahoo.es,,,,,,,,,,,,,,,,
PENSION A SENDA 1,https://www.turismo.gal/recurso/-/detalle/180322000340/pension-a-senda-1?langId=es_ES&tp=67&ctre=135,"Avenida de Pontevedra, nº 2 - 4 36655 Caldas de Reis - Pontevedra",Pensión,1 estrella,,,,,,,,,,,,,,,,,,
PENSION A SENDA 2,https://www.turismo.gal/recurso/-/detalle/180322000341/pension-a-senda-2?langId=es_ES&tp=67&ctre=135,"Avenida de Pontevedra, nº 2 - 4 36655 Caldas de Reis - Pontevedra",Pensión,1 estrella,,,,,,,,,,,,,,,,,,
PENSION ALECER,https://www.turismo.gal/recurso/-/detalle/200714000262/pension-alecer?langId=es_ES&tp=67&ctre=135,"Avenida Doña Urraca, nº 9 36650 Caldas de Reis - Pontevedra",Pensión,1 estrella,,sra.rivas1@gmail.com,,,,,,,,,,,,,,,,
PENSIÓN AS BURGAS,https://www.turismo.gal/recurso/-/detalle/170705000130/pension-as-burgas?langId=es_ES&tp=67&ctre=135,"Calle Xoán Fuentes Echevarría, nº 21 36650 Caldas de Reis - Pontevedra",Pensión,1 estrella,,reservas@pensionasburgas.es,,,,,,,,,,,,,,,,
PENSION AS BURGAS II,https://www.turismo.gal/recurso/-/detalle/220511000329/pension-as-burgas-ii?langId=es_ES&tp=67&ctre=135,"Calle Xoan Fuentes Echevarría, nº 21 36650 Caldas de Reis - Pontevedra",Pensión,1 estrella,,reservas@pensionasburgas.es,,,,,,,,,,,,,,,,
PENSION AS VIÑAS,https://www.turismo.gal/recurso/-/detalle/16933/pension-as-vinas?langId=es_ES&tp=67&ctre=135,"Rúa Luis Seoane, nº 38 36980 O Grove - Pontevedra",Pensión,2 estrellas,+34 986 730 183,,,,,,,,,,,,,,,,,
PENSIÓN ATENEA,https://www.turismo.gal/recurso/-/detalle/200205000095/pension-atenea?langId=es_ES&tp=67&ctre=135,"Calle Juan Fuentes Echevarría, nº 21 36650 Caldas de Reis - Pontevedra",Pensión,1 estrella,,enfasis.sc@gmail.com,,,,,,,,,,,,,,,,
PENSION AUGAS QUENTES,https://www.turismo.gal/recurso/-/detalle/200805000173/pension-augas-quentes?langId=es_ES&tp=67&ctre=135,"Calle Porto do Río, nº 10 36650 Caldas de Reis - Pontevedra",Pensión,1 estrella,,scascallar2@gmail.com,,,,,,,,,,,,,,,,
PENSIÓN BARQUEIRAS,https://www.turismo.gal/recurso/-/detalle/220707000174/pension-barqueiras?langId=es_ES&tp=67&ctre=135,"Calle Barqueiras, nº 15 36980 O Grove - Pontevedra",Pensión,1 estrella,,manuel.b.l@hotmail.com,,,,,,,,,,,,,,,,
PENSIÓN CALDAS,https://www.turismo.gal/recurso/-/detalle/170515000165/pension-caldas?langId=es_ES&tp=67&ctre=135,"Calle Juan Fuentes, nº 19 36650 Caldas de Reis - Pontevedra",Pensión,1 estrella,,adolfocascallar@hotmail.com,,,,,,,,,,,,,,,,
PENSION CALDEA,https://www.turismo.gal/recurso/-/detalle/220525000558/pension-caldea?langId=es_ES&tp=67&ctre=135,"Calle Porto do Río, nº 29 36650 Caldas de Reis - Pontevedra",Pensión,1 estrella,,scascallar2@gmail.com,,,,,,,,,,,,,,,,
PENSIÓN CARMEN,https://www.turismo.gal/recurso/-/detalle/180319000272/pension-carmen?langId=es_ES&tp=67&ctre=135,nº 146 36990 Sanxenxo - Pontevedra,Pensión,2 estrellas,,,,,,,,,,,,,,,,,,
PENSIÓN COSTA SERENA,https://www.turismo.gal/recurso/-/detalle/221116000194/pension-costa-serena?langId=es_ES&tp=67&ctre=135,"Avenida Val Miñor, nº 43 36350 Nigrán - Pontevedra",Pensión,1 estrella,,info@costaserenasuites.com,,,,,,,,,,,,,,,,
PENSIÓN ELISARDO,https://www.turismo.gal/recurso/-/detalle/190530000558/pension-elisardo?langId=es_ES&tp=67&ctre=135,nº 41 36988 O Grove - Pontevedra,Pensión,1 estrella,+34 986 738 256,casabelisardo@gmail.com,,,,,,,,,,,,,,,,
PENSION ESCONDIDIÑO,https://www.turismo.gal/recurso/-/detalle/180515000181/pension-escondidino?langId=es_ES&tp=67&ctre=135,"Calle Río da Veiga, nº 6 36300 Baiona - Pontevedra",Pensión,1 estrella,+34 986 963 346,oescondidino@gmail.com,,,,,,,,,,,,,,,,
PENSIÓN LA CORREDERA,https://www.turismo.gal/recurso/-/detalle/33393/pension-la-corredera?langId=es_ES&tp=67&ctre=135,"Calle Calvo Sotelo, nº 37 36700 Tui - Pontevedra",Pensión,1 estrella,+34 886 035 705,nortepeninsular@gmail.com,,,,,,,,,,,,,,,,
PENSIÓN LALIN CENTRO,https://www.turismo.gal/recurso/-/detalle/240628000868/pension-lalin-centro?langId=es_ES&tp=67&ctre=135,"Calle Observatorio, nº 12 36500 Lalín - Pontevedra",Pensión,1 estrella,,emilianomeijome@gmail.com,,,,,,,,,,,,,,,,
PENSIÓN LATIZA,https://www.turismo.gal/recurso/-/detalle/200327000227/pension-latiza?langId=es_ES&tp=67&ctre=135,nº 12 36511 Rodeiro - Pontevedra,Pensión,1 estrella,+34 986 790 321,silvavanesa55@gmail.com,,,,,,,,,,,,,,,,
PENSION LOURIDO,https://www.turismo.gal/recurso/-/detalle/250724000547/pension-lourido?langId=es_ES&tp=67,"Avenida Peirao Besada, nº 48 36163 Poio - Pontevedra",Pensiones,1 estrella,,pensionlourido@gmail.com,,,,,,,,,,,,,,,,
PENSION LUCERNA,https://www.turismo.gal/recurso/-/detalle/170608000453/pension-lucerna?langId=es_ES&tp=67&ctre=135,"Carretera do Bao, nº 130 36330 Vigo - Pontevedra",Pensión,1 estrella,,,,,,,,,,,,,,,,,,
PENSION MARA,https://www.turismo.gal/recurso/-/detalle/250520000350/pension-mara?langId=es_ES&tp=67,"Avenida Camelias, nº 27 36202 Vigo - Pontevedra",Pensiones,1 estrella,,coersa@coersa-r.com,,,,,,,,,,,,,,,,
PENSIÓN MARIÑEIRO,https://www.turismo.gal/recurso/-/detalle/250512000187/pension-marineiro?langId=es_ES&tp=67,"Calle do Mariñeiro, nº 44 36340 Nigrán - Pontevedra",Pensiones,1 estrella,,comercial@inmobiliarialago.com,,,,,,,,,,,,,,,,
PENSIÓN NIGRÁN,https://www.turismo.gal/recurso/-/detalle/21648/pension-nigran?langId=es_ES&tp=67&ctre=135,36350 Nigrán - Pontevedra,Pensión,1 estrella,+34 986 365 613,xissia@hotmail.com,,,,,,,,,,,,,,,,
PENSIÓN O CASTIÑEIRO,https://www.turismo.gal/recurso/-/detalle/28900/pension-o-castineiro?langId=es_ES&tp=67&ctre=135,"Lugar Pedre, nº 3 36139 Cerdedo-Cotobade - Pontevedra",Pensión,2 estrellas,+34 647 153 795,sonyjoya@yahoo.es,,,,,,,,,,,,,,,,
PENSION O GROVE CENTRO PUERTO,https://www.turismo.gal/recurso/-/detalle/250704000097/pension-o-grove-centro-puerto?langId=es_ES&tp=67,"Calle Hospital, nº 6 36980 O Grove - Pontevedra",Pensiones,1 estrella,,angelmourelos@hotmail.com,,,,,,,,,,,,,,,,
PENSION PABELLON,https://www.turismo.gal/recurso/-/detalle/220331000666/pension-pabellon-?langId=es_ES&tp=67&ctre=135,"Calle Monte da Vila, nº 18 36989 O Grove - Pontevedra",Pensión,2 estrellas,,mayteiglesiassoutullo@gmail.com,,,,,,,,,,,,,,,,
PENSION PAXARO NEGRO,https://www.turismo.gal/recurso/-/detalle/180924000183/pension-paxaro-negro?langId=es_ES&tp=67&ctre=135,"Lugar Telleiro, nº 32 36690 Sanxenxo - Pontevedra",Pensión,1 estrella,,,,,,,,,,,,,,,,,,
PENSIÓN PONTE DAS FEBRES,https://www.turismo.gal/recurso/-/detalle/220705000085/pension-ponte-das-febres?langId=es_ES&tp=67&ctre=135,"Lugar A Farrapa, nº 14 36710 Tui - Pontevedra",Pensión,1 estrella,,info@pontedasfebres.com,,,,,,,,,,,,,,,,
PENSIÓN REMY,https://www.turismo.gal/recurso/-/detalle/21736/pension-remy?langId=es_ES&tp=67&ctre=135,"Calle Luis Seoane, nº 30 36980 O Grove - Pontevedra",Pensión,1 estrella,+34 986 731 188,,,,,,,,,,,,,,,,,
PENSIÓN RESIDENCIA REAL,https://www.turismo.gal/recurso/-/detalle/38066/pension-residencia-real?langId=es_ES&tp=67&ctre=135,"Calle Real , nº 22 36202 Vigo - Pontevedra",Pensión,1 estrella,+34 986 221 429,hostalrealenvigo@hotmail.com,,,,,,,,,,,,,,,,
PENSIÓN RÍO UMIA,https://www.turismo.gal/recurso/-/detalle/190312000135/pension-rio-umia?langId=es_ES&tp=67&ctre=135,"Calle Pedro Mateo Sagasta, nº 16 36650 Caldas de Reis - Pontevedra",Pensión,1 estrella,,neni.frojan@gmail.com,,,,,,,,,,,,,,,,
PENSION RUA DO MEDIO,https://www.turismo.gal/recurso/-/detalle/160913000018/pension-rua-do-medio?langId=es_ES&tp=67&ctre=135,"Calle Reveriano Soutullo, nº 42 36800 Redondela - Pontevedra",Pensión,1 estrella,,ruadomedioredondela@gmail.com,,,,,,,,,,,,,,,,
PENSION SAMIL,https://www.turismo.gal/recurso/-/detalle/240508000174/pension-samil?langId=es_ES&tp=67&ctre=135,"Calle Cerqueiro, nº 17 36212 Vigo - Pontevedra",Pensión,1 estrella,,ERFO59@GMAIL.COM,,,,,,,,,,,,,,,,
PENSIÓN SAN ANTÓN,https://www.turismo.gal/recurso/-/detalle/36320/pension-san-anton?langId=es_ES&tp=67&ctre=135,"Soutullo, nº 86 36990 Sanxenxo - Pontevedra",Pensión,1 estrella,+34 986 744 027,,,,,,,,,,,,,,,,,
PENSION TIMONEL II,https://www.turismo.gal/recurso/-/detalle/200205000094/pension-timonel-ii?langId=es_ES&tp=67&ctre=135,"Calle Ferrería, nº 3 36650 Caldas de Reis - Pontevedra",Pensión,1 estrella,986 540 840,reservas@alberguetimonel.es,,,,,,,,,,,,,,,,
PENSION TIMONEL III,https://www.turismo.gal/recurso/-/detalle/200129000346/pension-timonel-iii?langId=es_ES&tp=67&ctre=135,"Calle Ferrería, nº 3 36650 Caldas de Reis - Pontevedra",Pensión,1 estrella,+34 986 540 840,reservas@alberguetimonel.es,,,,,,,,,,,,,,,,
PENSION VENUS,https://www.turismo.gal/recurso/-/detalle/20461/pension-venus?langId=es_ES&tp=67&ctre=135,"Avenida Reverendo J.M. Pérez Alonso, nº 1 36350 Nigrán - Pontevedra",Pensión,2 estrellas,+34 986 366 011,pension@venusnigran.com,,,,,,,,,,,,,,,,
PENSIÓN VIDAMAR PLAYA,https://www.turismo.gal/recurso/-/detalle/181030000288/pension-vidamar-playa?langId=es_ES&tp=67&ctre=135,"Calle Fonte de Ons, nº 15 36990 Sanxenxo - Pontevedra",Pensión,2 estrellas,,jvd400@hotmail.com,,,,,,,,,,,,,,,,
PENSIÓN VILLA LAREDO,https://www.turismo.gal/recurso/-/detalle/221104000034/pension-villa-laredo?langId=es_ES&tp=67&ctre=135,"Lugar Silván, nº 7 36192 Meis - Pontevedra",Pensión,3 estrellas,,pensionvillalaredo@gmail.com,,,,,,,,,,,,,,,,
PEREGRINO,https://www.turismo.gal/recurso/-/detalle/37904/peregrino?langId=es_ES&tp=67&ctre=135,"Calle Ramón Otero Pedrayo, nº 8 36003 Pontevedra - Pontevedra",Pensión,2 estrellas,+34 986 858 409,hostalperegrino.po@gmail.com,,,,,,,,,,,,,,,,
"PEREIRA, CASA",https://www.turismo.gal/recurso/-/detalle/258712800/pereira-casa?langId=es_ES&tp=67&ctre=135,nº 69 36930 Bueu - Pontevedra,Pensión,1 estrella,+34 986 321 046,,,,,,,,,,,,,,,,,
"PEREIRO, O",https://www.turismo.gal/recurso/-/detalle/258714068/pereiro-o?langId=es_ES&tp=67&ctre=135,"Calle La Union, nº 89 36940 Cangas - Pontevedra",Pensión,1 estrella,+34 986 329 477,,,,,,,,,,,,,,,,,
PILAR,https://www.turismo.gal/recurso/-/detalle/31296/pilar?langId=es_ES&tp=67&ctre=135,"Calle Sobreira , nº 9 36960 Sanxenxo - Pontevedra",Pensión,2 estrellas,+34 986 691 928,pili.pousada@hotmail.com,,,,,,,,,,,,,,,,
PÍLLARAS DA LANZADA,https://www.turismo.gal/recurso/-/detalle/210624000535/pillaras-da-lanzada?langId=es_ES&tp=68&ctre=130,nº 92 36990 Sanxenxo - Pontevedra,Apartamento,Apartamentos 1 Llave,+34 653 930 209,pillarasyardillassll@gmail.com,,,,,,,,,,,,,,,,
PINAR,https://www.turismo.gal/recurso/-/detalle/115/pinar?langId=es_ES&tp=22&ctre=129,"Lugar Gondar, nº 6 36990 Sanxenxo - Pontevedra",Hotel,3 estrellas superior,,info@hotelpinar.es,,,,,,,,,,,,,,,,
PIÑEIRO,https://www.turismo.gal/recurso/-/detalle/143/pineiro?langId=es_ES&tp=22&ctre=129,"Playa da Lanzada , nº 104 36990 Sanxenxo - Pontevedra",Hotel,2 Estrellas,+34 986 745 105,info@hotelpineiro.com,,,,,,,,,,,,,,,,
PINZÓN,https://www.turismo.gal/recurso/-/detalle/2506/pinzon?langId=es_ES&tp=22&ctre=129,"Calle Elduayen , nº 21 36300 Baiona - Pontevedra",Hotel,1 estrella superior,+34 986 356 046,,,,,,,,,,,,,,,,,
PIPO,https://www.turismo.gal/recurso/-/detalle/2341/pipo?langId=es_ES&tp=22&ctre=129,"MAJOR-A LANZADA, 129 , nº s/n 36990 Sanxenxo - Pontevedra",Hotel,1 Estrella,+34 986 743 400,reservas@hotelpipo.es,,,,,,,,,,,,,,,,
PIRAMIDE,https://www.turismo.gal/recurso/-/detalle/2343/piramide-?langId=es_ES&tp=22&ctre=129,"Lugar Cabicastro , nº 16 36960 Sanxenxo - Pontevedra",Hotel,2 estrellas superior,+34 986 691 478,info@hotelpiramide.es,,,,,,,,,,,,,,,,
PLAYA,https://www.turismo.gal/recurso/-/detalle/38061/playa?langId=es_ES&tp=22&ctre=129,"Avenida Ourense , nº 78 36947 Cangas - Pontevedra",Hotel,2 estrellas superior,+34 986 301 363,reservas@hotel-playa.com,,,,,,,,,,,,,,,,
PLAYA MAJOR,https://www.turismo.gal/recurso/-/detalle/38024/playa-major?langId=es_ES&tp=67&ctre=135,36970 Sanxenxo - Pontevedra,Pensión,1 estrella,+34 986 744 471,,,,,,,,,,,,,,,,,
PLAYA MAR,https://www.turismo.gal/recurso/-/detalle/35287/playa-mar?langId=es_ES&tp=68&ctre=130,MONTALVO 36970 Sanxenxo - Pontevedra,Apartamento,Apartamentos 1 Llave,,info@apartamentosplayamar.es,,,,,,,,,,,,,,,,
PLAYA MAR CACHADIÑAS,https://www.turismo.gal/recurso/-/detalle/280380737/playa-mar-cachadinas?langId=es_ES&tp=67&ctre=135,"Carretera San Vicente do Mar a A Lanzada , nº 68 36988 O Grove - Pontevedra",Pensión,3 estrellas,+34 986 738 104,info@playamarcachadinas.com,,,,,,,,,,,,,,,,
PLAYA PAXARIÑAS,https://www.turismo.gal/recurso/-/detalle/2552/playa-paxarinas?langId=es_ES&tp=22&ctre=129,nº s/n 36960 Sanxenxo - Pontevedra,Hotel,2 Estrellas,+34 881 098 207 / +34 986 727 892,reservas@vidahoteles.com,,,,,,,,,,,,,,,,
PLAYA SAMIL,https://www.turismo.gal/recurso/-/detalle/444/playa-samil?langId=es_ES&tp=69&ctre=139,"Avenida de Samil, nº 71 36212 Vigo - Pontevedra",Camping,Camping de 2ª Categoria,+34 986 240 210,,,,,,,,,,,,,,,,,
PLAYA SANTA BAIA,https://www.turismo.gal/recurso/-/detalle/32251/playa-santa-baia?langId=es_ES&tp=22&ctre=129,"Avenida Atlántida, nº 121 36208 Vigo - Pontevedra",Hotel,1 Estrella,+34 986 214 133,reservashotelpsb@yahoo.es,,,,,,,,,,,,,,,,
