nombre,link,direccion,tipo,categoria,telefono,email,fuente,coordenadas,web,tipos_de_servicios,regímenes,habitaciones,plazas_totales_calculadas,situacion_caminos_de_santiago,alquiler,accesibilidad
"TX MOTOR, S.L.",https://www.turismo.gal/recurso/-/detalle/24240/tx-motor-s.l.?langId=es_ES&tp=85&ctre=172,36640 Pontecesures - Pontevedra,Empresas de actividades deportivas,,+34 986 557 094,info@tx-motor.com,Que Hacer,,,,,,,,,
VAGUADAVENTURA,https://www.turismo.gal/recurso/-/detalle/ta-po-000005/vaguadaventura?langId=es_ES&tp=72&ctre=154,nº 50 36437 Arbo - Pontevedra,Empresas de actividades de aventura o naturaleza,,,vaguadaventura@gmail.com,Que Hacer,,,,,,,,,
VARO CARIDE-COIRO,https://www.turismo.gal/recurso/-/detalle/35705/varo-caride-coiro?langId=es_ES&tp=55&ctre=1000141,"Calle Sta Cristina, nº 15 36214 Vigo - Pontevedra",Talleres artesanales,,+34 986 261 062,obradoiro@varocaride.com,Que Hacer,,,,,,,,,
"VELACHO, S.L.",https://www.turismo.gal/recurso/-/detalle/24787/velacho-s.l.?langId=es_ES&tp=85&ctre=172,"San Paio de Abaixo, 70 36209 Redondela - Pontevedra",Empresas de actividades deportivas,,+34 986 811 802,,Que Hacer,,,,,,,,,
VERDEAZUL,https://www.turismo.gal/recurso/-/detalle/269913261/verdeazul?langId=es_ES&tp=85&ctre=172,"Avda. Portugal, nº 22 36700 Tui - Pontevedra",Empresas de actividades deportivas,,+34 986 603 287,info@verdeazul.es,Que Hacer,,,,,,,,,
VIGOFEIRA,https://www.turismo.gal/recurso/-/detalle/35225/vigofeira?langId=es_ES&tp=49&ctre=285,Avda. Aeroporto 772 - IFEVI 36318 Vigo - Pontevedra,Muestras,,,,Que Hacer,,,,,,,,,
VILAJET.ALQUILER MOTOS DE AGUA RIA AROSA,https://www.turismo.gal/recurso/-/detalle/280382051/vilajet.alquiler-motos-de-agua-ria-arosa?langId=es_ES&tp=85&ctre=172,"Puerto de pasajeros s/n - Puerto Deportivo ""Marina Vilagarcia"" 36600 Vilagarcía de Arousa - Pontevedra",Empresas de actividades deportivas,,,info@turismoriadearosamotosdeagua.com,Que Hacer,,,,,,,,,
VILANOVA OUTLET,https://www.turismo.gal/recurso/-/detalle/273247536/vilanova-outlet?langId=es_ES&tp=49&ctre=284,36620 Vilanova de Arousa - Pontevedra,Mercado singular,,,,Que Hacer,,,,,,,,,
VILLA OUBIÑA,https://www.turismo.gal/recurso/-/detalle/160202000010/villa-oubina?langId=es_ES&tp=72&ctre=154,"ORGODOMONTE , nº 14 36995 Poio - Pontevedra",Empresas de actividades de aventura o naturaleza,,,,Que Hacer,,,,,,,,,
VOLTA MONTANA,https://www.turismo.gal/recurso/-/detalle/160506000014/volta-montana?langId=es_ES&tp=72&ctre=154,"Camino Rodollo, nº 1 36992 Poio - Pontevedra",Empresas de actividades de aventura o naturaleza,,+34 690 614 749,hello@voltamontana.com,Que Hacer,,,,,,,,,
WAKEBOARD,https://www.turismo.gal/recurso/-/detalle/170830000521/wakeboard?langId=es_ES&tp=85&ctre=172,"LG. OITAVEN DE ABAIXO, nº 22 36848 Fornelos de Montes - Pontevedra",Empresas de actividades deportivas,,,,Que Hacer,,,,,,,,,
WELCOME AT VIGO,https://www.turismo.gal/recurso/-/detalle/nr-po-000394/welcome-at-vigo?langId=es_ES&tp=85&ctre=172,"PRAZA DE PORTUGAL, 2 - 9A 0 Vigo - Pontevedra",Empresas de actividades deportivas,,,,Que Hacer,,,,,,,,,
XABIER DE SOUSA,https://www.turismo.gal/recurso/-/detalle/280376659/xabier-de-sousa?langId=es_ES&tp=55&ctre=1000141,"Chile, nº 4 36202 Vigo - Pontevedra",Talleres artesanales,,,gravado@xabierdesousa.com,Que Hacer,,,,,,,,,
XACARANDAINA ACTIV. NAUT. E MADIOAMBIENTAIS,https://www.turismo.gal/recurso/-/detalle/nr-po-000342/xacarandaina-activ.-naut.-e-madioambientais?langId=es_ES&tp=85&ctre=172,"AVD. MOAÑA, 17 - 2º - D 0 Cangas - Pontevedra",Empresas de actividades deportivas,,,,Que Hacer,,,,,,,,,
XUNTANZA CABALAR,https://www.turismo.gal/recurso/-/detalle/35250/xuntanza-cabalar?langId=es_ES&tp=49&ctre=285,Lg. Recinto Ferial 36530 Rodeiro - Pontevedra,Muestras,,,,Que Hacer,,,,,,,,,
ZIMZELATUM,https://www.turismo.gal/recurso/-/detalle/35816/zimzelatum?langId=es_ES&tp=55&ctre=1000141,nº 5 36380 Gondomar - Pontevedra,Talleres artesanales,,+34 986 363 345,zimzelatum@hotmail.com,Que Hacer,,,,,,,,,
A ARMONA,https://www.turismo.gal/recurso/-/detalle/267683281/a-armona?langId=es_ES&tp=3&ctre=15,A Guarda - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A BARROSA,https://www.turismo.gal/recurso/-/detalle/9721/a-barrosa?langId=es_ES&tp=3&ctre=15,36988 O Grove - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A BORNA,https://www.turismo.gal/recurso/-/detalle/10494/a-borna?langId=es_ES&tp=3&ctre=15,36955 Moaña - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A BRAÑA,https://www.turismo.gal/recurso/-/detalle/10098/a-brana?langId=es_ES&tp=3&ctre=15,36629 Vilanova de Arousa - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A BURACA,https://www.turismo.gal/recurso/-/detalle/10511/a-buraca?langId=es_ES&tp=3&ctre=15,36390 Vigo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A CABALGADA,https://www.turismo.gal/recurso/-/detalle/271013161/a-cabalgada?langId=es_ES&tp=3&ctre=15,Vilanova de Arousa - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A CABECIÑA,https://www.turismo.gal/recurso/-/detalle/280381940/a-cabecina?langId=es_ES&tp=4&ctre=17,36794 Oia - Pontevedra,Mirador,,,,Que visitar,,,,,,,,,
A CANTEIRA,https://www.turismo.gal/recurso/-/detalle/267912587/a-canteira?langId=es_ES&tp=3&ctre=15,A Illa de Arousa - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A CARIXA,https://www.turismo.gal/recurso/-/detalle/280381668/a-carixa?langId=es_ES&tp=4&ctre=16,36580 Vila de Cruces - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
A CELESTINA,https://www.turismo.gal/recurso/-/detalle/6804/a-celestina?langId=es_ES&tp=9&ctre=39,"Calle Praza, nº 2 36980 O Grove - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,
,https://www.turismo.gal/recurso/-/detalle/267683281/a-armona?langId=es_ES&tp=3&ctre=15,,,,,,Que visitar,,,,,,,,,
,https://www.turismo.gal/recurso/-/detalle/9721/a-barrosa?langId=es_ES&tp=3&ctre=15,,,,,,Que visitar,,,,,,,,,
,https://www.turismo.gal/recurso/-/detalle/10494/a-borna?langId=es_ES&tp=3&ctre=15,,,,,,Que visitar,,,,,,,,,
,https://www.turismo.gal/recurso/-/detalle/10098/a-brana?langId=es_ES&tp=3&ctre=15,,,,,,Que visitar,,,,,,,,,
,https://www.turismo.gal/recurso/-/detalle/10511/a-buraca?langId=es_ES&tp=3&ctre=15,,,,,,Que visitar,,,,,,,,,
,https://www.turismo.gal/recurso/-/detalle/271013161/a-cabalgada?langId=es_ES&tp=3&ctre=15,,,,,,Que visitar,,,,,,,,,
,https://www.turismo.gal/recurso/-/detalle/280381940/a-cabecina?langId=es_ES&tp=4&ctre=17,,,,,,Que visitar,,,,,,,,,
A LANZADA,https://www.turismo.gal/recurso/-/detalle/9739/a-lanzada?langId=es_ES&tp=3&ctre=15,Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A LAPA,https://www.turismo.gal/recurso/-/detalle/9743/a-lapa?langId=es_ES&tp=3&ctre=15,36990 Sanxenxo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A LAVAGUEIRA,https://www.turismo.gal/recurso/-/detalle/9728/a-lavagueira?langId=es_ES&tp=3&ctre=15,36989 O Grove - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A LAXE DAS LEBRES,https://www.turismo.gal/recurso/-/detalle/231211000089/a-laxe-das-lebres?langId=es_ES&tp=11&ctre=67,Calle Illa Canosa 36163 Poio - Pontevedra,Petroglifo,,,,Que visitar,,,,,,,,,
A MADORRA,https://www.turismo.gal/recurso/-/detalle/10519/a-madorra?langId=es_ES&tp=3&ctre=15,36340 Nigrán - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A MOSQUEIRA,https://www.turismo.gal/recurso/-/detalle/272104461/a-mosqueira?langId=es_ES&tp=3&ctre=15,Moaña - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A MOUTA,https://www.turismo.gal/recurso/-/detalle/268518231/a-mouta?langId=es_ES&tp=3&ctre=15,Cambados - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A PENEDA,https://www.turismo.gal/recurso/-/detalle/16687/a-peneda?langId=es_ES&tp=4&ctre=17,36691 Soutomaior - Pontevedra,Mirador,,,,Que visitar,,,,,,,,,
A PONTE NORTE,https://www.turismo.gal/recurso/-/detalle/16353/a-ponte-norte?langId=es_ES&tp=3&ctre=15,36991 O Grove - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A PONTE SUR,https://www.turismo.gal/recurso/-/detalle/16354/a-ponte-sur?langId=es_ES&tp=3&ctre=15,36991 O Grove - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A POZA,https://www.turismo.gal/recurso/-/detalle/16340/a-poza?langId=es_ES&tp=3&ctre=15,36988 O Grove - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A POZA DO CABALO,https://www.turismo.gal/recurso/-/detalle/280381566/a-poza-do-cabalo?langId=es_ES&tp=4&ctre=16,36474 Salceda de Caselas - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
A PUNTA,https://www.turismo.gal/recurso/-/detalle/17431/a-punta?langId=es_ES&tp=3&ctre=15,Vigo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A PUNTA - CESANTES,https://www.turismo.gal/recurso/-/detalle/10124/a-punta-cesantes?langId=es_ES&tp=3&ctre=15,Redondela - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A RAMALLOSA,https://www.turismo.gal/recurso/-/detalle/16877/a-ramallosa?langId=es_ES&tp=1&ctre=9,Pontevedra,ZEC,Red natura 2000,,,Que visitar,,,,,,,,,
A RIBEIRA,https://www.turismo.gal/recurso/-/detalle/10522/a-ribeira?langId=es_ES&tp=3&ctre=15,36300 Baiona - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A ROIBA,https://www.turismo.gal/recurso/-/detalle/11393/a-roiba?langId=es_ES&tp=3&ctre=15,36939 Bueu - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A SOBREIRA,https://www.turismo.gal/recurso/-/detalle/268731183/a-sobreira?langId=es_ES&tp=3&ctre=15,Vigo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A SOLDADA,https://www.turismo.gal/recurso/-/detalle/280381358/a-soldada?langId=es_ES&tp=4&ctre=16,36120 Cerdedo-Cotobade - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
A SOLDADA,https://www.turismo.gal/recurso/-/detalle/280381359/a-soldada?langId=es_ES&tp=4&ctre=17,36120 Cerdedo-Cotobade - Pontevedra,Mirador,,,,Que visitar,,,,,,,,,
A TESTADA,https://www.turismo.gal/recurso/-/detalle/268786389/a-testada?langId=es_ES&tp=3&ctre=15,36945 Cangas - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A TULLA,https://www.turismo.gal/recurso/-/detalle/10460/a-tulla?langId=es_ES&tp=3&ctre=15,36939 Bueu - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
A XUNQUEIRA,https://www.turismo.gal/recurso/-/detalle/10142/a-xunqueira?langId=es_ES&tp=3&ctre=15,Moaña - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
ABELEIRAS,https://www.turismo.gal/recurso/-/detalle/268805671/abeleiras?langId=es_ES&tp=3&ctre=15,O Grove - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
ACUARIO DE O GROVE,https://www.turismo.gal/recurso/-/detalle/31311/acuario-de-o-grove?langId=es_ES&tp=63&ctre=21,"Punta Moreiras, nº s/n 36989 O Grove - Pontevedra",Acuario,,+34 986 732 327,reservas@acuariodogrove.es,Que visitar,,,,,,,,,
ADREIRA (ILLA DE TAMBO),https://www.turismo.gal/recurso/-/detalle/268792271/adreira-illa-de-tambo-?langId=es_ES&tp=3&ctre=15,Poio - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AGRELO,https://www.turismo.gal/recurso/-/detalle/35884/agrelo?langId=es_ES&tp=3&ctre=15,Bueu - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AGUETE,https://www.turismo.gal/recurso/-/detalle/10140/aguete?langId=es_ES&tp=3&ctre=15,36913 Marín - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AGUIUNCHO,https://www.turismo.gal/recurso/-/detalle/268268582/aguiuncho?langId=es_ES&tp=3&ctre=15,A Illa de Arousa - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
ALADA,https://www.turismo.gal/recurso/-/detalle/268767031/alada?langId=es_ES&tp=3&ctre=15,36945 Cangas - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
ALAMEDA DE A ESTRADA,https://www.turismo.gal/recurso/-/detalle/28354/alameda-de-a-estrada?langId=es_ES&tp=5&ctre=19,Plaza de La Constitución s/n 36680 A Estrada - Pontevedra,Jardín,,,,Que visitar,,,,,,,,,
ALAMEDA E XARDÍNS DE VICENTI,https://www.turismo.gal/recurso/-/detalle/30880/alameda-e-xardins-de-vicenti?langId=es_ES&tp=5&ctre=18,Gran Vía de Montero Ríos 36001 Pontevedra - Pontevedra,Parque,,,,Que visitar,,,,,,,,,
ALDEA DE A PONTE,https://www.turismo.gal/recurso/-/detalle/21480/aldea-de-a-ponte?langId=es_ES&tp=10&ctre=63,36556 Forcarei - Pontevedra,Conjunto singular,,,,Que visitar,,,,,,,,,
ALDEA DE ANDÓN,https://www.turismo.gal/recurso/-/detalle/21481/aldea-de-andon?langId=es_ES&tp=10&ctre=63,36556 Forcarei - Pontevedra,Conjunto singular,,,,Que visitar,,,,,,,,,
ALDEA DE FILGUEIRA,https://www.turismo.gal/recurso/-/detalle/21454/aldea-de-filgueira?langId=es_ES&tp=10&ctre=63,36116 Cerdedo-Cotobade - Pontevedra,Conjunto singular,,,,Que visitar,,,,,,,,,
ALDEA DE FRAGUAS,https://www.turismo.gal/recurso/-/detalle/21452/aldea-de-fraguas?langId=es_ES&tp=10&ctre=63,36116 Cerdedo-Cotobade - Pontevedra,Conjunto singular,,,,Que visitar,,,,,,,,,
ALDEA DE GROBAS,https://www.turismo.gal/recurso/-/detalle/21459/aldea-de-grobas?langId=es_ES&tp=10&ctre=63,36556 Forcarei - Pontevedra,Conjunto singular,,,,Que visitar,,,,,,,,,
ALDEA DE PEDRE,https://www.turismo.gal/recurso/-/detalle/21453/aldea-de-pedre?langId=es_ES&tp=10&ctre=63,36139 Cerdedo-Cotobade - Pontevedra,Conjunto singular,,,,Que visitar,,,,,,,,,
ALDEA DE SERRAPIO,https://www.turismo.gal/recurso/-/detalle/21455/aldea-de-serrapio?langId=es_ES&tp=10&ctre=63,36139 Cerdedo-Cotobade - Pontevedra,Conjunto singular,,,,Que visitar,,,,,,,,,
ALPENDRE DE SANTA MARÍA DE DARBO,https://www.turismo.gal/recurso/-/detalle/21447/alpendre-de-santa-maria-de-darbo?langId=es_ES&tp=10&ctre=63,36949 Cangas - Pontevedra,Conjunto singular,,,,Que visitar,,,,,,,,,
ALVARIZA DE SAN BARTOLOMEU DE PEREIRA,https://www.turismo.gal/recurso/-/detalle/3860/alvariza-de-san-bartolomeu-de-pereira?langId=es_ES&tp=10&ctre=50,36557 Forcarei - Pontevedra,"""Alvariza""",,,,Que visitar,,,,,,,,,
ALVARIZA DO CANDÁN,https://www.turismo.gal/recurso/-/detalle/17326/alvariza-do-candan?langId=es_ES&tp=10&ctre=50,36556 Forcarei - Pontevedra,"""Alvariza""",,,,Que visitar,,,,,,,,,
ALVARIZA EN A FREIXEIRA,https://www.turismo.gal/recurso/-/detalle/17327/alvariza-en-a-freixeira?langId=es_ES&tp=10&ctre=50,36556 Forcarei - Pontevedra,"""Alvariza""",,,,Que visitar,,,,,,,,,
ALVARIZA EN A ROCHELA,https://www.turismo.gal/recurso/-/detalle/17328/alvariza-en-a-rochela?langId=es_ES&tp=10&ctre=50,36556 Forcarei - Pontevedra,"""Alvariza""",,,,Que visitar,,,,,,,,,
ANCORADOURO,https://www.turismo.gal/recurso/-/detalle/10463/ancoradouro?langId=es_ES&tp=3&ctre=15,36939 Bueu - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
ANTIGA CASA DO CONCELLO DE VIGO,https://www.turismo.gal/recurso/-/detalle/26731/antiga-casa-do-concello-de-vigo?langId=es_ES&tp=9&ctre=39,Plaza da Constitución 36202 Vigo - Pontevedra,Edificio singular,,,,Que visitar,,,,,,,,,
ANTIGO COLEXIO DOS XESUÍTAS,https://www.turismo.gal/recurso/-/detalle/181130000338/antigo-colexio-dos-xesuitas?langId=es_ES&tp=9&ctre=39,36788 A Guarda - Pontevedra,Edificio singular,,,,Que visitar,,,,,,,,,
ANTIGO EDIFICIO DA CAIXA DE AFORROS,https://www.turismo.gal/recurso/-/detalle/26650/antigo-edificio-da-caixa-de-aforros?langId=es_ES&tp=9&ctre=39,"Calle Velázquez Moreno, nº 53 36202 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,
ANTIGO MERCADO POPULAR. PENDELLOS DE A GOLADA,https://www.turismo.gal/recurso/-/detalle/28478/antigo-mercado-popular.-pendellos-de-a-golada?langId=es_ES&tp=7&ctre=27,36520 Agolada - Pontevedra,Conjunto histórico,,,,Que visitar,,,,,,,,,
ARAUCARIA DO BRASIL,https://www.turismo.gal/recurso/-/detalle/190531000584/araucaria-do-brasil?langId=es_ES&tp=40003930&ctre=40000140,Caldas de Reis - Pontevedra,Naturaleza en el Camino,,,,Que visitar,,,,,,,,,
AREA BRAVA,https://www.turismo.gal/recurso/-/detalle/10478/area-brava?langId=es_ES&tp=3&ctre=15,36945 Cangas - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AREA COVA,https://www.turismo.gal/recurso/-/detalle/10469/area-cova?langId=es_ES&tp=3&ctre=15,36945 Cangas - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AREA DA BARCA,https://www.turismo.gal/recurso/-/detalle/9790/area-da-barca?langId=es_ES&tp=3&ctre=15,36992 Poio - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AREA DA CRUZ,https://www.turismo.gal/recurso/-/detalle/9726/area-da-cruz?langId=es_ES&tp=3&ctre=15,36988 O Grove - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AREA DA ILLA (ILLA DE TAMBO),https://www.turismo.gal/recurso/-/detalle/268792289/area-da-illa-illa-de-tambo-?langId=es_ES&tp=3&ctre=15,Poio - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AREA DAS PIPAS,https://www.turismo.gal/recurso/-/detalle/9693/area-das-pipas?langId=es_ES&tp=3&ctre=15,36988 O Grove - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AREA DE BON,https://www.turismo.gal/recurso/-/detalle/10464/area-de-bon?langId=es_ES&tp=3&ctre=15,36939 Bueu - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AREA DE REBOREDO,https://www.turismo.gal/recurso/-/detalle/16351/area-de-reboredo?langId=es_ES&tp=3&ctre=15,36988 O Grove - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO A FERVENZA DA TOXA,https://www.turismo.gal/recurso/-/detalle/7067/area-de-recreo-a-fervenza-da-toxa?langId=es_ES&tp=4&ctre=16,36589 Silleda - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO ARCOS DA CONDESA,https://www.turismo.gal/recurso/-/detalle/16625/area-de-recreo-arcos-da-condesa?langId=es_ES&tp=4&ctre=16,Caldas de Reis - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO AS ERMITAS,https://www.turismo.gal/recurso/-/detalle/16603/area-de-recreo-as-ermitas?langId=es_ES&tp=4&ctre=16,A Lama - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO AS MARIÑAS,https://www.turismo.gal/recurso/-/detalle/280381943/area-de-recreo-as-marinas?langId=es_ES&tp=4&ctre=16,36794 Oia - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO CARBALLEIRA DO CACHARADO,https://www.turismo.gal/recurso/-/detalle/16478/area-de-recreo-carballeira-do-cacharado?langId=es_ES&tp=4&ctre=16,Campo de la feria A Cañiza - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO DA PONTE NOVA,https://www.turismo.gal/recurso/-/detalle/16642/area-de-recreo-da-ponte-nova?langId=es_ES&tp=4&ctre=16,Moraña - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO DA PRAIA FLUVIAL CERDEDO,https://www.turismo.gal/recurso/-/detalle/20229/area-de-recreo-da-praia-fluvial-cerdedo?langId=es_ES&tp=4&ctre=16,36130 Cerdedo-Cotobade - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO DE A BOUZA,https://www.turismo.gal/recurso/-/detalle/16643/area-de-recreo-de-a-bouza?langId=es_ES&tp=4&ctre=16,Moraña - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO DE MAGÁN,https://www.turismo.gal/recurso/-/detalle/16575/area-de-recreo-de-magan?langId=es_ES&tp=4&ctre=16,36670 Cuntis - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO DE MONDARIZ PRAIA DO VAL,https://www.turismo.gal/recurso/-/detalle/16445/area-de-recreo-de-mondariz-praia-do-val?langId=es_ES&tp=4&ctre=16,Mondariz - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO DE O POUSADOURO,https://www.turismo.gal/recurso/-/detalle/16474/area-de-recreo-de-o-pousadouro?langId=es_ES&tp=4&ctre=16,As Neves - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO DE PARADA DE ACHAS,https://www.turismo.gal/recurso/-/detalle/16484/area-de-recreo-de-parada-de-achas?langId=es_ES&tp=4&ctre=16,36887 A Cañiza - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO DE PONTE TABOADA,https://www.turismo.gal/recurso/-/detalle/16578/area-de-recreo-de-ponte-taboada?langId=es_ES&tp=4&ctre=16,36543 Silleda - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO DO RÍO DEVA,https://www.turismo.gal/recurso/-/detalle/16654/area-de-recreo-do-rio-deva?langId=es_ES&tp=4&ctre=16,36430 Arbo - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO DOLMEN-CRUCEIRO DAS PEDRAS,https://www.turismo.gal/recurso/-/detalle/16557/area-de-recreo-dolmen-cruceiro-das-pedras?langId=es_ES&tp=4&ctre=16,36890 Mondariz-Balneario - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO LAGO DE CASTIÑEIRAS,https://www.turismo.gal/recurso/-/detalle/11054/area-de-recreo-lago-de-castineiras?langId=es_ES&tp=4&ctre=16,Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO MONTE ALOIA,https://www.turismo.gal/recurso/-/detalle/10866/area-de-recreo-monte-aloia?langId=es_ES&tp=4&ctre=16,36712 Tui - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO O CAMPO DE FÚTBOL DE TORROÑA,https://www.turismo.gal/recurso/-/detalle/280381945/area-de-recreo-o-campo-de-futbol-de-torrona?langId=es_ES&tp=4&ctre=16,36779 Oia - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO PARQUE DA MOA,https://www.turismo.gal/recurso/-/detalle/11063/area-de-recreo-parque-da-moa?langId=es_ES&tp=4&ctre=16,36580 Vila de Cruces - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO PENA DE FRANCIA,https://www.turismo.gal/recurso/-/detalle/16576/area-de-recreo-pena-de-francia?langId=es_ES&tp=4&ctre=16,36518 Dozón - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA DE RECREO VILASOBROSO,https://www.turismo.gal/recurso/-/detalle/16447/area-de-recreo-vilasobroso?langId=es_ES&tp=4&ctre=16,Mondariz - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
AREA DE SECADA,https://www.turismo.gal/recurso/-/detalle/10092/area-de-secada?langId=es_ES&tp=3&ctre=15,36626 A Illa de Arousa - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AREA DOS CANS (ILLA DE ONS),https://www.turismo.gal/recurso/-/detalle/11378/area-dos-cans-illa-de-ons-?langId=es_ES&tp=3&ctre=15,36939 Bueu - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AREA FOFA,https://www.turismo.gal/recurso/-/detalle/268643524/area-fofa?langId=es_ES&tp=3&ctre=15,Nigrán - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AREA GRANDE,https://www.turismo.gal/recurso/-/detalle/10526/area-grande?langId=es_ES&tp=3&ctre=15,36780 A Guarda - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AREA GRANDE,https://www.turismo.gal/recurso/-/detalle/9700/area-grande?langId=es_ES&tp=3&ctre=15,36988 O Grove - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AREA GRANDE DO MIXUEIRO (ILLAS CÍES),https://www.turismo.gal/recurso/-/detalle/268739511/area-grande-do-mixueiro-illas-cies-?langId=es_ES&tp=3&ctre=15,Vigo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AREA MILLA,https://www.turismo.gal/recurso/-/detalle/10486/area-milla?langId=es_ES&tp=3&ctre=15,36949 Cangas - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
"ÁREA RECREATIVA ""O ABESEIRO""",https://www.turismo.gal/recurso/-/detalle/280381698/area-recreativa-o-abeseiro-?langId=es_ES&tp=4&ctre=16,36597 Vila de Cruces - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA RECREATIVA A FREIXA,https://www.turismo.gal/recurso/-/detalle/16439/area-recreativa-a-freixa?langId=es_ES&tp=4&ctre=16,36866 Ponteareas - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA RECREATIVA A FREIXEIRA,https://www.turismo.gal/recurso/-/detalle/3760/area-recreativa-a-freixeira?langId=es_ES&tp=4&ctre=16,Forcarei - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA RECREATIVA DA PARADANTA,https://www.turismo.gal/recurso/-/detalle/16599/area-recreativa-da-paradanta?langId=es_ES&tp=4&ctre=16,A Cañiza - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA RECREATIVA DA PIEDADE,https://www.turismo.gal/recurso/-/detalle/16600/area-recreativa-da-piedade?langId=es_ES&tp=4&ctre=16,A Cañiza - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
