nombre,link,direccion,tipo,categoria,telefono,email,coordenadas,web,clasificación,situacion_caminos_de_santiago,tipos_de_servicios,salones,servicios_enoturismo,situacion_visitas
VIAJES HALCÓN,https://www.turismo.gal/recurso/-/detalle/4273/viajes-halcon?langId=es_ES&tp=73&ctre=153,"R/ DOMINGO BUENO, 4 36400 O Porriño - Pontevedra",Agencia de viajes,,+34 986 337 641,halcon055@halcon-viajes.es,"42º 09' 39.7"" N - 8º 37' 09.9"" W",http://www.halconviajes.com/,Grupo: Mayorista-Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Camino Portugués,,,,
VIAJES HALCÓN,https://www.turismo.gal/recurso/-/detalle/5612/viajes-halcon?langId=es_ES&tp=73&ctre=153,"R/ WENCESLAO CALVO GARRA, 3 36500 Lalín - Pontevedra",Agencia de viajes,,+34 986 784 759,halcon422@halcon-viajes.es,"42º 39' 43.0"" N - 8º 06' 41.1"" W",http://www.halconviajes.com/,Grupo: Mayorista-Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Camino de Invierno | Vía de la Plata,,,,
VIAJES HALCÓN,https://www.turismo.gal/recurso/-/detalle/xg-po-000116/viajes-halcon?langId=es_ES&tp=73&ctre=153,"PRAZA DA INDEPENDENCIA, 3 36202 Vigo - Pontevedra",Agencia de viajes,,,,,,Grupo: Mayorista-Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Camino Portugués de la costa,,,,
VIAJES HALCÓN,https://www.turismo.gal/recurso/-/detalle/xg-po-000383/viajes-halcon?langId=es_ES&tp=73&ctre=153,"RÚA CORUÑA, 26 0 Vigo - Pontevedra",Agencia de viajes,,,,,,Grupo: Mayorista-Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Camino Portugués de la costa,,,,
VIAJES HALCÓN,https://www.turismo.gal/recurso/-/detalle/xg-po-000440/viajes-halcon?langId=es_ES&tp=73&ctre=153,"PRAZA SAN JOSÉ, 1 0 Pontevedra - Pontevedra",Agencia de viajes,,,,,,Grupo: Mayorista-Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Camino Portugués | Camino Portugués de la costa,,,,
"VIAJES LIRA, S.L.",https://www.turismo.gal/recurso/-/detalle/332/viajes-lira-s.l.?langId=es_ES&tp=73&ctre=153,"ROSALÍA DE CASTRO, 42 - BAIXO 36201 Vigo - Pontevedra",Agencia de viajes,,+34 986 434 345,info@viajeslira.com,"42º 14' 15.6"" N - 8º 43' 01.0"" W",http://www.viajeslira.com/,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués de la costa,,,,
VIAJES LÚA,https://www.turismo.gal/recurso/-/detalle/33268/viajes-lua?langId=es_ES&tp=73&ctre=153,"Avenida de Marín, nº 25 36930 Bueu - Pontevedra",Agencia de viajes,,+34 986 390 049,mvmasesoriabueu@gmail.com,"42º 19' 40.6"" N - 8º 46' 47.2"" W",,Grupo: Minorista | Tipo agencia: Casa matriz,,,,,
VIAJES LUAMAR,https://www.turismo.gal/recurso/-/detalle/315/viajes-luamar?langId=es_ES&tp=73&ctre=153,"AVDA. GARCÍA BARBÓN, 54 ENTRECHÁN A 0 Vigo - Pontevedra",Agencia de viajes,,+34 986 222 022,luamar@luamar.com,"42º 14' 12.1"" N - 8º 42' 49.8"" W",http://www.luamar.com/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,Camino Portugués de la costa,,,,
VIAJES LYLA,https://www.turismo.gal/recurso/-/detalle/280377234/viajes-lyla?langId=es_ES&tp=73&ctre=153,"ESTRADA PORTOCABEIO, 22 BAIXO 0 Redondela - Pontevedra",Agencia de viajes,,+34 986 486 458,info@viajeslyla.es,"42º 14' 38.0"" N - 8º 37' 42.7"" W",,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués | Camino Portugués de la costa,,,,
VIAJES MARGALI,https://www.turismo.gal/recurso/-/detalle/31714/viajes-margali?langId=es_ES&tp=73&ctre=153,"Calle Ecuador, nº 14 36203 Vigo - Pontevedra",Agencia de viajes,,,viajesmargali@viajesmargali.com,"42º 13' 58.6"" N - 8º 43' 05.8"" W",http://www.viajesmargali.com/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,Camino Portugués de la costa,,,,
VIAJES MARLUSA,https://www.turismo.gal/recurso/-/detalle/xg-po-000119/viajes-marlusa?langId=es_ES&tp=73&ctre=153,"TRAVESÍA DE VIGO, 13 36206 Vigo - Pontevedra",Agencia de viajes,,,,,,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués de la costa,,,,
VIAJES MILLAN,https://www.turismo.gal/recurso/-/detalle/36415/viajes-millan?langId=es_ES&tp=73&ctre=153,"CAPELA, nº 10 36636 Ribadumia - Pontevedra",Agencia de viajes,,+34 986 716 343,administracion@viajesmillan.com,"42º 30' 05.2"" N - 8º 46' 09.2"" W",,Grupo: Minorista | Tipo agencia: Casa matriz,Ruta del Mar de Arousa y Ulla,,,,
VIAJES OCEANO TOURS,https://www.turismo.gal/recurso/-/detalle/250721000467/viajes-oceano-tours?langId=es_ES&tp=73,"Avenida Pizarro, nº 44 36204 Vigo - Pontevedra",Agencias de viajes,,,isaacouzandes@gmail.com,,,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,,,,,
VIAJES P TRAVEL,https://www.turismo.gal/recurso/-/detalle/190403000042/viajes-p-travel?langId=es_ES&tp=73&ctre=153,Polígono industrial de Lalín 2000 - parcela P 2 - nave 3 36500 Lalín - Pontevedra,Agencia de viajes,,,info@autocarespresas.com,,,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,Camino de Invierno | Vía de la Plata,,,,
"VIAJES PLANSTURTUI, S.L.",https://www.turismo.gal/recurso/-/detalle/265263254/viajes-plansturtui-s.l.?langId=es_ES&tp=73&ctre=153,"Calle Calvo Sotelo, nº 20 36700 Tui - Pontevedra",Agencia de viajes,,+34 986 610 353,tui@planstur.com,"42º 02' 12.0"" N - 8º 39' 38.0"" W",,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués,,,,
VIAJES PONTUS VETERIS,https://www.turismo.gal/recurso/-/detalle/180115000108/viajes-pontus-veteris?langId=es_ES&tp=73&ctre=153,"Calle Peregrina, nº 14 36001 Pontevedra - Pontevedra",Agencia de viajes,,,viajespontusveteris@gmail.com,,,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,Camino Portugués | Camino Portugués de la costa,,,,
"VIAJES QUENLLA, S.L.",https://www.turismo.gal/recurso/-/detalle/xg-po-000080/viajes-quenlla-s.l.?langId=es_ES&tp=73&ctre=153,"Rúa Areal, nº 42 36201 Vigo - Pontevedra",Agencia de viajes,,,,,http://www.quenlla.com/,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués de la costa,,,,
VIAJES RASCADO MARÍN,https://www.turismo.gal/recurso/-/detalle/150721000102/viajes-rascado-marin?langId=es_ES&tp=73&ctre=153,"Plaza Praza de España, nº 1 36900 Marín - Pontevedra",Agencia de viajes,,+34 986 884 064,marin@viajesrascado.com,,,Grupo: Minorista | Tipo agencia: Casa matriz,,,,,
"VIAJES RASCADO, S.L.U.",https://www.turismo.gal/recurso/-/detalle/283/viajes-rascado-s.l.u.?langId=es_ES&tp=73&ctre=153,"Calle Peregrina, nº 33 36003 Pontevedra - Pontevedra",Agencia de viajes,,+34 986 853 006,administracion@viajesrascado.com,"42º 25' 50.5"" N - 8º 38' 46.7"" W",http://www.viajesrascado.com/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,Camino Portugués | Camino Portugués de la costa,,,,
VIAJES RUTA NORTE,https://www.turismo.gal/recurso/-/detalle/211122000179/viajes-ruta-norte-?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,viajesrutanorte@gmail.com,,https://viajesrutanorte.group-team.com/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,Ruta del Mar de Arousa y Ulla,,,,
VIAJES SALNES,https://www.turismo.gal/recurso/-/detalle/16316/viajes-salnes?langId=es_ES&tp=73&ctre=153,"A LANZADA, nº 32 36970 Sanxenxo - Pontevedra",Agencia de viajes,,+34 986 104 824,,"42º 24' 21.6"" N - 8º 51' 08.7"" W",http://www.reservassanxenxo.com/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz,Ruta del Mar de Arousa y Ulla,,,Regalo | Visitas guiadas,50
"VIAJES SAMPAIO, S.L.",https://www.turismo.gal/recurso/-/detalle/277/viajes-sampaio-s.l.?langId=es_ES&tp=73&ctre=153,"PEREGRINA, 6 - BAIXO 36680 A Estrada - Pontevedra",Agencia de viajes,,+34 986 570 404,,"42º 41' 22.9"" N - 8º 29' 29.9"" W",,Grupo: Minorista | Tipo agencia: Casa matriz,Camino de Invierno | Vía de la Plata,,,,
VIAJES SANTI,https://www.turismo.gal/recurso/-/detalle/170220000062/viajes-santi?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,info@viajessanti.com,,http://www.viajessanti.com/,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,,,,,
VIAJES ST SANXENXO,https://www.turismo.gal/recurso/-/detalle/35893/viajes-st-sanxenxo?langId=es_ES&tp=73&ctre=153,"CARBALLEIRA, 15 - B EDIFICIO A XUVENTUDE 36630 Cambados - Pontevedra",Agencia de viajes,,+34 986 524 520,,"42º 30' 54.6"" N - 8º 48' 45.3"" W",,Grupo: Minorista | Tipo agencia: Casa matriz,Ruta del Mar de Arousa y Ulla,,,,
VIAJES SUSAVILA,https://www.turismo.gal/recurso/-/detalle/240305000066/viajes-susavila?langId=es_ES&tp=73&ctre=153,"Calle San Antón, nº 22 36680 A Estrada - Pontevedra",Agencia de viajes,,,info@viajessusavila.com,,,Grupo: Minorista | Tipo agencia: Sucursal de una casa matriz en Galicia | Modalidad: Agencias de viajes con establecimiento físico,Vía de la Plata,,,,
VIAJES SUSAVILA,https://www.turismo.gal/recurso/-/detalle/240507000135/viajes-susavila?langId=es_ES&tp=73&ctre=153,"Calle San Luis, nº 7 36640 Pontecesures - Pontevedra",Agencia de viajes,,,INFO@VIAJESSUSAVILA.COM,,,Grupo: Minorista | Tipo agencia: Sucursal de una casa matriz en Galicia | Modalidad: Agencias de viajes con establecimiento físico,Camino Portugués | Ruta del Mar de Arousa y Ulla,,,,
VIAJES TALIÓN,https://www.turismo.gal/recurso/-/detalle/280381194/viajes-talion?langId=es_ES&tp=73&ctre=153,"Calle José Regojo, nº 31 36800 Redondela - Pontevedra",Agencia de viajes,,+34 986 931 753,talion@viajestalion.com,,,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,Camino Portugués | Camino Portugués de la costa,,,,
VIAJES TRAVELMAKERS,https://www.turismo.gal/recurso/-/detalle/160322000126/viajes-travelmakers?langId=es_ES&tp=73&ctre=153,"GENARO BORRÁS, nº 2 36210 Vigo - Pontevedra",Agencia de viajes,,+34 986 913 051,s.martinez@travelmakers.es,,,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués de la costa,,,,
VIAJES TURISTOURS,https://www.turismo.gal/recurso/-/detalle/36117/viajes-turistours?langId=es_ES&tp=73&ctre=153,"R/ Castelao, 5 baixo 36680 A Estrada - Pontevedra",Agencia de viajes,,+34 986 592 531,viaxesturistours@gmail.com,"42º 41' 52.3"" N - 8º 14' 48.8"" W",,Grupo: Minorista | Tipo agencia: Casa matriz,Camino de Invierno | Vía de la Plata,,,,
VIAJES VAL MIÑOR,https://www.turismo.gal/recurso/-/detalle/260636382/viajes-val-minor?langId=es_ES&tp=73&ctre=153,"Calle Julián Valverde, nº 31 36393 Baiona - Pontevedra",Agencia de viajes,,+34 986 386 102,info@viajesvalminor.com,"42º 06' 45.9"" N - 8º 49' 04.0"" W",http://www.viajesvalminor.com/,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués de la costa,,,,
VIAJES VIABUS TRAVEL,https://www.turismo.gal/recurso/-/detalle/266431627/viajes-viabus-travel?langId=es_ES&tp=73&ctre=153,SINEIRO 20 36980 O Grove - Pontevedra,Agencia de viajes,,+34 986 732 336,ventas1@viabustravel.com,"42º 29' 24.0"" N - 8º 52' 00.9"" W",http://viabustravel.es/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz,Ruta del Mar de Arousa y Ulla,,,,
VIAMAY TOURS,https://www.turismo.gal/recurso/-/detalle/261488266/viamay-tours?langId=es_ES&tp=73&ctre=153,"INFANTAS, 10, 2º 0 Cambados - Pontevedra",Agencia de viajes,,+34 986 531 902,info@viamaytours.com,"42º 30' 48.9"" N - 8º 48' 54.0"" W",http://www.viamaytours.com/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz,Ruta del Mar de Arousa y Ulla,,,,
VIATGES BELLVITGE,https://www.turismo.gal/recurso/-/detalle/230818000303/viatges-bellvitge?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,viatgesbellvitge364@gmail.com,,https://viatgesbellvitge.grupoairmet.com/,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,,,,,
VIAXES ARCADE,https://www.turismo.gal/recurso/-/detalle/240917000258/viaxes-arcade?langId=es_ES&tp=73,"Alameda Talo Río, nº 10 36690 Soutomaior - Pontevedra",Agencias de viajes,,,diananarcisoporto@gmail.com,,,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,Camino Portugués,,,,
VIAXES ARPA GALICIA,https://www.turismo.gal/recurso/-/detalle/230905000066/viaxes-arpa-galicia?langId=es_ES&tp=73&ctre=153,"Gran Vía, nº 132 36203 Vigo - Pontevedra",Agencia de viajes,,,angela@viaxesarpa.com,,,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,Camino Portugués de la costa,,,,
VIAXES DYSA,https://www.turismo.gal/recurso/-/detalle/34421/viaxes-dysa?langId=es_ES&tp=73&ctre=153,"Jaime Janer, nº 33 36900 Marín - Pontevedra",Agencia de viajes,,+34 886 202 251,reservas@viaxesdysa.com,"42º 23' 27.2"" N - 8º 42' 03.8"" W",,Grupo: Minorista | Tipo agencia: Casa matriz,,,,,
"VIAXES OTERO, S.L.",https://www.turismo.gal/recurso/-/detalle/275/viaxes-otero-s.l.?langId=es_ES&tp=73&ctre=153,"AVDA. VILAGARCÍA, 91 36630 Cambados - Pontevedra",Agencia de viajes,,+34 986 520 301,oteroviajes@grupoeuropa.com,"42º 31' 31.6"" N - 8º 48' 43.7"" W",http://www.grupoeuropa.com/,Grupo: Minorista | Tipo agencia: Casa matriz,Ruta del Mar de Arousa y Ulla,,,,
VIAXES TURGALIA,https://www.turismo.gal/recurso/-/detalle/280381946/viaxes-turgalia?langId=es_ES&tp=73&ctre=153,"CALVO SOTELO, 29-33 LOCAL 3 36680 A Estrada - Pontevedra",Agencia de viajes,,+34 986 571 681,,,,Grupo: Minorista | Tipo agencia: Casa matriz,Camino de Invierno | Vía de la Plata,,,,
VIBE TRAVEL DIFFERENT,https://www.turismo.gal/recurso/-/detalle/190409000136/vibe-travel-different?langId=es_ES&tp=73&ctre=153,"Calle Barcelona, nº 43 36203 Vigo - Pontevedra",Agencia de viajes,,986 192 052,info@vibeviajes.com,"42º 13' 31.4"" N - 8º 43' 26.7"" W",http://www.vibeviajes.com/,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,Camino Portugués de la costa,,,,
VIGO LINEA TOURS,https://www.turismo.gal/recurso/-/detalle/240304000041/vigo-linea-tours?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,paolagonza13@gmail.com,,"http://www,vigo.lineatours.com/",Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,Camino Portugués | Camino Portugués de la costa,,,,
VILATOURS,https://www.turismo.gal/recurso/-/detalle/190520000291/vilatours?langId=es_ES&tp=73&ctre=153,"Praza de España, nº 9 36600 Vilagarcía de Arousa - Pontevedra",Agencia de viajes,,+34 986 189 465,info@vila-tours.com,,,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,Ruta del Mar de Arousa y Ulla,,,,
VIO VIAJES,https://www.turismo.gal/recurso/-/detalle/28954/vio-viajes?langId=es_ES&tp=73&ctre=153,"SERAFÍN AVENDAÑO, 15 36201 Vigo - Pontevedra",Agencia de viajes,,+34 986 441 678,info@vioviajes.com,"42º 14' 13.8"" N - 8º 42' 45.1"" W",,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz,Camino Portugués de la costa,,,,
VIP WAY TRAVEL,https://www.turismo.gal/recurso/-/detalle/250714000329/vip-way-travel?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,,,https://www.vipwaytravel.com/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,,,,,
VIRAVOLTA VIAJES,https://www.turismo.gal/recurso/-/detalle/210811000350/viravolta-viajes?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,+34 644 050 808,MANUELA@VIRAVOLTAVIAJES.ES,,http://www.viravoltaviajes.com/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,Ruta del Mar de Arousa y Ulla,,,,
VOLTA MONTANA,https://www.turismo.gal/recurso/-/detalle/190530000563/volta-montana?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,hello@voltamontana.com,,https://www.voltamontana.com/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,,,,,
WAYSANTIYMAS,https://www.turismo.gal/recurso/-/detalle/170919000457/waysantiymas?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,conchitabernardez@gmail.com,,http://www.caminodesantiago.agency/,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,Camino Portugués de la costa,,,,
WELCOMECAMINO,https://www.turismo.gal/recurso/-/detalle/240729000513/welcomecamino?langId=es_ES&tp=73,,Agencias de viajes,,,welcomecamino@gmail.com,,http://www.welcomecamino.com/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,,,,,
WILDGALICIA,https://www.turismo.gal/recurso/-/detalle/230417000223/wildgalicia?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,info@galiciaecoturismo.com,,https://galiciaecoturismo.com/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,Camino Portugués de la costa,,,,
WOUTICK,https://www.turismo.gal/recurso/-/detalle/180716000308/woutick?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,admin@woutick.es,,http://www.woutick.es/,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,Camino Portugués de la costa,,,,
XOANIÑA VIAXES,https://www.turismo.gal/recurso/-/detalle/220111000030/xoanina-viaxes?langId=es_ES&tp=73&ctre=153,"Ramirantes, nº 28-30 36400 O Porriño - Pontevedra",Agencia de viajes,,+34 655 351 293,info@xoaninaviaxes.com,,,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,Camino Portugués,,,,
YOUR ! TRAVEL,https://www.turismo.gal/recurso/-/detalle/280382773/your-travel?langId=es_ES&tp=73&ctre=153,nº 22 36960 Sanxenxo - Pontevedra,Agencia de viajes,,+34 622 509 549,carinagarciatouriño@gmail.com,,,Grupo: Minorista | Tipo agencia: Casa matriz,Ruta del Mar de Arousa y Ulla,,,,
YU TRAVEL,https://www.turismo.gal/recurso/-/detalle/210429001689/yu-travel-?langId=es_ES&tp=73&ctre=153,"CLEMENCIO FERNANDEZ PULIDO , nº 2 36630 Cambados - Pontevedra",Agencia de viajes,,,jesusf.ares@yutravel.es,,,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,Ruta del Mar de Arousa y Ulla,,,,
"ZAFIRO TOURS, S.A.",https://www.turismo.gal/recurso/-/detalle/280381887/zafiro-tours-s.a.?langId=es_ES&tp=73&ctre=153,"Rosalía de Castro, nº 1 local 7 36001 Pontevedra - Pontevedra",Agencia de viajes,,+34 986 108 369,,,,Grupo: Mayorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Camino Portugués | Camino Portugués de la costa,,,,
"ZONDA, S.L.",https://www.turismo.gal/recurso/-/detalle/280379513/zonda-s.l.?langId=es_ES&tp=73&ctre=153,"AVDA. CAMELIAS, 130, BAIXO 0 Vigo - Pontevedra",Agencia de viajes,,,,,,Grupo: Minorista | Tipo agencia: Sucursal de una casa matriz en Galicia,Camino Portugués de la costa,,,,
ZT 1771,https://www.turismo.gal/recurso/-/detalle/230608000267/zt-1771?langId=es_ES&tp=73&ctre=153,"MANOLO MARTÍNEZ, nº 1 36210 Vigo - Pontevedra",Agencia de viajes,,,PISCOALONSOALVAREZ@GMAIL.COM,,,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,Camino Portugués de la costa,,,,
ZT 1785,https://www.turismo.gal/recurso/-/detalle/230803000074/zt-1785?langId=es_ES&tp=73&ctre=153,"ROSALÍA DE CASTRO, nº 4 36380 Gondomar - Pontevedra",Agencia de viajes,,,GONDOMAR@ZAFIROTOURS.ES,,,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,,,,,
ZT 1788,https://www.turismo.gal/recurso/-/detalle/230921000342/zt-1788?langId=es_ES&tp=73&ctre=153,"Avenida da Hispanidade, nº 82 36203 Vigo - Pontevedra",Agencia de viajes,,,vigohispanidad@zafirotours.es,,,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,Camino Portugués de la costa,,,,
ZT1638,https://www.turismo.gal/recurso/-/detalle/210611000322/zt1638?langId=es_ES&tp=73&ctre=153,"Barqueiras, nº 4 36980 O Grove - Pontevedra",Agencia de viajes,,+34 986 053 555,ogrove@zafirotours.es,"42º 29' 34.7"" N - 8º 51' 44.1"" W",http://www.booking.ogrove.zafirotours.es/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,Ruta del Mar de Arousa y Ulla,,,,
ZT283,https://www.turismo.gal/recurso/-/detalle/190206000051/zt283?langId=es_ES&tp=73&ctre=153,"Calle Argentina (antigo mercadillo), nº 10 36470 Salceda de Caselas - Pontevedra",Agencia de viajes,,+34 986 343 065,salceda@zafirotours.es,"42º 06' 00.9"" N - 8º 33' 36.3"" W",,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,,,,,
